Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Andre Ingram,3.7,0.0,0.0,1.5,0.0,0.8,0.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.0
Andrew Bogut,12.2,3.5,1.6,3.3,0.0,0.0,0.3,0.3,1.1,3.9,5.0,1.0,0.7,0.7,2.0
Andrew Harrison,10.9,3.2,0.9,3.1,0.3,1.5,1.0,1.1,0.4,0.8,1.2,1.4,0.7,0.1,2.0
Andrew Wiggins,34.8,18.1,6.8,16.6,1.6,4.8,2.8,4.1,1.1,3.7,4.8,2.5,1.9,0.7,2.1
Anfernee Simons,7.0,3.8,1.4,3.2,0.5,1.5,0.5,0.8,0.2,0.5,0.7,0.7,0.6,0.0,0.5
Angel Delgado,7.4,1.5,0.5,2.5,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
Ante Zizic,18.3,7.8,3.1,5.6,0.0,0.0,1.6,2.2,1.8,3.6,5.4,0.9,1.0,0.4,1.9
Anthony Davis,33.0,25.9,9.5,18.3,0.9,2.6,6.1,7.7,3.1,8.9,12.0,3.9,2.0,2.4,2.4
Anthony Tolliver,16.6,5.0,1.5,4.0,1.2,3.3,0.7,0.9,0.2,2.5,2.7,0.7,0.6,0.3,1.4
Antonio Blakeney,14.5,7.3,2.9,6.9,0.6,1.6,0.9,1.3,0.1,1.7,1.9,0.7,0.6,0.2,0.7
Aron Baynes,16.1,5.6,2.1,4.4,0.4,1.2,1.0,1.2,1.7,3.0,4.7,1.1,0.8,0.7,2.5
Austin Rivers,26.7,8.1,3.1,7.5,1.4,4.3,0.7,1.3,0.3,1.8,2.1,2.2,0.9,0.3,2.7
Avery Bradley,30.2,9.9,3.9,9.7,1.4,3.9,0.7,0.8,0.7,2.1,2.8,2.4,1.4,0.3,2.7
BJ Johnson,7.1,3.3,1.3,2.6,0.4,1.0,0.3,0.3,0.3,0.9,1.1,0.0,0.3,0.0,0.6
Bam Adebayo,23.3,8.9,3.4,5.9,0.0,0.2,2.0,2.8,2.0,5.3,7.3,2.2,1.5,0.8,2.5
Ben McLemore,8.3,3.9,1.3,3.4,0.9,2.2,0.4,0.6,0.2,0.7,0.9,0.2,0.3,0.2,1.2
Ben Simmons,34.2,16.9,6.8,12.2,0.0,0.1,3.3,5.4,2.2,6.6,8.8,7.7,3.5,0.8,2.6
Billy Garrett,15.9,6.5,2.8,6.8,0.0,2.0,1.0,1.0,0.0,0.8,0.8,1.8,0.5,0.3,0.8
Bismack Biyombo,14.5,4.4,1.6,2.9,0.0,0.0,1.1,1.7,1.5,3.1,4.6,0.6,0.6,0.8,1.9
Blake Griffin,35.0,24.5,8.3,17.9,2.5,7.0,5.5,7.3,1.3,6.2,7.5,5.4,3.4,0.4,2.7
Boban Marjanovic,11.7,7.3,2.8,4.5,0.1,0.2,1.7,2.3,1.5,3.1,4.6,0.9,1.0,0.5,1.6
Bobby Portis,26.0,14.2,5.6,12.6,1.5,3.8,1.5,1.9,2.2,5.9,8.1,1.4,1.5,0.4,2.9
Bogdan Bogdanovic,27.8,14.1,5.2,12.3,1.9,5.3,1.9,2.3,0.6,2.9,3.5,3.8,1.7,0.2,2.0
Bojan Bogdanovic,31.8,18.0,6.4,13.0,2.0,4.8,3.0,3.8,0.4,3.7,4.1,2.0,1.7,0.0,1.7
Bonzie Colson,12.3,4.9,1.6,4.9,0.6,2.6,1.0,1.1,1.0,2.8,3.8,0.4,0.4,0.1,0.4
Brad Wanamaker,9.5,3.9,1.4,2.9,0.4,1.1,0.7,0.8,0.1,1.1,1.1,1.6,0.5,0.1,0.9
Bradley Beal,36.9,25.6,9.3,19.6,2.5,7.3,4.4,5.5,1.1,3.9,5.0,5.5,2.7,0.7,2.8
Brandon Goodwin,3.6,1.4,0.4,1.4,0.1,0.4,0.6,0.7,0.1,0.1,0.2,0.9,0.2,0.0,0.4
Brandon Ingram,33.9,18.3,7.0,14.0,0.6,1.8,3.8,5.6,0.8,4.3,5.1,3.0,2.5,0.6,2.9
Brandon Knight,18.9,6.8,2.5,6.7,1.1,3.3,0.7,0.9,0.3,1.3,1.5,1.8,0.8,0.1,1.6
Brandon Sampson,15.3,5.1,2.0,4.3,0.8,2.1,0.3,0.4,0.2,0.9,1.1,0.7,0.9,0.2,1.4
Brook Lopez,28.7,12.5,4.4,9.7,2.3,6.3,1.4,1.6,0.4,4.5,4.9,1.2,1.0,2.2,2.3
Bruce Brown,19.6,4.3,1.7,4.2,0.3,1.3,0.6,0.8,0.6,1.9,2.5,1.2,0.6,0.5,2.4
Bruno Caboclo,23.5,8.3,2.8,6.6,1.4,3.8,1.2,1.5,1.2,3.4,4.6,1.5,1.1,1.0,2.4
Bryn Forbes,28.0,11.8,4.4,9.6,2.1,5.0,0.8,1.0,0.2,2.7,2.9,2.1,1.0,0.0,1.9
Buddy Hield,31.9,20.7,7.6,16.6,3.4,7.9,2.1,2.4,1.3,3.7,5.0,2.5,1.8,0.4,2.5
C.J. Williams,8.5,2.6,1.1,2.3,0.3,1.1,0.0,0.1,0.1,0.5,0.5,0.8,0.3,0.0,1.1
CJ McCollum,33.9,21.0,8.2,17.8,2.4,6.4,2.3,2.7,0.9,3.1,4.0,3.0,1.5,0.4,2.5
CJ Miles,16.2,6.4,2.1,5.9,1.3,3.8,0.9,1.1,0.2,1.5,1.8,0.7,0.6,0.3,1.5
Caleb Swanigan,8.5,2.0,0.9,2.5,0.0,0.3,0.3,0.4,0.8,2.2,3.0,0.5,0.9,0.0,1.3
Cameron Payne,17.8,6.3,2.4,5.6,0.6,2.1,0.8,1.0,0.3,1.5,1.8,2.7,1.1,0.2,1.6
Cameron Reynolds,13.7,5.0,1.7,4.1,1.1,2.7,0.4,0.5,0.2,1.4,1.6,0.7,0.3,0.1,1.4
Caris LeVert,26.6,13.7,5.2,12.1,1.2,3.9,2.1,3.1,0.9,2.9,3.8,3.9,1.7,0.4,1.9
Carmelo Anthony,29.4,13.4,4.9,12.1,2.1,6.4,1.5,2.2,0.9,4.5,5.4,0.5,0.8,0.7,3.2
Cedi Osman,32.2,13.0,4.7,11.1,1.7,4.9,1.9,2.4,0.6,4.1,4.7,2.6,1.5,0.1,2.6
Chandler Hutchison,20.3,5.2,2.2,4.8,0.3,1.1,0.5,0.9,0.7,3.5,4.2,0.8,0.6,0.1,1.3
Chandler Parsons,19.8,7.5,2.7,7.3,1.2,3.8,0.9,1.0,0.2,2.6,2.8,1.7,1.3,0.2,1.8
Channing Frye,9.5,3.6,1.2,3.3,0.9,2.2,0.3,0.4,0.1,1.3,1.4,0.6,0.4,0.1,1.2
Chasson Randle,15.2,5.5,1.9,4.4,0.9,2.3,0.9,1.3,0.2,0.9,1.1,2.0,0.9,0.1,1.9
Cheick Diallo,14.0,6.0,2.6,4.2,0.0,0.1,0.8,1.0,1.2,4.0,5.2,0.5,0.8,0.5,1.8
Chimezie Metu,5.0,1.8,0.7,2.0,0.0,0.1,0.4,0.6,0.3,0.9,1.2,0.4,0.5,0.1,0.5
Chris Boucher,5.8,3.3,1.2,2.7,0.4,1.3,0.5,0.5,0.6,1.4,2.0,0.1,0.3,0.9,1.1
Chris Chiozza,4.6,0.9,0.3,1.1,0.3,0.7,0.0,0.0,0.1,0.4,0.6,0.6,0.1,0.1,0.3
Chris Paul,32.0,15.6,5.2,12.4,2.2,6.1,3.0,3.5,0.6,3.9,4.6,8.2,2.6,0.3,2.5
Christian Wood,11.9,8.2,2.9,5.6,0.4,1.2,2.0,2.7,0.8,3.1,4.0,0.4,0.8,0.5,0.8
Clint Capela,33.6,16.6,7.1,10.9,0.0,0.0,2.5,3.9,4.4,8.2,12.7,1.4,1.4,1.5,2.5
Cody Zeller,25.4,10.1,3.9,7.0,0.1,0.4,2.3,2.9,2.2,4.6,6.8,2.1,1.3,0.8,3.3
Collin Sexton,31.8,16.7,6.3,14.7,1.5,3.6,2.6,3.1,0.7,2.2,2.9,3.0,2.3,0.1,2.3
Corey Brewer,15.9,4.9,1.7,4.0,0.5,1.4,1.0,1.4,0.8,1.6,2.5,1.3,0.6,0.2,2.0
Cory Joseph,25.2,6.5,2.8,6.7,0.7,2.1,0.4,0.5,0.5,2.9,3.4,3.9,1.0,0.3,1.6
Courtney Lee,12.6,4.0,1.6,3.8,0.5,1.6,0.4,0.6,0.3,1.3,1.6,1.1,0.4,0.1,0.9
Cristiano Felicio,12.4,4.0,1.6,3.0,0.0,0.1,0.8,1.2,1.3,2.3,3.6,0.6,0.6,0.1,1.2
D'Angelo Russell,30.2,21.1,8.1,18.7,2.9,7.8,2.0,2.5,0.7,3.2,3.9,7.0,3.1,0.2,1.7
D.J. Augustin,28.0,11.7,3.9,8.4,1.6,3.8,2.2,2.6,0.5,2.0,2.5,5.3,1.6,0.0,1.4
D.J. Wilson,18.4,5.8,2.2,5.2,1.0,2.6,0.5,1.0,0.9,3.7,4.6,1.1,0.7,0.4,1.8
DJ Stephens,6.7,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dairis Bertans,13.9,2.8,1.0,3.9,0.8,2.8,0.0,0.0,0.2,0.6,0.8,0.8,0.2,0.0,0.6
Damian Jones,17.1,5.4,2.2,3.1,0.0,0.0,1.0,1.5,1.3,1.8,3.1,1.2,0.7,1.0,2.6
Damian Lillard,35.5,25.8,8.5,19.2,3.0,8.0,5.9,6.4,0.9,3.8,4.6,6.9,2.7,0.4,1.9
Damion Lee,11.7,4.9,1.8,4.0,0.8,2.1,0.6,0.7,0.3,1.8,2.0,0.4,0.3,0.0,0.9
Damyean Dotson,27.4,10.7,4.0,9.6,1.7,4.7,1.0,1.3,0.5,3.1,3.6,1.8,1.0,0.1,1.8
Daniel Hamilton,10.7,3.0,1.2,3.2,0.4,1.2,0.2,0.3,0.5,1.9,2.5,1.2,0.8,0.1,1.0
Daniel Theis,13.8,5.7,2.2,4.0,0.4,1.0,0.8,1.2,1.3,2.1,3.4,1.0,0.5,0.6,2.4
Danilo Gallinari,30.3,19.8,6.0,13.0,2.4,5.5,5.4,6.0,0.8,5.3,6.1,2.6,1.5,0.3,1.9
Danny Green,27.7,10.3,3.7,7.9,2.5,5.4,0.5,0.6,0.8,3.2,4.0,1.6,0.9,0.7,2.1
Dante Cunningham,14.5,3.0,1.2,2.5,0.5,1.0,0.2,0.3,0.8,2.2,2.9,0.8,0.3,0.2,1.1
Dante Exum,15.8,6.9,2.4,5.7,0.4,1.5,1.6,2.0,0.4,1.2,1.6,2.6,1.2,0.1,1.6
Danuel House Jr.,25.1,9.4,3.0,6.5,1.9,4.6,1.4,1.8,0.6,2.9,3.6,1.0,0.9,0.3,2.1
Dario Saric,25.0,10.6,3.8,8.6,1.5,4.0,1.6,1.9,1.6,4.1,5.6,1.6,1.2,0.1,2.2
Darius Miller,25.5,8.2,2.7,7.0,1.9,5.3,0.8,1.0,0.2,1.7,1.9,2.1,0.9,0.3,2.4
Darren Collison,28.2,11.2,4.1,8.7,1.0,2.6,2.1,2.5,0.5,2.6,3.1,6.0,1.6,0.1,1.8
Daryl Macon,11.2,3.6,1.3,3.4,0.6,1.4,0.5,0.9,0.3,1.3,1.5,0.9,0.8,0.0,1.0
David Nwaba,19.3,6.5,2.5,5.1,0.5,1.5,1.1,1.7,0.8,2.4,3.2,1.1,0.6,0.3,2.1
Davis Bertans,21.5,8.0,2.7,6.0,1.9,4.4,0.7,0.8,0.3,3.2,3.5,1.3,0.6,0.4,1.8
Davon Reed,4.7,1.2,0.5,1.2,0.2,0.4,0.0,0.0,0.2,0.4,0.6,0.3,0.1,0.0,0.3
De'Aaron Fox,31.4,17.3,6.2,13.6,1.1,2.9,3.7,5.1,0.5,3.2,3.8,7.3,2.8,0.6,2.5
De'Anthony Melton,19.7,5.0,2.0,5.1,0.6,1.9,0.4,0.6,0.5,2.2,2.7,3.2,1.5,0.5,2.3
DeAndre Jordan,29.7,11.0,4.1,6.5,0.0,0.0,2.7,3.8,3.3,9.8,13.1,2.3,2.2,1.1,2.4
DeAndre' Bembry,23.6,8.4,3.4,7.5,0.6,2.1,1.1,1.7,0.7,3.7,4.4,2.5,1.7,0.5,2.3
DeMar DeRozan,34.9,21.2,8.2,17.1,0.1,0.6,4.8,5.7,0.7,5.3,6.0,6.2,2.6,0.5,2.3
DeMarcus Cousins,25.7,16.3,5.9,12.4,0.9,3.2,3.5,4.8,1.4,6.8,8.2,3.6,2.4,1.5,3.6
DeMarre Carroll,25.4,11.1,3.4,8.6,1.6,4.6,2.7,3.6,1.0,4.2,5.2,1.3,1.1,0.1,1.7
DeVaughn Akoon-Purcell,3.1,1.0,0.4,1.4,0.0,0.6,0.1,0.3,0.1,0.4,0.6,0.9,0.3,0.0,0.6
Deandre Ayton,30.7,16.3,7.2,12.3,0.0,0.1,2.0,2.7,3.1,7.1,10.3,1.8,1.8,0.9,2.9
Delon Wright,22.6,8.7,3.2,7.4,0.7,2.2,1.6,2.0,0.9,2.6,3.5,3.3,1.0,0.4,1.4
Demetrius Jackson,6.6,3.7,1.3,2.5,0.3,1.0,0.7,0.7,0.3,0.2,0.5,0.8,0.2,0.0,0.7
Deng Adel,10.2,1.7,0.6,1.9,0.3,1.2,0.2,0.2,0.2,0.8,1.0,0.3,0.3,0.2,0.7
Dennis Schroder,29.3,15.5,5.8,14.0,1.6,4.6,2.4,2.9,0.5,3.1,3.6,4.1,2.2,0.2,2.4
Dennis Smith Jr.,28.5,13.6,5.2,12.3,1.3,3.9,1.9,2.9,0.6,2.3,2.9,4.8,2.9,0.4,2.4
Deonte Burton,7.5,2.6,1.0,2.6,0.3,0.8,0.3,0.4,0.1,0.8,0.9,0.3,0.3,0.3,1.0
Derrick Favors,23.2,11.8,4.8,8.1,0.2,1.0,2.0,3.0,2.7,4.6,7.4,1.2,1.1,1.4,2.1
Derrick Jones Jr.,19.2,7.0,2.7,5.4,0.5,1.5,1.2,2.0,1.6,2.4,4.0,0.6,0.7,0.7,2.1
Derrick Rose,27.3,18.0,7.1,14.8,1.1,2.9,2.7,3.1,0.6,2.1,2.7,4.3,1.6,0.2,1.1
Derrick White,25.8,9.9,3.9,8.1,0.7,2.1,1.4,1.8,0.5,3.2,3.7,3.9,1.4,0.7,2.2
Devin Booker,35.0,26.6,9.2,19.6,2.1,6.5,6.1,7.1,0.6,3.5,4.1,6.8,4.1,0.2,3.1
Devin Harris,15.7,6.3,1.9,5.1,0.9,2.9,1.5,2.0,0.2,1.5,1.6,1.8,0.8,0.2,2.0
Devin Robinson,13.5,6.7,2.7,4.6,0.0,0.3,1.3,2.0,0.9,2.0,2.9,0.9,0.3,0.9,1.6
Devonte' Graham,14.7,4.7,1.6,4.7,0.7,2.6,0.8,1.0,0.2,1.2,1.4,2.6,0.7,0.0,1.0
Dewayne Dedmon,25.1,10.8,4.0,8.2,1.3,3.4,1.4,1.8,1.6,5.9,7.5,1.4,1.3,1.1,3.3
Deyonta Davis,13.2,4.0,1.7,2.4,0.0,0.1,0.7,1.1,1.1,2.9,4.0,0.6,0.3,0.6,1.3
Dillon Brooks,18.3,7.5,2.7,6.8,0.8,2.2,1.2,1.7,0.5,1.2,1.7,0.9,1.1,0.2,2.8
Dion Waiters,25.9,12.0,4.5,10.9,2.5,6.6,0.5,1.0,0.2,2.5,2.6,2.8,1.5,0.2,1.6
Dirk Nowitzki,15.6,7.3,2.6,7.4,1.3,4.0,0.8,1.0,0.1,3.0,3.1,0.7,0.4,0.4,1.5
Domantas Sabonis,24.8,14.1,5.6,9.5,0.1,0.2,2.8,3.9,2.5,6.8,9.3,2.9,2.2,0.4,3.2
Donatas Motiejunas,4.3,2.0,1.0,2.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.3,1.0,0.3,2.0
Donovan Mitchell,33.7,23.8,8.6,19.9,2.4,6.7,4.1,5.1,0.8,3.3,4.1,4.2,2.8,0.4,2.7
Donte DiVincenzo,15.2,4.9,1.9,4.6,0.8,3.1,0.3,0.4,0.6,1.8,2.4,1.1,0.7,0.2,1.4
Donte Grantham,0.8,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith,24.5,7.5,2.8,6.5,1.0,3.1,0.9,1.3,1.7,3.1,4.8,1.2,0.9,0.4,2.3
Doug McDermott,17.4,7.3,2.7,5.5,1.1,2.7,0.9,1.0,0.2,1.2,1.4,0.9,0.5,0.1,1.4
Dragan Bender,18.0,5.0,1.9,4.3,0.5,2.2,0.7,1.2,0.7,3.2,4.0,1.2,0.8,0.5,2.0
Draymond Green,31.3,7.4,2.8,6.4,0.7,2.5,1.0,1.4,0.9,6.4,7.3,6.9,2.6,1.1,3.0
Drew Eubanks,4.9,1.8,0.7,1.1,0.0,0.0,0.5,0.6,0.3,1.2,1.5,0.3,0.3,0.2,0.5
Duncan Robinson,10.7,3.3,1.2,3.1,0.7,2.3,0.3,0.4,0.1,1.1,1.3,0.3,0.3,0.0,0.7
Dusty Hannahs,13.0,4.0,1.5,6.0,0.0,2.5,1.0,1.0,0.0,0.5,0.5,2.5,0.5,0.0,0.5
Dwayne Bacon,17.6,7.3,2.8,6.0,0.9,2.0,0.8,1.1,0.2,1.9,2.1,1.1,0.4,0.1,1.7
Dwight Howard,25.5,12.8,4.8,7.7,0.0,0.0,3.2,5.3,2.7,6.6,9.2,0.4,1.8,0.4,3.8
Dwight Powell,21.6,10.6,3.8,6.3,0.5,1.6,2.5,3.3,1.8,3.5,5.3,1.5,0.9,0.6,2.6
Dwyane Wade,26.2,15.0,5.8,13.3,1.2,3.6,2.3,3.2,1.0,3.0,4.0,4.2,2.3,0.5,1.6
Dzanan Musa,4.4,2.1,1.0,2.4,0.1,1.1,0.0,0.2,0.1,0.4,0.6,0.2,0.4,0.0,0.1
E'Twaun Moore,27.6,11.9,4.8,10.0,1.4,3.3,0.8,1.1,0.7,1.7,2.4,1.9,1.1,0.2,2.1
Ed Davis,17.9,5.8,2.3,3.7,0.0,0.0,1.2,2.0,2.7,5.9,8.6,0.8,0.8,0.4,2.8
Edmond Sumner,9.1,2.9,1.0,2.8,0.3,1.2,0.7,1.0,0.4,0.7,1.0,0.4,0.4,0.2,1.1
Ekpe Udoh,6.3,2.3,1.0,1.4,0.0,0.0,0.4,0.6,0.5,1.2,1.8,0.5,0.3,0.6,0.7
Elfrid Payton,29.8,10.6,4.3,9.8,0.8,2.5,1.3,1.8,1.2,4.1,5.2,7.6,2.7,0.4,1.9
Elie Okobo,18.1,5.7,2.2,5.5,0.7,2.5,0.7,0.9,0.2,1.6,1.8,2.4,1.3,0.1,2.1
Emanuel Terry,7.6,3.3,1.3,2.3,0.0,0.0,0.7,1.3,1.0,1.3,2.3,0.7,0.7,0.0,1.3
Emmanuel Mudiay,27.2,14.8,5.6,12.5,1.2,3.6,2.4,3.2,0.6,2.8,3.3,3.9,2.4,0.3,1.7
Enes Kanter,24.5,13.7,5.6,10.2,0.1,0.5,2.3,2.9,3.8,6.0,9.8,1.7,1.8,0.4,2.5
Eric Bledsoe,29.1,15.9,6.0,12.4,1.6,4.8,2.3,3.0,1.1,3.6,4.6,5.5,2.1,0.4,2.0
Eric Gordon,31.7,16.2,5.6,13.8,3.2,8.8,1.8,2.2,0.3,1.9,2.2,1.9,1.3,0.4,2.1
Eric Moreland,8.6,1.4,0.6,1.4,0.2,0.2,0.0,0.0,0.8,3.2,4.0,0.8,1.0,0.2,1.8
Ersan Ilyasova,18.4,6.8,2.5,5.7,0.9,2.4,0.9,1.1,1.4,3.1,4.5,0.8,0.7,0.3,2.6
Evan Fournier,31.5,15.1,5.8,13.2,1.9,5.6,1.7,2.1,0.5,2.7,3.2,3.6,1.9,0.1,2.8
Evan Turner,22.0,6.8,2.8,6.1,0.2,0.7,1.0,1.5,0.5,4.0,4.5,3.9,1.6,0.2,1.5
Frank Jackson,19.2,8.1,3.2,7.3,0.9,2.8,0.9,1.2,0.4,1.8,2.2,1.1,0.8,0.0,1.5
Frank Kaminsky,16.1,8.6,2.9,6.3,1.1,3.0,1.7,2.3,0.8,2.6,3.5,1.3,0.9,0.3,1.4
Frank Mason,11.5,5.1,1.9,4.4,0.4,1.7,1.0,1.5,0.2,1.0,1.1,2.2,0.9,0.1,0.9
Frank Ntilikina,21.0,5.7,2.2,6.6,0.8,2.7,0.5,0.7,0.3,1.7,2.0,2.8,1.3,0.3,2.4
Fred VanVleet,27.5,11.0,3.8,9.4,1.8,4.6,1.5,1.8,0.3,2.3,2.6,4.8,1.3,0.3,1.7
Furkan Korkmaz,14.2,5.8,2.0,5.1,1.0,3.0,0.8,0.9,0.3,1.9,2.2,1.1,0.5,0.0,1.3
Garrett Temple,27.2,7.8,2.8,6.6,1.2,3.5,1.1,1.4,0.4,2.5,2.9,1.4,0.9,0.4,2.7
Gary Clark,12.6,2.9,1.0,3.0,0.8,2.7,0.1,0.1,0.5,1.8,2.3,0.4,0.1,0.5,0.9
Gary Harris,28.8,12.9,4.7,11.2,1.4,4.2,2.0,2.5,0.7,2.1,2.8,2.2,1.2,0.3,2.0
Gary Payton II,5.3,3.7,1.7,2.7,0.3,0.7,0.0,0.0,0.3,0.3,0.7,1.3,0.3,0.3,0.7
Gary Trent Jr.,7.4,2.7,1.1,3.3,0.3,1.4,0.2,0.5,0.1,0.7,0.7,0.3,0.3,0.1,0.3
George Hill,21.7,7.6,2.8,6.3,0.8,2.6,1.2,1.4,0.7,1.8,2.5,2.3,0.9,0.1,1.7
George King,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Georges Niang,8.8,4.0,1.5,3.1,0.7,1.8,0.3,0.4,0.2,1.3,1.5,0.6,0.4,0.1,1.0
Gerald Green,20.2,9.2,3.2,7.9,2.1,6.0,0.8,0.9,0.4,2.1,2.5,0.5,0.8,0.4,1.7
Giannis Antetokounmpo,32.8,27.7,10.0,17.3,0.7,2.8,6.9,9.5,2.2,10.3,12.5,5.9,3.7,1.5,3.2
Glenn Robinson III,13.0,4.2,1.6,3.7,0.4,1.3,0.7,0.9,0.4,1.1,1.5,0.4,0.4,0.2,1.0
Goran Dragic,27.5,13.7,5.0,12.0,1.6,4.6,2.2,2.8,0.6,2.5,3.1,4.8,2.0,0.1,2.3
Gordon Hayward,25.9,11.5,4.1,8.8,1.1,3.2,2.2,2.6,0.7,3.8,4.5,3.4,1.5,0.3,1.4
Gorgui Dieng,13.6,6.4,2.5,5.0,0.3,0.7,1.2,1.4,1.1,3.0,4.1,0.9,0.8,0.5,1.8
Grayson Allen,11.0,5.6,1.8,4.7,0.8,2.6,1.2,1.6,0.1,0.5,0.6,0.7,0.9,0.2,1.2
Greg Monroe,11.2,5.3,2.1,4.4,0.0,0.1,1.0,1.7,1.6,2.4,4.0,0.6,0.7,0.2,1.5
Guerschon Yabusele,6.1,2.3,0.9,1.9,0.2,0.7,0.4,0.5,0.6,0.7,1.3,0.4,0.4,0.2,0.8
Hamidou Diallo,10.3,3.7,1.5,3.2,0.1,0.5,0.7,1.2,0.7,1.2,1.9,0.3,0.5,0.2,1.5
Harrison Barnes,32.9,16.4,5.6,13.3,2.3,5.7,3.0,3.6,0.7,3.9,4.7,1.5,1.3,0.2,1.6
Harry Giles III,14.1,7.0,3.0,6.0,0.0,0.1,1.0,1.6,1.1,2.7,3.8,1.5,1.3,0.4,2.6
Hassan Whiteside,23.3,12.3,5.4,9.4,0.0,0.2,1.5,3.4,3.6,7.8,11.3,0.8,1.3,1.9,2.7
Haywood Highsmith,8.0,1.8,0.8,2.0,0.2,1.0,0.0,0.4,0.0,1.0,1.0,0.4,0.2,0.0,0.2
Henry Ellenson,13.6,6.0,2.1,5.0,0.9,2.0,1.0,1.3,0.3,3.2,3.5,0.8,0.5,0.1,1.4
Ian Clark,16.2,6.7,2.5,6.4,1.1,3.4,0.6,0.6,0.2,1.3,1.5,1.6,1.0,0.1,1.6
Ian Mahinmi,14.6,4.1,1.4,3.1,0.1,0.5,1.2,1.8,1.4,2.4,3.8,0.7,0.6,0.5,2.5
Ike Anigbogu,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.3,0.0
Iman Shumpert,23.9,7.5,2.7,7.2,1.5,4.4,0.6,0.7,0.4,2.5,3.0,1.8,0.8,0.4,2.0
Isaac Bonga,5.5,0.9,0.2,1.5,0.0,0.4,0.4,0.7,0.4,0.7,1.1,0.7,0.3,0.2,0.4
Isaac Humphries,11.3,3.0,1.2,4.2,0.6,2.2,0.0,0.0,0.8,1.4,2.2,0.0,0.0,0.0,1.4
Isaiah Briscoe,14.3,3.5,1.4,3.5,0.3,0.9,0.4,0.7,0.1,1.8,1.9,2.2,0.8,0.1,1.7
Isaiah Canaan,20.9,6.0,2.1,5.5,1.1,3.2,0.6,0.8,0.2,1.7,1.9,2.8,1.2,0.1,1.7
