Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Aron Baynes,15.5,4.9,1.9,3.7,0.0,0.0,1.1,1.3,1.5,3.0,4.4,0.4,0.7,0.5,2.2
Arron Afflalo,25.9,8.4,3.0,6.9,1.0,2.5,1.4,1.5,0.1,1.9,2.0,1.3,0.7,0.1,1.7
Austin Rivers,27.8,12.0,4.4,9.9,1.5,4.0,1.8,2.6,0.3,1.9,2.2,2.8,1.6,0.1,2.5
Avery Bradley,33.4,16.3,6.5,14.1,2.0,5.0,1.2,1.7,1.2,4.9,6.1,2.2,1.6,0.2,2.6
Axel Toupane,11.9,2.8,1.3,2.3,0.3,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,1.5
Ben Bentil,3.3,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3
Ben McLemore,19.3,8.1,3.0,6.9,1.1,2.8,1.1,1.5,0.3,1.8,2.1,0.8,1.0,0.1,1.8
Beno Udrih,14.4,5.8,2.4,5.1,0.3,0.8,0.8,0.9,0.2,1.3,1.5,3.4,0.9,0.0,0.7
Bismack Biyombo,22.1,6.0,2.2,4.2,0.0,0.0,1.5,2.9,1.9,5.1,7.0,0.9,1.2,1.1,2.5
Blake Griffin,34.0,21.6,7.9,15.9,0.6,1.9,5.2,6.9,1.8,6.3,8.1,4.9,2.3,0.4,2.6
Boban Marjanovic,8.4,5.5,2.1,3.8,0.0,0.0,1.3,1.7,1.3,2.4,3.7,0.3,0.3,0.3,0.7
Bobby Brown,4.9,2.5,0.9,2.4,0.6,1.4,0.1,0.1,0.0,0.2,0.2,0.6,0.2,0.0,0.2
Bobby Portis,15.6,6.8,2.9,5.9,0.5,1.5,0.6,0.9,1.2,3.5,4.6,0.5,0.6,0.2,1.5
Bojan Bogdanovic,25.7,13.7,4.6,10.4,1.8,4.8,2.7,3.0,0.5,3.0,3.4,1.4,1.6,0.1,1.8
Boris Diaw,17.6,4.6,2.0,4.5,0.3,1.1,0.4,0.5,0.6,1.5,2.2,2.3,1.2,0.1,1.1
Bradley Beal,34.9,23.1,8.3,17.2,2.9,7.2,3.7,4.4,0.7,2.4,3.1,3.5,2.0,0.3,2.2
Brandan Wright,16.0,6.8,3.0,4.8,0.0,0.0,0.8,1.3,1.1,1.7,2.8,0.5,0.4,0.7,1.5
Brandon Bass,11.1,5.6,2.1,3.6,0.0,0.1,1.5,1.7,0.8,1.7,2.5,0.4,0.6,0.2,0.9
Brandon Ingram,28.9,9.4,3.5,8.7,0.7,2.4,1.7,2.7,0.8,3.2,4.0,2.1,1.5,0.5,2.0
Brandon Jennings,22.2,7.1,2.4,6.6,1.0,3.1,1.4,1.9,0.4,2.1,2.4,4.9,1.6,0.0,1.4
Brandon Knight,21.1,11.0,3.9,9.7,0.8,2.6,2.4,2.9,0.5,1.7,2.2,2.4,1.6,0.1,1.6
Brandon Rush,21.9,4.2,1.5,4.0,0.9,2.4,0.3,0.4,0.3,1.8,2.1,1.0,0.6,0.5,0.9
Brian Roberts,10.2,3.5,1.1,3.0,0.4,1.1,0.8,1.0,0.1,0.8,1.0,1.3,0.6,0.0,0.4
Briante Weber,10.2,3.1,1.3,3.0,0.1,0.5,0.6,0.8,0.4,0.9,1.3,1.1,0.4,0.1,0.8
Brice Johnson,3.1,1.3,0.7,2.3,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.3,0.0
Brook Lopez,29.6,20.5,7.4,15.6,1.8,5.2,3.9,4.9,1.6,3.8,5.4,2.3,2.5,1.7,2.6
Bruno Caboclo,4.5,1.6,0.7,1.8,0.2,0.7,0.0,0.0,0.6,0.6,1.1,0.4,0.2,0.1,0.4
Bryn Forbes,7.9,2.6,1.0,2.8,0.5,1.5,0.1,0.2,0.1,0.6,0.6,0.6,0.3,0.0,0.6
Buddy Hield,23.0,10.6,4.0,9.4,1.8,4.6,0.8,0.9,0.4,2.9,3.3,1.5,1.2,0.1,1.4
C.J. Watson,16.3,4.5,1.5,4.0,0.5,1.7,0.9,1.1,0.3,1.2,1.4,1.8,0.8,0.0,1.4
C.J. Wilcox,4.9,1.0,0.4,1.4,0.1,0.7,0.1,0.1,0.2,0.4,0.5,0.5,0.3,0.0,0.4
CJ McCollum,34.9,23.0,8.7,18.0,2.3,5.5,3.4,3.7,0.8,2.9,3.6,3.6,2.2,0.5,2.5
CJ Miles,23.4,10.7,3.7,8.5,2.2,5.4,1.1,1.2,0.4,2.6,3.0,0.6,0.5,0.3,2.0
Cameron Payne,14.9,5.2,2.1,6.2,0.9,2.8,0.2,0.3,0.1,1.5,1.5,1.8,0.9,0.1,1.7
Caris LeVert,21.7,8.2,3.0,6.7,1.0,3.2,1.2,1.6,0.4,2.9,3.3,1.9,1.0,0.1,1.6
Carmelo Anthony,34.3,22.4,8.1,18.8,2.0,5.7,4.1,4.9,0.8,5.1,5.9,2.9,2.1,0.5,2.7
Chandler Parsons,19.8,6.2,2.2,6.5,0.7,2.7,1.0,1.3,0.2,2.3,2.5,1.6,0.7,0.1,1.5
Channing Frye,18.9,9.1,3.2,7.0,1.9,4.5,0.9,1.0,0.5,3.4,3.9,0.6,0.7,0.5,1.9
Chasson Randle,11.5,5.3,1.5,3.8,0.6,1.8,1.6,1.7,0.2,1.0,1.2,1.3,0.7,0.1,1.5
Cheick Diallo,11.7,5.1,2.1,4.5,0.0,0.0,0.9,1.2,1.4,2.9,4.3,0.2,0.4,0.4,1.0
Chinanu Onuaku,10.3,2.8,1.0,1.4,0.0,0.0,0.8,0.8,0.4,1.6,2.0,0.6,0.8,0.2,1.2
Chris Andersen,9.5,2.3,0.8,1.8,0.0,0.3,0.8,1.2,0.8,1.8,2.6,0.4,0.4,0.6,1.7
Chris McCullough,5.0,2.3,1.0,2.0,0.1,0.4,0.2,0.3,0.6,0.6,1.2,0.1,0.2,0.1,0.4
Chris Paul,31.5,18.1,6.1,12.9,2.0,5.0,3.8,4.3,0.7,4.3,5.0,9.2,2.4,0.1,2.4
Christian Wood,8.2,2.7,0.9,1.8,0.0,0.4,0.8,1.2,1.1,1.2,2.2,0.2,0.5,0.5,0.8
Clint Capela,23.9,12.6,5.6,8.7,0.0,0.0,1.4,2.7,2.7,5.4,8.1,1.0,1.3,1.2,2.8
Cody Zeller,27.8,10.3,4.1,7.1,0.0,0.0,2.1,3.2,2.2,4.4,6.5,1.6,1.0,0.9,3.0
Cole Aldrich,8.6,1.7,0.7,1.4,0.0,0.0,0.2,0.4,0.8,1.7,2.5,0.4,0.3,0.4,1.4
Corey Brewer,15.6,4.5,1.8,4.2,0.3,1.4,0.6,0.8,0.4,1.6,2.0,1.2,0.7,0.2,1.6
Cory Joseph,25.0,9.3,3.7,8.3,0.6,1.7,1.2,1.5,0.6,2.3,2.9,3.3,1.4,0.2,1.8
Courtney Lee,31.9,10.8,4.2,9.1,1.4,3.5,1.1,1.3,0.7,2.7,3.4,2.3,0.9,0.3,1.8
Cristiano Felicio,15.8,4.8,1.9,3.3,0.0,0.0,0.9,1.4,1.9,2.8,4.7,0.6,0.5,0.3,1.7
D'Angelo Russell,28.7,15.6,5.6,13.8,2.1,6.1,2.3,3.0,0.5,3.0,3.5,4.8,2.8,0.3,2.1
D.J. Augustin,19.7,7.9,2.5,6.6,1.2,3.5,1.7,2.1,0.2,1.3,1.5,2.7,1.2,0.0,1.3
Dahntay Jones,12.0,9.0,3.0,8.0,0.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
Damian Jones,8.5,1.9,0.8,1.6,0.0,0.0,0.3,1.0,0.9,1.4,2.3,0.0,0.6,0.4,1.5
Damian Lillard,35.9,27.0,8.8,19.8,2.9,7.7,6.5,7.3,0.6,4.3,4.9,5.9,2.6,0.3,2.0
Damjan Rudez,7.0,1.8,0.7,2.0,0.4,1.4,0.0,0.0,0.1,0.4,0.6,0.4,0.2,0.0,0.7
Daniel Ochefu,3.9,1.3,0.6,1.4,0.0,0.0,0.0,0.1,0.3,0.9,1.2,0.2,0.2,0.0,0.9
Danilo Gallinari,33.9,18.2,5.3,11.9,2.0,5.1,5.5,6.1,0.6,4.5,5.2,2.1,1.3,0.2,1.5
Danny Green,26.6,7.3,2.6,6.6,1.7,4.6,0.4,0.5,0.5,2.8,3.3,1.8,1.1,0.8,1.8
Dante Cunningham,25.0,6.6,2.6,5.4,1.1,2.7,0.2,0.4,0.8,3.3,4.2,0.6,0.4,0.4,1.5
Dante Exum,18.6,6.2,2.3,5.5,0.7,2.3,0.9,1.1,0.5,1.5,2.0,1.7,1.2,0.2,2.2
Danuel House Jr.,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Dario Saric,26.3,12.8,4.7,11.4,1.3,4.2,2.1,2.7,1.4,5.0,6.3,2.2,2.3,0.4,2.0
Darrell Arthur,15.6,6.4,2.3,5.2,1.3,2.9,0.5,0.5,0.6,2.1,2.7,1.0,0.9,0.5,1.9
Darren Collison,30.3,13.2,5.0,10.5,1.1,2.6,2.2,2.5,0.3,1.9,2.2,4.6,1.7,0.1,1.8
Darrun Hilliard,9.8,3.3,1.2,3.2,0.3,1.2,0.5,0.7,0.1,0.8,0.8,0.8,0.7,0.1,1.0
David Lee,18.7,7.3,3.1,5.3,0.0,0.0,1.0,1.4,1.9,3.7,5.6,1.6,1.0,0.5,1.6
David Nwaba,19.9,6.0,2.4,4.1,0.1,0.3,1.3,2.0,0.9,2.3,3.2,0.7,0.6,0.4,1.8
David West,12.6,4.6,2.0,3.7,0.0,0.1,0.6,0.8,0.7,2.3,3.0,2.2,1.1,0.7,1.5
Davis Bertans,12.1,4.5,1.5,3.5,1.0,2.6,0.4,0.5,0.3,1.1,1.5,0.7,0.5,0.4,1.1
DeAndre Jordan,31.7,12.7,5.1,7.1,0.0,0.0,2.5,5.2,3.7,10.1,13.8,1.2,1.4,1.7,2.6
DeAndre Liggins,12.5,2.5,0.9,2.3,0.3,0.7,0.4,0.6,0.3,1.4,1.7,0.9,0.7,0.2,1.3
DeAndre' Bembry,9.8,2.7,1.2,2.6,0.0,0.5,0.2,0.4,0.4,1.2,1.6,0.7,0.4,0.1,0.6
DeMar DeRozan,35.4,27.3,9.7,20.9,0.4,1.7,7.4,8.7,0.9,4.3,5.2,3.9,2.4,0.2,1.8
DeMarcus Cousins,34.2,27.0,9.0,19.9,1.8,5.0,7.2,9.3,2.1,8.9,11.0,4.6,3.7,1.3,3.9
DeMarre Carroll,26.1,8.9,3.1,7.6,1.5,4.4,1.2,1.6,0.9,2.9,3.8,1.0,0.8,0.4,2.0
Dejounte Murray,8.5,3.4,1.3,3.1,0.2,0.6,0.6,0.8,0.2,0.9,1.1,1.3,1.0,0.2,0.8
Delon Wright,16.5,5.6,1.8,4.3,0.4,1.1,1.6,2.0,0.6,1.2,1.8,2.1,0.9,0.4,1.1
Demetrius Jackson,3.4,2.0,0.6,0.8,0.2,0.2,0.6,1.2,0.4,0.4,0.8,0.6,0.0,0.0,0.0
Dennis Schroder,31.5,17.9,6.9,15.4,1.3,3.7,2.8,3.2,0.5,2.6,3.1,6.3,3.3,0.2,1.9
Denzel Valentine,17.1,5.1,1.8,5.1,1.3,3.6,0.2,0.3,0.2,2.5,2.6,1.1,0.9,0.1,1.5
Deron Williams,25.9,11.0,4.1,9.4,1.3,3.7,1.4,1.7,0.2,2.1,2.3,5.6,2.2,0.1,2.2
Derrick Favors,23.7,9.5,4.1,8.3,0.1,0.2,1.3,2.2,1.8,4.3,6.1,1.1,1.2,0.8,2.1
Derrick Jones Jr.,17.0,5.3,2.1,3.8,0.1,0.3,0.9,1.3,1.2,1.3,2.5,0.4,0.4,0.4,2.0
Derrick Rose,32.5,18.0,7.2,15.3,0.2,0.9,3.5,4.0,1.0,2.8,3.8,4.4,2.3,0.3,1.3
Derrick Williams,16.1,6.1,2.2,4.9,0.6,1.9,1.2,1.8,0.4,2.2,2.6,0.6,0.6,0.1,1.2
Devin Booker,35.0,22.1,7.8,18.3,1.9,5.2,4.7,5.7,0.6,2.6,3.2,3.4,3.1,0.3,3.1
Devin Harris,16.7,6.7,2.1,5.2,0.9,2.7,1.6,2.0,0.2,1.8,2.0,2.1,0.9,0.1,1.6
Dewayne Dedmon,17.5,5.1,2.1,3.4,0.0,0.0,0.9,1.2,1.7,4.8,6.5,0.6,0.8,0.8,2.4
Deyonta Davis,6.6,1.6,0.7,1.3,0.0,0.0,0.3,0.5,0.6,1.1,1.7,0.1,0.2,0.5,1.1
Diamond Stone,3.5,1.4,0.4,1.9,0.0,0.0,0.6,0.6,0.1,0.7,0.9,0.0,0.3,0.1,0.7
Dion Waiters,30.1,15.8,6.1,14.4,1.8,4.7,1.8,2.8,0.4,2.9,3.3,4.3,2.2,0.4,2.1
Dirk Nowitzki,26.4,14.2,5.5,12.6,1.5,3.9,1.8,2.1,0.4,6.1,6.5,1.5,0.9,0.7,2.1
Domantas Sabonis,20.1,5.9,2.4,5.9,0.6,2.0,0.5,0.8,0.6,3.0,3.6,1.0,1.0,0.4,2.5
Donatas Motiejunas,14.1,4.4,1.7,4.1,0.3,1.4,0.7,1.4,0.8,2.2,3.0,0.9,0.9,0.3,1.6
Dorian Finney-Smith,20.3,4.3,1.5,4.1,0.7,2.4,0.6,0.8,0.7,2.1,2.7,0.8,0.6,0.3,1.5
Doug McDermott,22.8,9.0,3.4,7.5,1.2,3.2,1.1,1.3,0.3,2.4,2.7,0.9,0.6,0.1,1.2
Dragan Bender,13.3,3.4,1.3,3.7,0.7,2.3,0.1,0.3,0.5,1.9,2.4,0.5,0.7,0.5,1.7
Draymond Green,32.5,10.2,3.6,8.6,1.1,3.5,2.0,2.8,1.3,6.6,7.9,7.0,2.4,1.4,2.9
Dwight Howard,29.7,13.5,5.2,8.3,0.0,0.0,3.1,5.7,4.0,8.7,12.7,1.4,2.3,1.2,2.7
Dwight Powell,17.3,6.7,2.5,4.9,0.3,1.0,1.4,1.8,1.2,2.8,4.0,0.6,0.4,0.5,1.8
Dwyane Wade,29.9,18.3,6.9,15.9,0.8,2.4,3.7,4.7,1.1,3.5,4.5,3.8,2.3,0.7,1.9
E'Twaun Moore,24.9,9.6,3.9,8.5,1.1,2.8,0.8,1.0,0.5,1.6,2.1,2.2,0.8,0.4,1.8
Ed Davis,17.2,4.3,1.6,3.1,0.0,0.0,1.1,1.8,2.1,3.2,5.3,0.6,0.8,0.5,3.0
Edy Tavares,13.8,4.0,2.0,2.5,0.0,0.0,0.0,1.5,2.0,3.5,5.5,0.5,1.0,3.0,1.5
Elfrid Payton,29.4,12.8,5.2,11.1,0.5,1.8,1.8,2.6,1.1,3.6,4.7,6.5,2.2,0.5,2.2
Elijah Millsap,11.6,1.5,0.5,3.5,0.0,1.0,0.5,1.0,1.5,1.5,3.0,0.5,1.0,0.0,1.0
Emmanuel Mudiay,25.6,11.0,3.8,10.0,1.0,3.2,2.4,3.0,0.5,2.7,3.2,3.9,2.2,0.2,1.7
Enes Kanter,21.3,14.3,5.6,10.2,0.1,0.5,3.1,4.0,2.7,4.0,6.7,0.9,1.7,0.5,2.1
Eric Bledsoe,33.0,21.1,6.8,15.7,1.6,4.7,5.9,6.9,0.8,4.1,4.8,6.3,3.4,0.5,2.5
Eric Gordon,31.0,16.2,5.5,13.5,3.3,8.8,2.0,2.3,0.4,2.3,2.7,2.5,1.6,0.5,2.0
Ersan Ilyasova,26.1,13.1,4.7,10.9,1.7,4.9,2.0,2.5,1.4,4.5,5.9,1.7,1.4,0.3,2.6
Evan Fournier,32.8,17.2,6.0,13.7,1.9,5.3,3.3,4.1,0.6,2.4,3.1,3.0,2.1,0.1,2.6
Evan Turner,25.5,9.0,3.6,8.5,0.5,1.8,1.3,1.6,0.6,3.2,3.8,3.2,1.5,0.4,1.9
Frank Kaminsky,26.1,11.7,4.3,10.7,1.5,4.7,1.6,2.1,0.8,3.7,4.5,2.2,1.0,0.5,1.9
Fred VanVleet,7.9,2.9,1.1,3.0,0.3,0.8,0.5,0.6,0.1,1.0,1.1,0.9,0.4,0.1,1.0
Garrett Temple,26.6,7.8,2.8,6.6,1.3,3.4,0.9,1.1,0.5,2.3,2.8,2.6,1.2,0.4,2.2
Gary Harris,31.3,14.9,5.6,11.2,1.9,4.5,1.8,2.4,0.8,2.3,3.1,2.9,1.3,0.1,1.6
Gary Neal,9.2,2.0,0.0,3.5,0.0,1.0,2.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5
Gary Payton II,16.5,3.3,1.3,3.7,0.2,1.5,0.5,0.8,0.0,2.0,2.0,2.2,1.7,0.7,1.5
George Hill,31.5,16.9,5.9,12.4,1.9,4.8,3.2,4.0,0.5,2.9,3.4,4.2,1.7,0.2,2.3
Georges Niang,4.0,0.9,0.4,1.6,0.0,0.5,0.1,0.1,0.1,0.7,0.7,0.2,0.2,0.0,0.3
Georgios Papagiannis,16.1,5.6,2.5,4.6,0.0,0.1,0.5,0.6,1.1,2.8,3.9,0.9,1.1,0.8,2.0
Gerald Green,11.4,5.6,2.0,4.9,0.8,2.4,0.7,0.9,0.3,1.4,1.8,0.7,0.5,0.1,1.0
Gerald Henderson,23.2,9.2,3.3,7.7,0.8,2.4,1.8,2.3,0.5,2.1,2.6,1.6,0.9,0.2,1.8
Giannis Antetokounmpo,35.6,22.9,8.2,15.7,0.6,2.3,5.9,7.7,1.8,7.0,8.8,5.4,2.9,1.9,3.1
Glenn Robinson III,20.7,6.1,2.3,4.9,0.7,1.8,0.8,1.1,0.8,2.7,3.6,0.7,0.5,0.3,0.9
Goran Dragic,33.7,20.3,7.3,15.4,1.6,4.0,4.1,5.2,0.8,3.0,3.8,5.8,2.9,0.2,2.7
Gordon Hayward,34.5,21.9,7.5,15.8,2.0,5.1,5.0,5.9,0.7,4.7,5.4,3.5,1.9,0.3,1.6
Gorgui Dieng,32.4,10.0,4.0,8.1,0.2,0.5,1.7,2.0,2.3,5.6,7.9,1.9,1.3,1.2,3.1
Greg Monroe,22.5,11.7,4.8,9.0,0.0,0.0,2.2,3.0,2.1,4.5,6.6,2.3,1.7,0.5,2.1
Greivis Vasquez,12.9,2.3,0.7,2.7,0.3,1.0,0.7,1.0,0.0,0.7,0.7,1.7,0.3,0.3,2.0
Harrison Barnes,35.5,19.2,7.6,16.2,1.0,2.8,3.1,3.6,1.2,3.8,5.0,1.5,1.3,0.2,1.6
Hassan Whiteside,32.6,17.0,7.0,12.6,0.0,0.0,2.9,4.6,3.8,10.3,14.1,0.7,2.0,2.1,2.9
Henry Ellenson,7.7,3.2,1.2,3.4,0.5,1.8,0.2,0.4,0.4,1.7,2.2,0.4,0.7,0.1,0.3
Hollis Thompson,18.8,5.1,1.9,5.0,0.8,2.4,0.5,0.7,0.5,2.3,2.8,0.9,0.3,0.2,1.7
Ian Clark,14.8,6.8,2.7,5.6,0.8,2.1,0.6,0.8,0.3,1.3,1.6,1.2,0.7,0.1,1.0
Ian Mahinmi,17.9,5.6,2.1,3.6,0.0,0.0,1.4,2.4,1.5,3.3,4.8,0.6,1.1,0.8,2.9
Iman Shumpert,25.5,7.5,2.6,6.4,1.2,3.4,0.9,1.2,0.5,2.4,2.9,1.4,1.0,0.4,2.0
Isaiah Canaan,15.2,4.6,1.6,4.4,0.6,2.4,0.8,0.8,0.2,1.1,1.3,0.9,0.5,0.0,0.9
Isaiah Taylor,13.0,0.8,0.3,1.8,0.0,0.5,0.3,0.5,0.3,0.5,0.8,0.8,0.0,0.3,1.5
Isaiah Thomas,33.8,28.9,9.0,19.4,3.2,8.5,7.8,8.5,0.6,2.1,2.7,5.9,2.8,0.2,2.2
Isaiah Whitehead,22.5,7.4,2.8,7.0,0.6,2.0,1.2,1.5,0.4,2.1,2.5,2.6,1.9,0.5,2.4
Ish Smith,24.1,9.4,4.1,9.2,0.3,1.3,0.9,1.3,0.3,2.6,2.9,5.2,1.4,0.4,1.6
Ivica Zubac,16.0,7.5,3.3,6.3,0.0,0.1,0.8,1.3,1.1,3.1,4.2,0.8,0.8,0.9,1.7
J.J. Barea,22.0,10.9,4.1,9.8,1.5,4.2,1.3,1.5,0.3,2.1,2.4,5.5,1.8,0.0,0.9
JJ Redick,28.2,15.0,5.1,11.4,2.6,6.0,2.3,2.6,0.1,2.1,2.2,1.4,1.3,0.2,1.6
JR Smith,29.0,8.6,3.0,8.7,2.3,6.6,0.2,0.4,0.4,2.3,2.8,1.5,0.6,0.3,1.9
JaMychal Green,27.3,8.9,3.2,6.5,0.7,1.9,1.7,2.2,2.2,4.9,7.1,1.1,1.2,0.4,3.2
JaVale McGee,9.6,6.1,2.7,4.1,0.0,0.0,0.7,1.4,1.3,1.9,3.2,0.2,0.5,0.9,1.4
Jabari Parker,33.9,20.1,7.8,16.0,1.3,3.5,3.2,4.3,1.5,4.6,6.2,2.8,1.8,0.4,2.2
Jae Crowder,32.4,13.9,4.6,10.0,2.2,5.5,2.4,3.0,0.7,5.1,5.8,2.2,1.1,0.3,2.2
Jahlil Okafor,22.7,11.8,4.8,9.4,0.0,0.0,2.1,3.2,1.6,3.2,4.8,1.2,1.8,1.0,2.4
Jake Layman,7.1,2.2,0.7,2.5,0.4,1.5,0.4,0.5,0.2,0.5,0.7,0.3,0.3,0.1,0.6
Jakob Poeltl,11.6,3.1,1.2,2.1,0.0,0.0,0.6,1.1,1.4,1.6,3.1,0.2,0.5,0.4,2.1
Jamal Crawford,26.3,12.3,4.4,10.6,1.4,3.9,2.1,2.5,0.2,1.4,1.6,2.6,1.6,0.2,1.4
Jamal Murray,21.5,9.9,3.6,8.9,1.4,4.2,1.3,1.5,0.5,2.1,2.6,2.1,1.4,0.3,1.5
Jameer Nelson,27.3,9.2,3.6,8.1,1.4,3.6,0.6,0.8,0.4,2.2,2.6,5.1,1.7,0.1,2.6
James Ennis III,23.4,6.7,2.3,5.0,0.8,2.1,1.3,1.7,1.1,3.0,4.0,1.0,0.9,0.3,2.6
James Harden,36.4,29.1,8.3,18.9,3.2,9.3,9.2,10.9,1.2,7.0,8.1,11.2,5.7,0.5,2.7
James Johnson,27.4,12.8,4.8,10.1,1.1,3.4,2.0,2.8,0.9,4.1,4.9,3.6,2.3,1.1,2.6
James Jones,7.9,2.8,0.9,1.9,0.6,1.4,0.3,0.4,0.1,0.7,0.8,0.3,0.2,0.2,0.8
James Michael McAdoo,8.8,2.8,1.2,2.3,0.0,0.2,0.4,0.8,0.7,1.1,1.8,0.3,0.4,0.6,0.9
James Young,7.6,2.3,0.9,2.0,0.4,1.2,0.2,0.3,0.2,0.7,0.9,0.1,0.1,0.1,0.5
Jared Dudley,21.3,6.8,2.5,5.4,1.2,3.2,0.7,1.0,0.5,3.0,3.5,1.9,1.1,0.3,2.4
Jared Sullinger,10.7,3.4,1.4,4.3,0.3,1.6,0.4,0.7,0.9,1.5,2.5,0.3,0.4,0.1,1.5
Jarell Eddie,12.5,4.8,1.2,3.8,0.8,3.2,1.6,1.8,0.2,1.2,1.4,0.0,0.2,0.0,0.2
