Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Jarell Martin,13.3,3.9,1.4,3.6,0.2,0.6,1.0,1.2,1.0,2.9,3.9,0.2,0.7,0.2,2.2
Jarnell Stokes,3.3,1.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.5
Jarrett Jack,16.5,3.0,1.0,1.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,2.5,1.5,0.0,2.0
Jarrod Uthoff,12.7,4.4,1.8,4.2,0.3,1.0,0.6,0.8,0.9,1.6,2.4,1.0,0.3,0.4,0.9
Jason Smith,14.4,5.7,2.4,4.4,0.5,1.1,0.5,0.7,0.9,2.6,3.5,0.5,0.8,0.7,2.3
Jason Terry,18.4,4.1,1.4,3.3,1.0,2.3,0.3,0.4,0.2,1.2,1.4,1.3,0.5,0.3,1.3
Jaylen Brown,17.2,6.6,2.5,5.4,0.6,1.7,1.1,1.6,0.6,2.2,2.8,0.8,0.9,0.2,1.8
Jeff Green,22.2,9.2,3.2,8.1,0.8,2.8,2.1,2.4,0.6,2.5,3.1,1.2,1.1,0.2,1.5
Jeff Teague,32.4,15.3,4.9,11.1,1.1,3.1,4.4,5.1,0.4,3.6,4.0,7.8,2.6,0.4,2.0
Jeff Withey,8.5,2.9,1.1,2.0,0.0,0.0,0.7,0.9,1.0,1.4,2.4,0.1,0.3,0.6,1.0
Jerami Grant,19.1,5.5,1.9,4.1,0.5,1.5,1.1,1.8,0.5,2.1,2.6,0.6,0.6,1.0,1.9
Jeremy Lamb,18.4,9.7,3.6,7.9,0.7,2.4,1.8,2.1,0.5,3.8,4.3,1.2,0.6,0.4,1.6
Jeremy Lin,24.5,14.5,4.9,11.1,1.6,4.3,3.2,3.9,0.3,3.4,3.8,5.1,2.4,0.4,2.2
Jerian Grant,16.3,5.9,2.0,4.8,0.8,2.1,1.0,1.2,0.3,1.5,1.8,1.9,0.7,0.1,1.5
Jerryd Bayless,23.8,11.0,3.7,10.7,0.7,1.7,3.0,3.3,1.0,3.0,4.0,4.3,3.0,0.0,1.3
Jimmy Butler,37.0,23.9,7.5,16.5,1.2,3.3,7.7,8.9,1.7,4.5,6.2,5.5,2.1,0.4,1.5
Joakim Noah,22.1,5.0,2.2,4.4,0.0,0.0,0.7,1.7,3.5,5.2,8.8,2.2,1.3,0.8,2.8
Jodie Meeks,20.5,9.1,2.9,7.1,1.6,3.8,1.8,2.1,0.1,2.0,2.1,1.3,1.0,0.1,1.1
Joe Harris,21.9,8.2,3.0,7.0,1.6,4.3,0.7,0.9,0.3,2.5,2.8,1.0,1.1,0.2,2.3
Joe Ingles,24.1,7.1,2.5,5.5,1.5,3.4,0.6,0.8,0.3,2.9,3.2,2.7,1.3,0.1,2.0
Joe Johnson,23.6,9.2,3.5,8.0,1.4,3.3,0.8,1.0,0.4,2.7,3.1,1.8,0.9,0.2,1.2
Joe Young,4.1,2.1,0.8,2.2,0.2,0.7,0.3,0.5,0.0,0.5,0.5,0.5,0.2,0.0,0.2
Joel Anthony,6.4,1.3,0.5,0.8,0.0,0.0,0.3,0.4,0.4,1.2,1.6,0.2,0.2,0.3,0.6
Joel Bolomboy,4.4,1.8,0.8,1.3,0.1,0.3,0.3,0.5,0.3,1.1,1.4,0.2,0.2,0.2,0.1
Joel Embiid,25.4,20.2,6.5,13.8,1.2,3.2,6.2,7.9,2.0,5.9,7.8,2.1,3.8,2.5,3.6
Joffrey Lauvergne,14.0,5.4,2.1,4.8,0.5,1.4,0.7,1.0,1.0,2.6,3.6,1.0,0.8,0.1,1.2
John Henson,19.4,6.8,2.7,5.3,0.0,0.0,1.3,1.8,1.6,3.5,5.1,1.0,0.9,1.3,2.6
John Jenkins,3.2,1.8,0.5,1.3,0.3,0.5,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0
John Lucas III,2.1,0.4,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
John Wall,36.4,23.1,8.3,18.4,1.1,3.5,5.4,6.8,0.8,3.4,4.2,10.7,4.1,0.6,1.9
Johnny O'Bryant III,7.3,3.5,1.4,2.7,0.3,0.5,0.5,0.5,0.8,0.9,1.7,0.5,0.5,0.1,0.9
Jon Leuer,25.9,10.2,4.1,8.6,0.7,2.2,1.3,1.5,1.4,4.0,5.4,1.5,0.9,0.3,1.9
Jonas Jerebko,15.8,3.8,1.5,3.4,0.6,1.7,0.3,0.5,0.8,2.7,3.5,0.9,0.5,0.2,1.6
Jonas Valanciunas,25.8,12.0,4.9,8.8,0.0,0.0,2.2,2.7,2.8,6.7,9.5,0.7,1.3,0.8,2.7
Jonathan Gibson,13.6,6.2,2.1,5.6,0.9,2.6,1.2,1.7,0.1,1.2,1.3,1.5,1.2,0.0,1.2
Jonathon Simmons,17.9,6.2,2.3,5.4,0.4,1.3,1.3,1.7,0.3,1.8,2.1,1.6,1.0,0.3,1.9
Jordan Clarkson,29.2,14.7,5.8,13.1,1.4,4.3,1.6,2.0,0.6,2.4,3.0,2.6,2.0,0.1,1.8
Jordan Crawford,23.3,14.1,5.5,11.5,1.9,5.0,1.1,1.4,0.2,1.6,1.8,3.0,1.3,0.1,1.6
Jordan Farmar,17.7,6.0,2.0,6.0,2.0,4.5,0.0,0.0,0.5,1.0,1.5,4.5,1.5,0.0,0.5
Jordan Hill,6.7,1.7,0.7,1.9,0.0,0.0,0.3,0.3,1.1,0.9,2.0,0.0,0.6,0.0,1.3
Jordan McRae,10.4,4.4,1.6,4.1,0.5,1.4,0.7,0.9,0.2,0.9,1.1,0.5,0.4,0.2,0.8
Jordan Mickey,5.6,1.5,0.6,1.4,0.0,0.0,0.3,0.6,0.5,0.8,1.4,0.3,0.4,0.2,0.5
Jose Calderon,13.1,3.4,1.3,3.3,0.5,1.6,0.3,0.3,0.4,1.4,1.8,2.1,1.0,0.0,0.9
Josh Huestis,15.4,7.0,3.0,5.5,1.0,2.0,0.0,0.5,2.0,2.5,4.5,1.5,0.0,1.5,0.0
Josh McRoberts,17.3,4.9,2.0,5.4,0.6,1.4,0.3,0.4,1.0,2.3,3.4,2.3,1.0,0.2,1.4
Josh Richardson,30.5,10.2,3.8,9.7,1.4,4.3,1.1,1.5,0.7,2.5,3.2,2.6,1.2,0.7,2.5
Jrue Holiday,32.7,15.4,6.0,13.3,1.5,4.2,1.8,2.5,0.7,3.3,3.9,7.3,2.9,0.7,2.0
Juancho Hernangomez,13.6,4.9,1.6,3.6,0.7,1.8,0.9,1.2,0.7,2.3,3.0,0.5,0.5,0.2,1.0
Julius Randle,28.8,13.2,5.1,10.4,0.2,0.9,2.8,3.8,2.0,6.6,8.6,3.6,2.3,0.5,3.4
Justin Anderson,16.4,7.1,2.5,5.9,0.8,2.6,1.4,1.7,0.9,2.3,3.3,0.9,0.9,0.3,1.5
Justin Hamilton,18.4,6.9,2.7,5.9,0.9,2.8,0.6,0.8,1.1,3.0,4.1,0.9,0.7,0.7,1.4
Justin Harper,10.4,4.0,1.7,4.0,0.7,2.3,0.0,0.0,0.7,1.0,1.7,0.7,1.3,0.0,0.7
Justin Holiday,20.0,7.7,2.8,6.6,1.2,3.3,0.8,1.0,0.3,2.4,2.7,1.2,0.8,0.4,1.3
Justise Winslow,34.7,10.9,4.4,12.5,0.4,1.9,1.6,2.6,1.3,3.9,5.2,3.7,1.8,0.3,2.9
Jusuf Nurkic,21.4,10.2,4.2,8.2,0.0,0.0,1.8,3.2,2.4,4.8,7.2,1.9,2.2,1.1,2.5
KJ McDaniels,10.3,4.2,1.6,3.4,0.4,1.3,0.7,0.8,0.3,1.4,1.7,0.3,0.6,0.4,1.0
Karl-Anthony Towns,37.0,25.1,9.8,18.0,1.2,3.4,4.3,5.2,3.6,8.7,12.3,2.7,2.6,1.3,2.9
Kawhi Leonard,33.4,25.5,8.6,17.7,2.0,5.2,6.3,7.2,1.1,4.7,5.8,3.5,2.1,0.7,1.6
Kay Felder,9.2,4.0,1.5,3.8,0.2,0.5,0.8,1.2,0.1,0.9,1.0,1.4,0.7,0.2,0.9
Kelly Olynyk,20.5,9.0,3.5,6.8,0.9,2.6,1.2,1.6,1.0,3.8,4.8,2.0,1.3,0.4,2.8
Kelly Oubre Jr.,20.3,6.3,2.4,5.6,0.7,2.4,0.9,1.3,0.8,2.5,3.3,0.6,0.6,0.2,2.5
Kemba Walker,34.7,23.2,8.1,18.3,3.0,7.6,3.8,4.5,0.6,3.3,3.9,5.5,2.1,0.3,1.5
Kenneth Faried,21.2,9.6,3.7,6.8,0.0,0.1,2.1,3.1,3.0,4.6,7.6,0.9,1.0,0.7,2.0
Kent Bazemore,26.9,11.0,4.0,9.9,1.3,3.6,1.6,2.3,0.6,2.5,3.2,2.4,1.7,0.7,2.3
Kentavious Caldwell-Pope,33.3,13.8,4.9,12.2,2.0,5.8,2.0,2.4,0.7,2.5,3.3,2.5,1.1,0.2,1.6
Kevin Durant,33.4,25.1,8.9,16.5,1.9,5.0,5.4,6.2,0.6,7.6,8.3,4.8,2.2,1.6,1.9
Kevin Love,31.4,19.0,6.2,14.5,2.4,6.5,4.3,4.9,2.5,8.6,11.1,1.9,2.0,0.4,2.1
Kevin Seraphin,11.4,4.7,2.2,4.0,0.0,0.0,0.3,0.4,0.8,2.1,2.9,0.5,0.6,0.4,1.3
Kevon Looney,8.4,2.5,1.1,2.0,0.0,0.2,0.4,0.6,0.8,1.5,2.3,0.5,0.3,0.3,1.2
Khris Middleton,30.7,14.7,5.2,11.5,1.6,3.6,2.8,3.2,0.4,3.9,4.2,3.4,2.2,0.2,2.7
Klay Thompson,34.0,22.3,8.3,17.6,3.4,8.3,2.4,2.8,0.6,3.0,3.7,2.1,1.6,0.5,1.8
Kosta Koufos,20.0,6.6,3.0,5.5,0.0,0.0,0.5,0.9,1.7,4.0,5.7,0.7,0.9,0.7,2.4
Kris Dunn,17.1,3.8,1.5,4.0,0.3,0.9,0.5,0.8,0.3,1.8,2.1,2.4,1.1,0.5,2.3
Kris Humphries,12.3,4.6,1.6,3.8,0.3,1.0,1.1,1.5,1.1,2.6,3.7,0.5,0.5,0.4,1.2
Kristaps Porzingis,32.8,18.1,6.7,14.9,1.7,4.8,3.0,3.8,1.7,5.5,7.2,1.5,1.8,2.0,3.7
Kyle Anderson,14.2,3.4,1.3,2.9,0.2,0.6,0.6,0.8,0.5,2.4,2.9,1.3,0.5,0.4,0.9
Kyle Korver,26.2,10.1,3.6,7.7,2.4,5.4,0.6,0.6,0.1,2.7,2.8,1.6,1.0,0.3,1.6
Kyle Lowry,37.4,22.4,7.1,15.3,3.2,7.8,5.0,6.1,0.8,4.0,4.8,7.0,2.9,0.3,2.8
Kyle O'Quinn,15.6,6.3,2.7,5.2,0.0,0.2,0.8,1.1,2.0,3.6,5.6,1.5,1.0,1.3,2.2
Kyle Singler,12.0,2.8,1.1,2.6,0.2,1.2,0.4,0.5,0.3,1.3,1.5,0.3,0.3,0.2,0.9
Kyle Wiltjer,3.1,0.9,0.3,1.0,0.3,0.9,0.1,0.1,0.3,0.4,0.7,0.1,0.4,0.1,0.3
Kyrie Irving,35.1,25.2,9.3,19.7,2.5,6.1,4.1,4.6,0.7,2.5,3.2,5.8,2.5,0.3,2.2
LaMarcus Aldridge,32.4,17.3,6.9,14.6,0.3,0.8,3.1,3.8,2.4,4.9,7.3,1.9,1.4,1.2,2.2
Lamar Patterson,8.1,1.8,0.6,3.0,0.2,1.2,0.4,0.6,0.2,1.2,1.4,1.2,0.8,0.0,1.2
Lance Stephenson,20.1,6.8,3.0,6.7,0.3,1.1,0.4,0.7,0.2,2.7,2.9,3.3,1.4,0.2,1.8
Lance Thomas,21.0,6.0,2.1,5.3,0.8,1.8,0.9,1.1,0.7,2.4,3.1,0.8,0.5,0.1,1.8
Langston Galloway,20.2,7.9,2.8,7.4,1.6,4.2,0.7,0.9,0.4,1.7,2.1,1.3,0.6,0.1,1.3
Larry Nance Jr.,22.9,7.1,3.0,5.7,0.2,0.6,0.9,1.3,1.9,4.0,5.9,1.5,0.9,0.6,2.4
Larry Sanders,2.5,0.8,0.2,0.8,0.0,0.0,0.4,0.4,0.6,0.2,0.8,0.0,0.4,0.2,1.0
Lavoy Allen,14.3,2.9,1.3,2.8,0.0,0.0,0.4,0.5,1.7,1.9,3.6,0.9,0.5,0.4,1.3
LeBron James,37.8,26.4,9.9,18.2,1.7,4.6,4.8,7.2,1.3,7.3,8.6,8.7,4.1,0.6,1.8
Leandro Barbosa,14.4,6.3,2.6,5.9,0.5,1.5,0.6,0.7,0.2,1.3,1.6,1.2,0.7,0.1,1.2
Lou Williams,24.6,17.5,5.3,12.3,2.0,5.5,5.0,5.6,0.3,2.2,2.5,3.0,2.0,0.2,1.1
Luc Mbah a Moute,22.3,6.1,2.4,4.7,0.5,1.4,0.7,1.1,0.6,1.6,2.1,0.5,0.6,0.4,1.5
Lucas Nogueira,19.1,4.4,1.8,2.7,0.1,0.2,0.8,1.2,1.4,2.8,4.3,0.7,0.8,1.6,2.4
Luis Scola,12.8,5.1,2.0,4.2,0.5,1.4,0.7,1.0,1.4,2.4,3.9,1.0,0.9,0.1,1.8
Luke Babbitt,15.7,4.8,1.7,4.1,1.3,3.1,0.2,0.2,0.2,1.9,2.1,0.5,0.4,0.2,1.7
Luol Deng,26.5,7.6,2.9,7.6,0.9,2.9,0.8,1.1,1.1,4.1,5.3,1.3,0.8,0.4,1.1
Malachi Richardson,9.0,3.6,1.3,3.1,0.4,1.3,0.7,0.9,0.1,0.9,1.0,0.5,0.4,0.0,1.0
Malcolm Brogdon,26.4,10.2,3.9,8.5,1.0,2.6,1.5,1.7,0.6,2.2,2.8,4.2,1.5,0.2,1.9
Malcolm Delaney,17.1,5.4,2.0,5.3,0.4,1.5,1.0,1.3,0.1,1.5,1.7,2.6,1.3,0.0,1.5
Malik Beasley,7.5,3.8,1.5,3.3,0.4,1.3,0.4,0.5,0.2,0.5,0.8,0.5,0.4,0.0,0.5
Manny Harris,6.2,2.0,0.8,3.8,0.0,0.5,0.5,1.0,0.8,1.5,2.3,0.5,0.5,0.0,0.3
Manu Ginobili,18.7,7.5,2.5,6.4,1.3,3.3,1.2,1.6,0.4,1.9,2.3,2.7,1.4,0.2,1.7
Marc Gasol,34.2,19.5,7.2,15.7,1.4,3.6,3.8,4.5,0.8,5.5,6.3,4.6,2.2,1.3,2.3
Marcelo Huertas,10.3,2.7,1.1,3.0,0.2,0.8,0.4,0.7,0.1,1.0,1.0,2.3,0.8,0.1,0.7
Marcin Gortat,31.2,10.8,4.8,8.2,0.0,0.0,1.3,1.9,2.9,7.5,10.4,1.5,1.5,0.7,2.6
Marco Belinelli,24.0,10.5,3.6,8.3,1.4,3.8,2.0,2.3,0.2,2.2,2.4,2.0,0.9,0.1,1.2
Marcus Georges-Hunt,9.5,2.8,0.4,1.4,0.2,0.4,1.8,2.0,0.2,1.6,1.8,0.6,0.4,0.0,1.0
Marcus Morris Sr.,32.5,14.0,5.3,12.7,1.5,4.5,1.8,2.3,1.0,3.7,4.6,2.0,1.1,0.3,2.1
Marcus Smart,30.4,10.6,3.4,9.5,1.2,4.2,2.6,3.2,1.0,2.9,3.9,4.6,2.0,0.4,2.4
Marcus Thornton,17.4,6.6,2.5,6.4,0.8,2.4,0.7,0.8,0.7,1.6,2.3,1.2,0.8,0.1,1.5
Mario Hezonja,14.8,4.9,1.8,5.1,0.7,2.2,0.6,0.8,0.3,1.9,2.2,1.0,0.9,0.2,1.1
Markieff Morris,31.2,14.0,5.3,11.7,0.9,2.6,2.4,2.8,1.4,5.1,6.5,1.7,1.7,0.6,3.3
Marquese Chriss,21.3,9.2,3.5,7.7,0.9,2.7,1.4,2.2,1.2,3.1,4.2,0.7,1.3,0.9,3.2
Marreese Speights,15.7,8.7,3.0,6.7,1.3,3.4,1.5,1.7,1.1,3.5,4.5,0.8,0.8,0.5,2.8
Marshall Plumlee,8.1,1.9,0.8,1.4,0.0,0.0,0.4,0.9,1.1,1.3,2.4,0.5,0.6,0.2,1.1
Marvin Williams,30.2,11.2,3.9,9.3,1.6,4.7,1.7,2.0,1.2,5.4,6.6,1.4,0.8,0.7,1.8
Mason Plumlee,26.5,10.4,4.1,7.7,0.0,0.1,2.1,3.7,2.1,5.4,7.5,3.5,1.7,1.1,2.8
Matt Barnes,24.0,7.1,2.5,6.4,1.2,3.6,0.9,1.2,0.9,4.2,5.2,2.6,1.4,0.4,2.5
Matthew Dellavedova,26.1,7.6,2.7,7.0,1.0,2.8,1.1,1.3,0.3,1.6,1.9,4.7,1.8,0.0,2.0
Maurice Harkless,28.9,10.0,4.1,8.1,0.9,2.5,1.0,1.6,1.6,2.8,4.4,1.1,1.1,0.9,2.8
Maurice Ndour,10.4,3.1,1.2,2.7,0.0,0.2,0.6,0.8,0.7,1.3,2.0,0.3,0.4,0.3,0.9
Metta World Peace,6.4,2.3,0.8,2.7,0.4,1.5,0.4,0.6,0.2,0.6,0.8,0.4,0.3,0.1,0.7
Meyers Leonard,16.5,5.4,2.0,5.1,1.0,2.9,0.5,0.5,0.4,2.8,3.2,1.0,0.5,0.4,2.3
Michael Beasley,16.7,9.4,3.9,7.3,0.3,0.8,1.4,1.9,0.7,2.7,3.4,0.9,1.2,0.5,1.6
Michael Carter-Williams,18.8,6.6,2.5,6.8,0.3,1.4,1.3,1.7,0.5,2.9,3.4,2.5,1.5,0.5,2.3
Michael Gbinije,3.5,0.4,0.1,1.1,0.0,0.4,0.2,0.2,0.2,0.1,0.3,0.2,0.0,0.0,0.2
Michael Kidd-Gilchrist,29.0,9.2,3.6,7.6,0.0,0.1,1.9,2.4,1.9,5.0,7.0,1.4,0.7,1.0,2.3
Mike Conley,33.2,20.5,6.7,14.6,2.5,6.1,4.6,5.3,0.4,3.0,3.5,6.3,2.3,0.3,1.8
Mike Dunleavy,15.9,5.2,1.8,4.2,1.0,2.5,0.7,0.8,0.3,1.8,2.2,0.9,0.5,0.1,1.3
Mike Miller,7.5,1.4,0.5,1.2,0.4,1.0,0.1,0.1,0.1,1.8,1.9,1.1,0.7,0.0,0.5
Mike Muscala,17.7,6.2,2.4,4.8,0.7,1.6,0.7,0.9,1.1,2.3,3.4,1.4,0.8,0.6,1.4
Mike Scott,10.8,2.5,0.9,3.3,0.2,1.5,0.4,0.4,0.6,1.5,2.1,0.9,0.4,0.2,0.7
Mike Tobey,12.6,1.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5,0.0,1.0
Miles Plumlee,10.8,2.5,1.0,2.0,0.0,0.0,0.6,0.9,0.8,1.3,2.1,0.5,0.7,0.3,1.6
Mindaugas Kuzminskas,14.9,6.3,2.3,5.4,0.8,2.5,0.8,1.0,0.7,1.2,1.9,1.0,0.8,0.2,1.2
Mirza Teletovic,16.2,6.4,2.2,6.0,1.5,4.4,0.5,0.6,0.2,2.2,2.3,0.7,0.5,0.2,1.6
Monta Ellis,27.0,8.5,3.3,7.5,0.6,1.8,1.3,1.7,0.3,2.5,2.8,3.2,1.8,0.4,2.0
Montrezl Harrell,18.3,9.1,3.9,5.9,0.0,0.1,1.3,2.1,1.4,2.4,3.8,1.1,0.8,0.7,2.2
Myles Turner,31.4,14.5,5.5,10.7,0.5,1.4,3.0,3.7,1.7,5.6,7.3,1.3,1.3,2.1,3.2
Nemanja Bjelica,18.3,6.2,2.3,5.5,0.9,2.7,0.7,0.9,0.9,2.9,3.8,1.2,0.9,0.3,2.4
Nene,17.9,9.1,3.7,5.9,0.0,0.1,1.7,2.9,1.4,2.8,4.2,1.0,1.1,0.6,2.4
Nerlens Noel,20.5,8.7,3.6,6.1,0.0,0.0,1.5,2.2,1.8,3.9,5.8,1.0,1.0,1.0,2.5
Nick Collison,6.4,1.7,0.7,1.2,0.0,0.1,0.3,0.4,0.5,1.1,1.6,0.6,0.2,0.1,0.9
Nick Young,25.9,13.2,4.5,10.6,2.8,7.0,1.3,1.5,0.4,1.9,2.3,1.0,0.6,0.2,2.3
Nicolas Batum,34.0,15.1,5.1,12.7,1.8,5.3,3.2,3.7,0.6,5.6,6.2,5.9,2.5,0.4,1.4
Nicolas Brussino,9.7,2.8,1.0,2.6,0.5,1.8,0.3,0.4,0.5,1.3,1.8,0.9,0.5,0.1,0.8
Nicolas Laprovittola,9.7,3.3,1.1,2.6,0.6,1.5,0.5,0.5,0.1,0.5,0.6,1.6,1.1,0.1,1.1
Nik Stauskas,27.3,9.5,3.1,7.9,1.7,4.5,1.5,1.9,0.3,2.6,2.8,2.4,1.6,0.4,1.8
Nikola Jokic,27.9,16.7,6.8,11.7,0.6,1.9,2.6,3.1,2.9,6.9,9.8,4.9,2.3,0.8,2.9
Nikola Mirotic,24.0,10.6,3.7,8.9,1.8,5.4,1.4,1.8,0.9,4.6,5.5,1.1,1.1,0.8,1.8
Nikola Vucevic,28.8,14.6,6.4,13.7,0.3,1.0,1.4,2.1,2.3,8.0,10.4,2.8,1.6,1.0,2.4
Noah Vonleh,17.1,4.4,1.8,3.6,0.1,0.3,0.8,1.3,1.8,3.5,5.2,0.4,0.9,0.4,2.1
Norman Powell,18.0,8.4,3.0,6.7,0.7,2.3,1.7,2.1,0.3,1.9,2.2,1.1,0.9,0.2,1.7
Norris Cole,9.6,3.3,1.2,4.0,0.2,1.0,0.6,0.8,0.0,0.8,0.8,1.1,0.5,0.0,1.4
Okaro White,13.5,2.8,0.9,2.5,0.3,1.0,0.6,0.6,0.7,1.6,2.3,0.6,0.5,0.3,1.5
Omer Asik,15.6,2.7,1.0,2.1,0.0,0.0,0.7,1.3,1.5,3.7,5.3,0.5,0.5,0.3,1.6
Omri Casspi,17.8,5.2,2.1,4.6,0.4,1.2,0.5,0.8,0.8,2.4,3.1,1.0,0.8,0.1,1.4
Otto Porter Jr.,32.6,13.4,5.2,10.0,1.9,4.3,1.2,1.5,1.5,5.0,6.4,1.5,0.6,0.5,2.4
P.J. Tucker,27.6,6.7,2.5,6.0,0.9,2.4,0.9,1.1,1.4,4.4,5.8,1.2,0.8,0.2,2.4
Pascal Siakam,15.6,4.2,1.9,3.7,0.0,0.1,0.4,0.6,1.2,2.2,3.4,0.3,0.6,0.8,2.0
Pat Connaughton,8.1,2.5,0.9,1.8,0.4,0.8,0.2,0.2,0.3,1.1,1.3,0.7,0.4,0.1,0.6
Patricio Garino,8.6,0.0,0.0,1.4,0.0,1.0,0.0,0.0,0.2,1.2,1.4,0.0,0.6,0.0,0.8
Patrick Beverley,30.7,9.5,3.4,8.1,1.6,4.3,1.1,1.4,1.4,4.4,5.9,4.2,1.5,0.4,3.3
Patrick McCaw,15.1,4.0,1.5,3.5,0.6,1.7,0.4,0.5,0.3,1.1,1.4,1.1,0.5,0.2,0.9
Patrick Patterson,24.6,6.8,2.4,5.9,1.4,3.9,0.7,0.9,1.0,3.6,4.5,1.2,0.6,0.4,1.8
Patty Mills,21.9,9.5,3.4,7.8,1.8,4.4,0.8,1.0,0.3,1.5,1.8,3.5,1.3,0.0,1.4
Pau Gasol,25.4,12.4,4.7,9.4,0.9,1.6,2.0,2.9,1.7,6.2,7.8,2.3,1.3,1.1,1.7
Paul George,35.9,23.7,8.3,18.0,2.6,6.6,4.5,5.0,0.8,5.8,6.6,3.3,2.9,0.4,2.7
Paul Millsap,34.0,18.1,6.2,14.1,1.1,3.5,4.5,5.9,1.6,6.1,7.7,3.7,2.3,0.9,2.7
Paul Pierce,11.1,3.2,1.1,2.8,0.6,1.7,0.4,0.5,0.0,1.9,1.9,0.4,0.6,0.2,1.6
Paul Zipser,19.2,5.5,2.0,5.0,0.8,2.3,0.7,0.9,0.3,2.5,2.8,0.8,0.9,0.4,1.8
Pierre Jackson,9.4,3.9,1.4,4.3,0.3,1.2,0.7,0.8,0.1,0.9,1.0,2.1,0.3,0.0,0.6
Quincy Acy,14.7,5.8,1.8,4.5,1.0,2.4,1.2,1.6,0.5,2.5,3.0,0.5,0.6,0.4,1.8
Quinn Cook,13.4,5.6,2.4,4.7,0.8,1.9,0.1,0.4,0.1,0.4,0.5,1.9,0.9,0.0,0.9
RJ Hunter,3.1,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
Rajon Rondo,26.7,7.8,3.3,8.1,0.7,1.9,0.4,0.7,1.1,4.1,5.1,6.7,2.4,0.2,2.1
Rakeem Christmas,7.6,2.0,0.7,1.5,0.0,0.0,0.7,1.0,0.9,1.0,1.9,0.1,0.3,0.2,1.3
Ramon Sessions,16.2,6.2,2.0,5.3,0.4,1.2,1.8,2.4,0.2,1.2,1.5,2.6,0.9,0.1,0.9
Randy Foye,18.6,5.2,1.7,4.7,1.0,2.9,0.8,0.9,0.1,2.1,2.2,2.0,1.2,0.1,1.4
Rashad Vaughn,11.2,3.5,1.4,3.8,0.6,2.0,0.0,0.1,0.1,1.1,1.2,0.6,0.3,0.2,0.8
Raul Neto,8.6,2.5,1.0,2.3,0.3,0.8,0.2,0.2,0.1,0.7,0.8,0.9,0.4,0.1,1.2
Raymond Felton,21.2,6.7,2.8,6.4,0.6,1.8,0.6,0.8,0.4,2.3,2.7,2.4,1.0,0.3,1.6
Reggie Bullock,15.1,4.5,1.7,4.1,0.9,2.4,0.2,0.2,0.4,1.6,2.1,0.9,0.3,0.1,0.7
Reggie Jackson,27.4,14.5,5.5,13.0,1.3,3.5,2.3,2.6,0.4,1.8,2.2,5.2,2.2,0.1,2.5
Reggie Williams,13.2,4.5,1.3,3.8,0.8,1.8,1.0,1.2,0.3,0.7,1.0,0.7,0.0,0.0,0.3
Richard Jefferson,20.4,5.7,1.9,4.3,0.8,2.4,1.0,1.4,0.4,2.2,2.6,1.0,0.7,0.1,1.9
Richaun Holmes,20.9,9.8,4.0,7.2,0.5,1.4,1.3,1.8,1.6,3.8,5.5,1.0,1.0,1.0,2.4
Ricky Rubio,32.9,11.1,3.5,8.7,0.8,2.6,3.4,3.8,0.9,3.2,4.1,9.1,2.6,0.1,2.7
Robert Covington,31.6,12.9,4.4,10.9,2.0,6.1,2.1,2.6,1.4,5.1,6.5,1.5,2.0,1.0,3.0
Robin Lopez,28.0,10.4,4.7,9.6,0.0,0.0,0.9,1.3,3.0,3.4,6.4,1.0,1.1,1.4,1.9
Rodney Hood,27.0,12.7,4.6,11.3,1.9,5.2,1.5,1.9,0.3,3.2,3.4,1.6,1.1,0.2,2.2
Rodney McGruder,25.2,6.4,2.4,5.9,0.9,2.8,0.6,0.9,1.2,2.1,3.3,1.6,0.7,0.2,1.8
Rodney Stuckey,17.9,7.2,2.3,6.3,0.5,1.5,2.1,2.7,0.2,2.0,2.2,2.2,1.4,0.0,1.1
Ron Baker,16.5,4.1,1.6,4.2,0.4,1.7,0.5,0.8,0.2,1.7,1.9,2.1,1.1,0.2,1.4
Rondae Hollis-Jefferson,22.6,8.7,3.0,6.9,0.2,0.9,2.4,3.2,1.2,4.6,5.8,2.0,1.5,0.6,2.3
Ronnie Price,9.6,1.0,0.3,1.7,0.2,1.2,0.2,0.3,0.2,0.6,0.8,1.3,0.2,0.1,1.0
Roy Hibbert,14.2,4.6,1.7,3.1,0.0,0.0,1.3,1.6,1.1,2.0,3.2,0.4,0.7,1.0,2.1
Rudy Gay,33.8,18.7,6.7,14.7,1.4,3.8,3.9,4.6,1.2,5.2,6.3,2.8,2.5,0.9,2.6
Rudy Gobert,33.9,14.0,5.1,7.7,0.0,0.0,3.8,5.9,3.9,8.9,12.8,1.2,1.8,2.6,3.0
Russell Westbrook,34.6,31.6,10.2,24.0,2.5,7.2,8.8,10.4,1.7,9.0,10.7,10.4,5.4,0.4,2.3
