Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Danny Green,24.8,8.0,2.9,7.0,1.8,4.8,0.5,0.7,0.8,2.6,3.3,1.3,0.9,0.5,2.0
Dante Exum,13.9,4.5,1.6,3.4,0.4,1.2,0.9,1.2,0.3,1.6,1.9,1.1,0.9,0.2,1.1
Danuel House Jr.,30.4,10.5,3.7,8.6,2.0,5.6,1.2,1.4,0.9,3.3,4.2,1.3,0.9,0.5,2.1
Dario Saric,24.7,10.7,3.9,8.2,1.3,3.6,1.6,1.9,1.5,4.6,6.2,1.9,1.3,0.2,2.4
Darius Bazley,18.5,5.6,2.0,5.2,0.8,2.3,0.7,1.0,0.5,3.5,4.0,0.7,0.7,0.7,0.9
Darius Garland,30.9,12.3,4.7,11.8,1.8,5.0,1.1,1.2,0.5,1.4,1.9,3.9,2.6,0.1,1.6
Daryl Macon,3.5,0.8,0.3,0.8,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.3
David Nwaba,13.4,5.2,1.9,3.6,0.6,1.4,0.9,1.4,0.4,1.9,2.3,0.4,0.4,0.6,1.6
Davis Bertans,29.3,15.4,4.9,11.3,3.7,8.7,1.9,2.3,0.6,3.9,4.5,1.7,1.1,0.6,2.6
De'Aaron Fox,32.0,21.1,7.7,16.0,1.1,3.6,4.7,6.7,0.7,3.2,3.8,6.8,3.1,0.5,2.8
De'Andre Hunter,32.0,12.3,4.4,10.8,1.7,4.8,1.7,2.3,0.7,3.8,4.5,1.8,1.6,0.3,2.9
De'Anthony Melton,19.5,7.6,2.7,6.7,0.7,2.3,1.6,2.0,0.7,3.0,3.7,2.9,1.4,0.3,1.8
DeAndre Jordan,22.0,8.3,3.4,5.1,0.0,0.0,1.5,2.2,2.5,7.5,10.0,1.9,1.3,0.9,2.0
DeAndre' Bembry,21.3,5.8,2.4,5.3,0.3,1.5,0.6,1.1,0.8,2.7,3.5,1.9,1.4,0.4,2.0
DeMar DeRozan,34.1,22.1,8.2,15.4,0.1,0.5,5.6,6.6,0.6,4.9,5.5,5.6,2.4,0.3,2.6
DeMarre Carroll,12.1,3.6,1.0,2.8,0.3,1.4,1.2,1.8,0.5,1.8,2.3,1.0,0.7,0.2,1.3
Dean Wade,6.0,1.7,0.8,1.1,0.2,0.3,0.0,0.1,0.3,1.3,1.6,0.2,0.3,0.3,0.7
Deandre Ayton,32.5,18.2,8.2,14.9,0.1,0.3,1.8,2.3,3.9,7.6,11.5,1.9,2.1,1.5,3.1
Dejounte Murray,25.6,10.9,4.5,9.7,0.6,1.7,1.4,1.7,1.0,4.8,5.8,4.1,1.9,0.3,2.2
Delon Wright,21.5,6.9,2.6,5.6,0.6,1.7,1.1,1.4,1.0,2.9,3.8,3.3,1.0,0.3,1.3
Dennis Schroder,30.8,18.9,7.0,14.8,1.9,5.0,3.0,3.6,0.3,3.3,3.6,4.0,2.6,0.2,2.2
Dennis Smith Jr.,15.8,5.5,2.1,6.2,0.5,1.6,0.8,1.6,0.6,1.7,2.3,2.9,1.7,0.2,1.9
Denzel Valentine,13.6,6.8,2.7,6.6,1.3,3.8,0.2,0.2,0.3,1.8,2.1,1.2,0.7,0.2,1.4
Deonte Burton,9.1,2.7,1.1,3.2,0.3,1.4,0.2,0.4,0.2,1.3,1.5,0.4,0.5,0.3,0.9
Derrick Favors,24.4,9.0,4.1,6.6,0.0,0.1,0.8,1.4,3.2,6.6,9.8,1.6,1.1,0.9,2.1
Derrick Jones Jr.,23.3,8.5,3.1,5.9,0.6,2.2,1.6,2.1,1.1,2.8,3.9,1.1,0.5,0.6,2.2
Derrick Rose,26.0,18.1,7.4,15.1,0.9,2.9,2.4,2.8,0.5,1.9,2.4,5.6,2.5,0.3,1.0
Derrick Walton Jr.,9.6,2.0,0.7,1.5,0.4,0.9,0.3,0.3,0.1,0.5,0.6,1.0,0.2,0.0,0.8
Derrick White,24.7,11.3,3.7,8.1,1.2,3.2,2.6,3.1,0.5,2.8,3.3,3.5,1.3,0.9,2.2
Devin Booker,35.9,26.6,9.0,18.3,2.0,5.7,6.7,7.3,0.4,3.8,4.2,6.5,3.8,0.3,3.0
Devon Hall,7.3,1.8,0.5,2.7,0.4,1.5,0.4,0.7,0.2,0.5,0.6,1.2,0.5,0.1,0.5
Devontae Cacok,8.9,6.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0
Devonte' Graham,35.1,18.2,5.8,15.3,3.5,9.3,3.0,3.7,0.7,2.7,3.4,7.5,2.9,0.2,1.8
Dewan Hernandez,4.7,2.3,0.8,2.3,0.2,0.3,0.5,0.8,0.8,1.5,2.3,0.5,0.5,0.0,1.0
Dewayne Dedmon,17.6,5.8,2.3,5.8,0.5,2.4,0.7,0.8,1.4,4.3,5.7,0.5,1.3,0.9,3.0
Dillon Brooks,28.9,16.2,6.0,14.6,2.0,5.6,2.2,2.8,0.9,2.4,3.3,2.1,1.7,0.4,3.8
Dion Waiters,20.7,11.1,4.1,9.9,1.5,4.7,1.4,1.7,0.2,2.2,2.4,2.0,1.6,0.6,2.1
Domantas Sabonis,34.8,18.5,7.4,13.7,0.3,1.1,3.5,4.8,3.0,9.4,12.4,5.0,2.7,0.5,3.1
Donovan Mitchell,34.3,24.0,8.7,19.4,2.5,6.9,4.0,4.7,0.8,3.6,4.4,4.3,2.7,0.2,2.5
Donta Hall,14.8,4.3,1.7,2.4,0.0,0.0,1.0,2.0,1.6,2.7,4.2,0.4,0.6,0.7,2.6
Donte DiVincenzo,23.0,9.2,3.5,7.7,1.3,3.7,1.0,1.3,1.0,3.8,4.8,2.3,1.4,0.3,1.7
Dorian Finney-Smith,29.9,9.5,3.4,7.4,1.6,4.3,1.1,1.5,2.0,3.7,5.7,1.6,1.0,0.5,2.5
Doug McDermott,19.9,10.3,3.9,7.9,1.9,4.3,0.7,0.8,0.4,2.1,2.5,1.1,0.6,0.1,1.7
Dragan Bender,17.8,6.7,2.6,5.8,0.9,2.7,0.6,0.9,1.0,3.6,4.6,1.8,1.3,0.6,2.6
Draymond Green,28.4,8.0,2.9,7.3,0.8,3.0,1.5,1.9,0.5,5.7,6.2,6.2,2.3,0.8,2.6
Drew Eubanks,12.4,4.9,2.0,3.0,0.0,0.0,0.9,1.2,1.3,2.6,3.9,0.7,1.0,0.8,1.7
Duncan Robinson,29.7,13.5,4.4,9.4,3.7,8.3,0.9,1.0,0.1,3.0,3.2,1.4,1.0,0.3,2.6
Dusty Hannahs,6.7,6.0,2.0,4.5,1.0,1.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
Dwayne Bacon,17.6,5.7,2.2,6.3,0.5,1.7,0.9,1.4,0.4,2.2,2.6,1.3,0.9,0.1,1.3
Dwight Howard,18.9,7.5,2.9,4.0,0.0,0.1,1.6,3.1,2.5,4.9,7.3,0.7,1.2,1.1,3.2
Dwight Powell,26.5,9.4,3.7,5.7,0.3,1.0,1.9,2.8,1.9,3.8,5.7,1.5,0.9,0.6,2.6
Dzanan Musa,12.2,4.8,1.6,4.3,0.5,2.0,1.1,1.5,0.5,1.6,2.2,1.1,0.9,0.0,0.8
E'Twaun Moore,18.2,8.3,3.3,7.8,1.1,3.0,0.6,0.8,0.6,1.8,2.3,1.4,0.7,0.2,1.4
Ed Davis,10.8,1.8,0.8,1.6,0.0,0.0,0.3,0.5,1.3,2.5,3.8,0.4,0.5,0.3,2.2
Edmond Sumner,14.4,4.9,2.0,4.6,0.5,1.7,0.5,0.9,0.4,1.1,1.5,1.8,0.7,0.3,1.4
Elfrid Payton,27.7,10.0,4.3,9.8,0.3,1.5,1.1,1.9,1.2,3.6,4.7,7.2,2.1,0.4,2.0
Elie Okobo,13.1,4.0,1.3,3.3,0.5,1.3,0.9,1.3,0.3,1.3,1.6,2.1,0.7,0.1,1.0
Emmanuel Mudiay,15.7,7.3,2.8,6.1,0.6,1.6,1.2,1.5,0.3,2.0,2.3,2.1,1.4,0.2,1.3
Enes Kanter,17.0,8.1,3.4,6.0,0.0,0.1,1.2,1.7,2.8,4.6,7.4,1.0,1.0,0.7,1.7
Eric Bledsoe,27.0,14.9,5.5,11.5,1.2,3.5,2.8,3.5,0.7,3.9,4.6,5.4,2.4,0.4,2.1
Eric Gordon,28.2,14.4,4.8,12.9,2.7,8.4,2.3,3.0,0.3,1.7,2.0,1.5,1.2,0.4,1.9
Eric Mika,19.0,6.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,5.0
Eric Paschall,27.6,14.0,5.3,10.7,0.6,2.2,2.7,3.5,1.4,3.2,4.6,2.1,1.6,0.2,2.1
Ersan Ilyasova,15.7,6.6,2.3,5.0,0.8,2.2,1.1,1.4,1.0,3.8,4.8,0.8,0.5,0.3,1.5
Evan Fournier,31.4,18.5,6.6,14.1,2.6,6.6,2.7,3.3,0.3,2.3,2.6,3.2,1.9,0.2,2.4
Evan Turner,13.2,3.3,1.3,3.5,0.0,0.3,0.6,0.7,0.4,1.6,2.0,2.0,1.4,0.4,1.1
Frank Jackson,13.5,6.3,2.3,5.6,0.8,2.4,0.9,1.3,0.4,1.0,1.4,1.0,0.8,0.1,1.3
Frank Kaminsky,19.9,9.7,3.5,7.9,1.1,3.2,1.6,2.3,0.9,3.6,4.5,1.9,0.9,0.3,1.9
Frank Mason,13.1,6.9,2.6,5.7,0.7,2.3,1.1,1.9,0.6,1.6,2.1,3.2,1.2,0.1,1.2
Frank Ntilikina,20.8,6.3,2.3,5.8,0.8,2.4,0.9,1.0,0.4,1.7,2.1,3.0,1.2,0.3,2.5
Fred VanVleet,35.7,17.6,5.9,14.3,2.7,6.9,3.1,3.7,0.3,3.4,3.8,6.6,2.2,0.3,2.4
Furkan Korkmaz,21.7,9.8,3.4,7.8,2.0,4.9,1.1,1.4,0.3,2.1,2.3,1.1,0.8,0.2,1.4
Gabe Vincent,9.2,2.4,0.9,4.1,0.7,3.0,0.0,0.0,0.0,0.6,0.6,0.7,0.1,0.0,0.7
Garrett Temple,27.9,10.3,3.6,9.5,2.0,6.2,1.1,1.4,0.5,3.0,3.5,2.5,1.0,0.5,1.7
Garrison Mathews,12.6,5.4,1.3,3.1,1.1,2.6,1.7,1.9,0.3,1.0,1.3,0.6,0.4,0.1,1.8
Gary Clark,13.5,3.7,1.3,3.2,0.9,2.6,0.2,0.2,0.9,1.7,2.6,0.4,0.2,0.5,1.1
Gary Harris,31.8,10.4,3.9,9.3,1.3,3.8,1.3,1.6,0.5,2.4,2.9,2.1,1.1,0.3,2.1
Gary Payton II,14.9,3.9,1.7,4.0,0.4,1.6,0.1,0.3,0.9,1.9,2.8,1.7,0.7,0.2,1.9
Gary Trent Jr.,21.8,8.9,3.2,7.2,1.8,4.4,0.6,0.7,0.4,1.2,1.6,1.0,0.3,0.3,1.5
George Hill,21.5,9.4,3.3,6.4,1.4,3.0,1.4,1.7,0.8,2.2,3.0,3.1,1.0,0.1,1.4
Georges Niang,14.0,5.9,2.1,4.9,1.4,3.4,0.3,0.4,0.2,1.7,1.9,0.7,0.5,0.1,1.1
Giannis Antetokounmpo,30.4,29.5,10.9,19.7,1.4,4.7,6.3,10.0,2.2,11.4,13.6,5.6,3.7,1.0,3.1
Glenn Robinson III,28.8,11.7,4.6,9.5,1.2,3.2,1.2,1.4,1.3,3.0,4.4,1.5,0.9,0.3,1.6
Goga Bitadze,8.7,3.2,1.3,2.8,0.1,0.8,0.4,0.6,0.5,1.5,2.0,0.4,0.5,0.7,1.2
Goran Dragic,28.2,16.2,5.4,12.3,2.1,5.7,3.2,4.2,0.5,2.7,3.2,5.1,2.4,0.2,2.1
Gordon Hayward,33.5,17.5,6.7,13.5,1.6,4.3,2.4,2.8,1.1,5.6,6.7,4.1,1.8,0.4,1.8
Gorgui Dieng,17.4,7.4,2.6,5.8,0.9,2.4,1.2,1.6,1.4,4.2,5.6,1.2,1.0,0.9,2.0
Grant Williams,15.1,3.4,1.3,3.1,0.3,1.4,0.6,0.8,0.9,1.7,2.6,1.0,0.7,0.5,2.4
Grayson Allen,18.9,8.7,3.1,6.6,1.5,3.7,1.0,1.2,0.2,2.0,2.2,1.4,0.9,0.1,1.4
Hamidou Diallo,19.5,6.9,2.9,6.4,0.3,1.2,0.8,1.4,1.0,2.7,3.6,0.8,1.1,0.2,2.2
Harrison Barnes,34.5,14.5,5.1,11.0,1.4,3.7,3.0,3.7,1.1,3.9,4.9,2.2,1.2,0.2,1.3
Harry Giles III,14.5,6.9,3.0,5.5,0.0,0.0,0.8,1.1,0.9,3.2,4.1,1.3,1.0,0.4,2.6
Hassan Whiteside,30.0,15.5,6.5,10.5,0.1,0.1,2.4,3.6,3.9,9.7,13.5,1.2,1.8,2.9,2.9
Henry Ellenson,3.0,0.4,0.2,1.4,0.0,0.8,0.0,0.0,0.4,0.8,1.2,0.2,0.0,0.0,0.2
Ian Mahinmi,21.3,7.4,2.7,5.5,0.1,0.7,1.8,3.0,2.1,3.7,5.7,1.3,1.2,1.2,3.0
Ignas Brazdeikis,5.9,1.9,0.7,2.4,0.1,1.0,0.4,0.6,0.2,0.3,0.6,0.4,0.2,0.1,0.3
Iman Shumpert,18.5,4.2,1.6,4.9,0.6,2.5,0.3,0.5,0.7,1.9,2.6,0.9,0.8,0.2,1.6
Isaac Bonga,18.9,5.0,1.8,3.5,0.4,1.1,1.0,1.3,1.1,2.3,3.4,1.2,0.9,0.3,2.4
Isaiah Hartenstein,11.6,4.7,1.9,2.9,0.0,0.2,0.8,1.2,1.3,2.7,3.9,0.8,0.7,0.5,1.8
Isaiah Roby,3.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3
Isaiah Thomas,23.1,12.2,4.4,10.7,2.0,4.7,1.6,1.9,0.3,1.4,1.7,3.7,1.9,0.2,1.9
Ish Smith,26.3,10.9,4.5,10.1,0.9,2.5,0.9,1.3,0.4,2.8,3.2,4.9,1.4,0.4,1.6
Ivica Zubac,18.4,8.3,3.3,5.3,0.0,0.0,1.7,2.3,2.7,4.8,7.5,1.1,0.8,0.9,2.3
J.J. Barea,15.5,7.7,2.9,7.1,1.1,2.9,0.7,0.8,0.3,1.5,1.8,3.9,1.3,0.1,0.9
J.P. Macura,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ Redick,26.3,15.3,4.8,10.5,3.0,6.6,2.8,3.1,0.2,2.4,2.5,2.0,1.3,0.2,1.6
JR Smith,13.2,2.8,1.2,3.7,0.2,1.8,0.3,0.3,0.0,0.8,0.8,0.5,0.7,0.0,0.8
Ja Morant,31.0,17.8,6.7,14.0,0.9,2.7,3.6,4.6,0.8,3.1,3.9,7.3,3.3,0.3,1.6
JaKarr Sampson,13.8,4.6,2.0,3.4,0.1,0.4,0.5,0.8,0.6,2.0,2.6,0.6,0.4,0.4,1.9
JaMychal Green,20.7,6.8,2.4,5.6,1.5,3.8,0.6,0.8,1.2,4.9,6.2,0.8,0.9,0.4,2.8
JaVale McGee,16.6,6.6,2.9,4.5,0.0,0.1,0.8,1.2,1.8,3.9,5.7,0.5,0.8,1.4,2.3
Jabari Parker,24.2,14.0,5.8,11.3,0.8,3.1,1.6,2.1,1.6,4.0,5.6,1.8,1.7,0.4,2.6
Jacob Evans,14.4,4.4,1.6,4.6,0.4,1.3,0.9,1.0,0.3,1.1,1.4,1.1,0.9,0.4,1.4
Jae Crowder,28.8,10.5,3.5,8.7,2.1,6.1,1.5,1.9,0.8,5.1,5.9,2.5,1.1,0.4,2.2
Jahlil Okafor,15.6,8.1,3.4,5.4,0.0,0.1,1.3,2.1,1.6,2.6,4.2,1.2,1.3,0.7,2.2
Jake Layman,22.0,9.1,3.5,7.8,1.0,3.1,1.0,1.4,0.7,1.7,2.5,0.7,1.0,0.4,2.0
Jakob Poeltl,17.7,5.6,2.5,4.0,0.0,0.0,0.6,1.3,2.0,3.7,5.7,1.8,0.8,1.4,1.9
Jalen Brunson,17.9,8.2,3.2,6.8,0.8,2.1,1.1,1.3,0.4,2.0,2.4,3.3,1.2,0.1,1.3
Jalen Lecque,6.3,2.0,0.8,2.0,0.0,0.8,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.6
Jalen McDaniels,18.3,5.6,2.1,4.4,0.6,1.5,0.9,1.1,0.9,3.1,4.1,0.8,0.7,0.2,2.3
Jamal Crawford,6.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Jamal Murray,32.3,18.5,6.9,15.2,1.9,5.5,2.8,3.1,0.8,3.2,4.0,4.8,2.2,0.3,1.7
James Ennis III,18.3,6.6,2.3,5.2,0.8,2.4,1.1,1.4,1.0,2.5,3.6,0.9,0.8,0.3,2.0
James Harden,36.5,34.3,9.9,22.3,4.4,12.4,10.2,11.8,1.0,5.5,6.6,7.5,4.5,0.9,3.3
James Johnson,19.4,8.4,3.2,6.7,1.0,2.8,1.0,1.5,0.8,2.9,3.7,2.3,1.5,1.0,2.5
Jared Dudley,8.1,1.5,0.5,1.3,0.4,0.9,0.0,0.0,0.1,1.0,1.2,0.6,0.2,0.1,0.9
Jared Harper,2.6,0.7,0.3,1.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaren Jackson Jr.,28.5,17.4,6.2,13.2,2.5,6.5,2.4,3.3,1.0,3.6,4.6,1.4,1.7,1.6,4.1
Jarred Vanderbilt,4.2,1.1,0.5,0.7,0.0,0.1,0.2,0.2,0.3,0.5,0.8,0.2,0.6,0.1,0.5
Jarrell Brantley,10.7,2.7,1.1,3.1,0.3,1.4,0.1,0.2,0.2,2.0,2.2,1.2,0.8,0.6,0.8
Jarrett Allen,26.5,11.1,4.3,6.6,0.0,0.1,2.4,3.9,3.1,6.5,9.6,1.6,1.1,1.3,2.3
Jarrett Culver,23.9,9.2,3.7,9.0,1.0,3.5,0.9,1.9,1.1,2.3,3.4,1.7,1.3,0.6,2.0
Jarrod Uthoff,7.6,2.7,1.0,2.6,0.4,1.3,0.3,0.3,0.3,0.6,0.9,0.0,0.0,0.0,0.3
Javonte Green,9.7,3.4,1.3,2.6,0.2,0.7,0.6,0.9,0.5,1.4,1.9,0.5,0.5,0.2,0.9
Jaxson Hayes,16.9,7.4,2.7,4.0,0.0,0.1,1.9,3.0,1.5,2.5,4.0,0.9,0.8,0.9,2.5
Jaylen Brown,33.9,20.3,7.5,15.6,2.3,5.9,3.1,4.3,1.1,5.3,6.4,2.1,2.2,0.4,2.9
Jaylen Hoard,7.9,2.9,1.2,2.5,0.0,0.2,0.6,1.0,1.1,1.4,2.5,0.3,0.3,0.0,0.9
Jaylen Nowell,10.1,3.8,1.3,3.5,0.2,1.7,1.1,1.1,0.2,0.7,0.9,1.3,0.2,0.1,0.7
Jayson Tatum,34.3,23.4,8.4,18.6,2.9,7.1,3.8,4.7,1.0,6.0,7.0,3.0,2.3,0.9,2.1
Jeff Green,20.0,9.4,3.3,7.2,1.3,3.8,1.5,1.9,0.5,2.3,2.8,1.0,0.9,0.4,1.9
Jeff Teague,24.8,10.9,3.6,8.3,0.7,2.0,2.9,3.3,0.5,1.9,2.4,5.2,2.0,0.3,1.8
Jerami Grant,26.6,12.0,4.3,8.9,1.4,3.5,2.1,2.8,0.8,2.7,3.5,1.2,0.9,0.8,2.2
Jeremiah Martin,11.0,7.1,2.7,5.9,0.6,2.0,1.2,1.6,0.1,1.0,1.1,2.0,0.4,0.2,0.8
Jeremy Lamb,28.1,12.5,4.7,10.4,1.2,3.4,2.0,2.4,0.5,3.8,4.3,2.1,1.1,0.5,2.3
Jeremy Pargo,14.8,8.3,3.7,7.3,1.0,2.3,0.0,0.3,0.3,0.7,1.0,2.7,1.3,0.0,2.7
Jerian Grant,13.4,4.5,1.7,4.5,0.3,1.3,0.8,1.2,0.3,0.7,1.0,1.5,0.5,0.2,1.8
Jerome Robinson,15.5,5.1,1.8,4.9,0.8,2.4,0.6,0.9,0.2,1.8,2.0,1.4,0.8,0.3,1.8
Jevon Carter,16.3,4.9,1.7,4.2,1.1,2.5,0.4,0.5,0.5,1.5,2.0,1.4,0.6,0.3,1.5
Jimmy Butler,33.8,19.9,5.9,13.1,0.5,2.1,7.6,9.1,1.8,4.8,6.7,6.0,2.2,0.6,1.4
Joakim Noah,10.0,2.8,0.8,1.6,0.0,0.0,1.2,1.6,1.0,2.2,3.2,1.4,1.2,0.2,1.8
Joe Chealey,8.4,0.5,0.0,1.8,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.0,0.5
Joe Harris,30.8,14.5,5.5,11.4,2.5,5.9,0.9,1.3,0.9,3.4,4.3,2.1,1.5,0.2,2.3
Joe Ingles,29.7,9.8,3.4,7.7,2.0,4.9,1.0,1.3,0.4,3.5,3.9,5.2,2.0,0.2,2.1
Joel Embiid,29.5,23.0,7.5,15.7,1.1,3.4,6.9,8.5,2.8,8.9,11.6,3.0,3.1,1.3,3.4
John Collins,33.2,21.6,8.6,14.8,1.4,3.6,2.9,3.7,2.8,7.3,10.1,1.5,1.8,1.6,3.4
John Henson,15.0,5.5,2.4,4.3,0.2,0.9,0.6,1.2,1.2,2.9,4.1,1.4,0.9,1.1,2.0
John Konchar,9.5,2.8,1.3,1.9,0.3,0.5,0.1,0.1,0.9,1.5,2.5,1.2,0.4,0.2,0.4
Johnathan Motley,3.2,2.2,0.8,1.2,0.1,0.1,0.4,0.5,0.2,0.5,0.8,0.6,0.4,0.0,0.5
Johnathan Williams,12.0,3.0,1.3,2.3,0.0,0.1,0.5,0.9,1.6,2.7,4.3,0.5,0.3,0.5,1.1
Jonah Bolden,6.7,1.4,0.6,1.6,0.0,0.6,0.3,0.6,0.4,0.9,1.3,0.0,0.3,0.3,1.4
Jonas Valanciunas,26.4,14.9,6.2,10.6,0.5,1.3,2.1,2.9,3.0,8.2,11.3,1.9,1.8,1.1,2.6
Jonathan Isaac,28.8,11.9,4.6,9.8,0.9,2.8,1.8,2.3,1.7,5.1,6.8,1.4,1.4,2.3,2.4
Jordan Bell,8.8,3.2,1.2,2.3,0.1,0.4,0.7,1.1,1.0,1.8,2.8,0.6,0.7,0.3,0.7
Jordan Bone,5.3,1.2,0.5,2.0,0.2,1.0,0.0,0.0,0.0,0.4,0.4,0.8,0.2,0.0,0.6
Jordan Clarkson,24.0,15.2,5.5,12.2,2.1,5.8,1.9,2.3,0.7,1.9,2.6,1.9,1.4,0.2,1.5
Jordan McLaughlin,19.7,7.6,2.9,5.9,1.0,2.5,0.9,1.3,0.2,1.4,1.6,4.2,1.0,0.1,1.0
Jordan McRae,21.2,11.5,4.0,9.9,1.2,3.4,2.2,2.9,0.5,2.9,3.4,2.5,1.2,0.4,2.0
Jordan Poole,22.3,8.8,2.9,8.8,1.3,4.6,1.7,2.1,0.2,1.9,2.1,2.4,1.3,0.2,1.6
Josh Gray,11.4,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,2.5,0.0,0.5
Josh Hart,27.0,10.1,3.5,8.2,1.9,5.4,1.3,1.8,0.9,5.6,6.5,1.7,1.2,0.4,2.5
Josh Jackson,17.3,9.0,3.2,7.2,1.0,3.3,1.6,2.3,0.5,2.5,3.0,1.6,1.3,0.4,1.8
Josh Magette,4.7,1.5,0.6,1.9,0.1,0.5,0.1,0.3,0.1,0.6,0.8,0.6,0.6,0.1,0.5
Josh Okogie,25.0,8.6,2.7,6.4,0.7,2.5,2.5,3.1,1.4,2.9,4.3,1.6,1.4,0.4,2.2
Josh Reaves,7.1,2.0,0.8,2.3,0.0,0.5,0.5,0.5,0.3,0.5,0.8,0.8,0.0,0.0,1.3
Josh Richardson,30.8,13.7,5.1,11.7,1.5,4.5,2.1,2.6,0.7,2.4,3.2,2.9,1.9,0.7,2.5
Jrue Holiday,34.7,19.1,7.5,16.5,2.0,5.7,2.1,3.0,1.3,3.5,4.8,6.7,3.0,0.8,2.4
Juan Toscano-Anderson,20.9,5.3,2.2,4.8,0.6,1.8,0.2,0.4,0.7,3.3,4.0,2.0,1.2,0.4,2.3
Juancho Hernangomez,17.4,6.0,2.1,5.1,0.9,2.7,0.9,1.5,0.9,3.2,4.1,0.8,0.7,0.2,1.3
Julius Randle,32.5,19.5,7.2,15.7,1.0,3.6,4.0,5.5,2.4,7.4,9.7,3.1,3.0,0.3,2.8
Justin Anderson,10.7,2.8,1.0,3.8,0.6,2.9,0.2,0.4,0.1,2.0,2.1,0.8,0.4,0.6,1.3
Justin Holiday,25.0,8.3,2.8,6.7,1.8,4.5,0.7,0.9,0.4,2.8,3.3,1.3,0.6,0.6,1.9
Justin Jackson,16.1,5.5,2.1,5.2,0.7,2.5,0.6,0.8,0.4,2.0,2.4,0.8,0.2,0.2,1.1
Justin James,6.5,2.5,1.0,2.3,0.3,0.8,0.3,0.6,0.2,0.7,0.9,0.5,0.2,0.3,0.5
Justin Patton,4.8,1.8,0.8,2.0,0.2,0.8,0.0,0.0,0.2,0.8,1.0,0.4,0.4,0.0,0.8
Justin Robinson,5.4,1.4,0.6,1.3,0.3,0.6,0.0,0.0,0.1,0.4,0.6,0.8,0.3,0.1,0.2
Justin Wright-Foreman,11.3,4.8,1.8,5.0,0.5,2.5,0.8,1.0,0.0,1.3,1.3,1.8,0.8,0.0,1.3
Justise Winslow,32.0,11.3,4.5,11.7,0.5,2.5,1.6,2.5,1.5,5.2,6.6,4.0,2.2,0.5,3.5
Jusuf Nurkic,31.6,17.6,6.8,13.6,0.3,1.3,3.9,4.4,2.9,7.4,10.3,4.0,2.4,2.0,4.9
Juwan Morgan,6.4,1.7,0.7,1.2,0.1,0.4,0.1,0.2,0.5,0.9,1.4,0.3,0.3,0.1,0.9
KZ Okpala,5.2,1.4,0.6,1.0,0.0,0.2,0.2,0.4,0.2,0.8,1.0,0.2,0.2,0.2,0.4
Kadeem Allen,11.7,5.0,1.9,4.4,0.5,1.6,0.7,1.1,0.2,0.7,0.9,2.1,0.8,0.2,0.7
Karl-Anthony Towns,33.9,26.5,9.0,17.8,3.3,7.9,5.1,6.5,2.7,8.1,10.8,4.4,3.1,1.2,3.3
Kawhi Leonard,32.4,27.1,9.3,19.9,2.2,5.7,6.2,7.1,0.9,6.1,7.1,4.9,2.6,0.6,2.0
Keita Bates-Diop,16.9,6.5,2.3,5.3,0.8,2.3,1.2,1.7,0.6,2.3,2.9,0.7,0.4,0.5,1.0
Kelan Martin,16.0,6.4,2.3,5.8,0.8,3.1,1.0,1.0,0.4,2.7,3.1,0.7,0.6,0.3,1.6
Keldon Johnson,17.7,9.1,3.1,5.2,0.8,1.3,2.1,2.6,0.6,2.8,3.4,0.9,0.8,0.1,1.6
Kelly Olynyk,19.4,8.2,2.7,5.9,1.4,3.5,1.3,1.5,0.7,3.9,4.6,1.7,1.1,0.3,2.6
Kelly Oubre Jr.,34.5,18.7,6.7,14.8,1.9,5.5,3.4,4.4,1.2,5.3,6.4,1.5,1.5,0.7,3.4
Kemba Walker,31.1,20.4,6.8,15.9,3.2,8.4,3.7,4.3,0.6,3.2,3.9,4.8,2.1,0.5,1.6
Kendrick Nunn,29.3,15.3,6.0,13.6,2.0,5.8,1.3,1.5,0.3,2.4,2.7,3.3,1.7,0.2,2.3
Kenrich Williams,21.3,3.5,1.3,3.8,0.6,2.5,0.2,0.7,1.3,3.5,4.8,1.5,0.6,0.5,2.3
Kent Bazemore,24.8,8.8,2.9,7.9,1.2,3.6,1.7,2.2,0.4,3.9,4.3,1.4,1.3,0.6,2.9
