Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Blake Griffin,25.8,11.0,3.8,8.9,1.5,4.5,1.9,2.5,0.8,4.1,4.9,3.0,1.3,0.3,2.4
Boban Marjanovic,8.2,4.7,1.9,3.7,0.0,0.2,0.9,1.2,1.4,2.5,3.9,0.3,0.4,0.2,0.9
Bobby Portis,20.8,11.4,4.7,9.1,1.1,2.4,0.8,1.1,1.9,5.2,7.1,1.1,0.8,0.4,1.7
Bogdan Bogdanovic,29.7,16.4,6.1,12.8,3.3,7.6,0.9,1.0,0.5,3.2,3.6,3.3,1.2,0.3,2.3
Bojan Bogdanovic,30.8,17.0,5.6,12.8,2.5,6.4,3.2,3.7,0.6,3.3,3.9,1.9,1.8,0.1,1.6
Bol Bol,5.0,2.2,0.8,1.8,0.3,0.8,0.3,0.5,0.0,0.8,0.8,0.2,0.4,0.3,0.4
Brad Wanamaker,17.3,5.5,1.9,4.9,0.3,1.4,1.5,1.7,0.3,1.4,1.7,2.9,1.2,0.2,1.5
Bradley Beal,35.8,31.3,11.2,23.0,2.2,6.2,6.8,7.7,1.2,3.5,4.7,4.4,3.1,0.4,2.3
Brandon Clarke,24.0,10.3,4.3,8.4,0.3,1.3,1.3,1.9,1.6,3.9,5.6,1.6,0.6,0.9,1.4
Brandon Goodwin,13.2,4.9,1.8,4.7,0.7,2.2,0.6,0.9,0.2,1.3,1.5,2.0,0.8,0.0,0.9
Brandon Ingram,34.3,23.8,8.4,18.0,2.3,6.1,4.6,5.2,0.6,4.3,4.9,4.9,2.5,0.6,2.0
Brian Bowen II,2.5,0.5,0.2,0.7,0.0,0.2,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.2
Brodric Thomas,12.5,3.9,1.2,3.4,0.5,1.8,1.0,1.4,0.3,1.4,1.7,0.9,0.7,0.3,1.3
Brook Lopez,27.2,12.3,4.6,9.1,1.4,4.0,1.7,2.0,1.5,3.5,5.0,0.7,0.9,1.5,2.1
Bruce Brown,22.3,8.8,3.6,6.5,0.3,0.9,1.3,1.8,1.7,3.7,5.4,1.6,0.8,0.4,2.2
Bruno Caboclo,6.1,2.8,1.3,2.8,0.0,0.8,0.2,0.3,0.5,1.8,2.3,0.2,0.7,0.3,1.0
Bruno Fernando,6.8,1.5,0.5,1.3,0.0,0.1,0.5,0.7,0.5,1.9,2.4,0.3,0.6,0.1,0.7
Bryn Forbes,19.3,10.0,3.6,7.6,2.2,4.9,0.7,0.9,0.2,1.4,1.6,0.6,0.6,0.0,1.1
Buddy Hield,34.3,16.6,5.7,14.0,4.0,10.2,1.2,1.5,0.4,4.3,4.7,3.6,1.8,0.4,2.5
CJ Elleby,6.4,2.3,0.8,2.2,0.2,1.1,0.4,0.5,0.4,0.7,1.1,0.3,0.2,0.1,0.9
CJ McCollum,34.0,23.1,8.6,18.8,3.6,8.9,2.3,2.8,0.6,3.3,3.9,4.7,1.4,0.4,1.9
Caleb Martin,15.4,5.0,1.8,4.8,0.6,2.4,0.8,1.2,0.6,2.1,2.7,1.3,0.6,0.2,1.2
Cam Reddish,28.9,11.2,3.7,10.1,1.3,4.8,2.6,3.2,0.8,3.2,4.0,1.3,1.3,0.3,2.6
Cameron Johnson,24.0,9.6,3.4,8.1,2.0,5.6,0.8,1.0,0.6,2.8,3.3,1.4,0.7,0.3,1.4
Cameron Oliver,21.8,10.8,4.8,8.3,1.0,3.3,0.3,1.0,1.3,4.0,5.3,1.3,0.8,1.0,2.8
Cameron Payne,18.0,8.4,3.2,6.6,1.2,2.8,0.8,0.9,0.3,2.1,2.4,3.6,1.0,0.3,1.6
Cameron Reynolds,8.1,3.0,1.2,3.6,0.6,2.4,0.0,0.0,0.4,0.6,1.0,0.4,0.0,0.0,0.4
Caris LeVert,31.6,20.2,7.6,17.3,1.8,5.5,3.1,3.8,0.7,3.9,4.6,5.2,2.2,0.6,2.2
Carmelo Anthony,24.5,13.4,4.7,11.3,1.9,4.7,2.0,2.2,0.5,2.6,3.1,1.5,0.9,0.6,2.1
Carsen Edwards,8.9,4.0,1.5,3.6,0.6,2.0,0.4,0.4,0.1,0.7,0.8,0.5,0.2,0.0,0.8
Cassius Stanley,3.9,1.5,0.5,1.8,0.1,0.5,0.3,0.4,0.3,0.5,0.8,0.0,0.0,0.1,0.6
Cassius Winston,4.5,1.9,0.6,1.5,0.4,0.8,0.2,0.3,0.0,0.4,0.4,0.5,0.2,0.0,0.4
Cedi Osman,25.6,10.4,3.7,9.9,1.7,5.5,1.3,1.6,0.6,2.8,3.4,2.9,1.4,0.2,2.0
Chandler Hutchison,13.8,4.3,1.6,4.1,0.3,0.9,0.8,1.0,0.2,2.9,3.1,0.7,0.8,0.2,1.3
Charlie Brown Jr.,16.9,4.4,1.4,4.8,0.6,2.3,1.0,1.1,0.3,1.6,1.9,1.0,0.7,0.2,2.1
Chasson Randle,20.4,6.5,2.2,5.8,1.1,3.2,0.9,1.2,0.2,1.8,2.0,1.8,1.1,0.1,1.6
Chimezie Metu,13.6,6.3,2.5,5.0,0.4,1.0,0.9,1.2,0.9,2.3,3.1,0.8,0.8,0.5,1.6
Chris Boucher,24.2,13.6,4.8,9.3,1.5,3.9,2.5,3.2,2.0,4.8,6.7,1.1,0.8,1.9,2.8
Chris Chiozza,10.6,4.0,1.4,4.0,0.6,1.9,0.6,0.8,0.1,1.0,1.1,3.0,0.7,0.3,0.9
Chris Paul,31.4,16.4,6.3,12.6,1.5,3.7,2.4,2.6,0.4,4.1,4.5,8.9,2.2,0.3,2.4
Chris Silva,6.2,2.1,0.7,1.1,0.1,0.1,0.7,1.0,0.5,1.3,1.8,0.4,0.7,0.4,1.6
Christian Wood,32.3,21.0,8.0,15.6,1.9,5.0,3.0,4.8,1.9,7.8,9.6,1.7,2.0,1.2,2.1
Chuma Okeke,25.2,7.8,3.0,7.2,1.1,3.1,0.7,0.9,0.9,3.1,4.0,2.2,0.8,0.5,1.1
Clint Capela,30.1,15.2,6.6,11.0,0.0,0.0,2.1,3.6,4.7,9.6,14.3,0.8,1.2,2.0,2.3
Coby White,31.2,15.1,5.4,13.1,2.4,6.6,1.9,2.1,0.4,3.7,4.1,4.8,2.3,0.2,2.6
Cody Martin,16.3,4.0,1.6,3.6,0.3,1.1,0.5,0.8,1.0,2.1,3.1,1.7,0.8,0.2,1.0
Cody Zeller,20.9,9.4,3.8,6.8,0.1,0.6,1.8,2.5,2.5,4.4,6.8,1.8,1.1,0.4,2.5
Cole Anthony,27.1,12.9,4.7,11.7,1.2,3.7,2.3,2.8,0.8,3.9,4.7,4.1,2.3,0.4,2.1
Collin Sexton,35.3,24.3,8.8,18.4,1.6,4.4,5.2,6.4,1.0,2.2,3.1,4.4,2.8,0.2,2.6
Cory Joseph,23.0,8.2,3.2,6.8,0.7,2.1,1.1,1.4,0.6,2.0,2.5,3.4,1.3,0.3,2.2
Cristiano Felicio,4.6,1.3,0.4,0.7,0.0,0.1,0.5,0.9,0.6,0.9,1.4,0.5,0.2,0.0,0.6
D'Angelo Russell,28.5,19.0,6.7,15.5,2.9,7.4,2.7,3.5,0.4,2.3,2.6,5.8,2.7,0.4,1.6
D.J. Augustin,19.8,7.7,2.4,6.0,1.5,3.8,1.5,1.6,0.4,1.3,1.6,3.3,1.1,0.0,1.0
D.J. Wilson,12.4,5.2,1.9,4.8,0.9,2.5,0.5,0.7,0.6,2.6,3.2,0.7,0.6,0.5,1.3
DaQuan Jeffries,15.9,4.1,1.6,3.9,0.6,2.2,0.2,0.3,0.6,1.7,2.3,0.7,0.5,0.3,1.5
Dakota Mathias,15.4,6.0,2.4,6.0,1.0,3.3,0.3,0.8,0.1,0.8,0.9,1.6,0.1,0.4,0.9
Damian Jones,14.0,4.7,1.8,2.6,0.0,0.1,1.1,1.5,0.9,2.2,3.1,0.7,0.7,0.7,2.0
Damian Lillard,35.8,28.8,9.0,19.9,4.1,10.5,6.7,7.2,0.5,3.7,4.2,7.5,3.0,0.3,1.5
Damion Lee,18.9,6.5,2.2,4.8,1.4,3.4,0.7,0.8,0.4,2.8,3.2,1.3,0.5,0.1,1.6
Damyean Dotson,19.7,6.7,2.6,6.4,1.0,3.5,0.5,0.8,0.1,1.9,2.0,2.0,0.9,0.1,0.9
Daniel Gafford,14.7,7.0,2.9,4.2,0.0,0.0,1.3,2.0,1.7,2.5,4.3,0.5,0.8,1.4,1.8
Daniel Oturu,5.4,1.8,0.7,1.7,0.0,0.2,0.3,0.4,0.7,0.9,1.6,0.3,0.3,0.2,0.8
Daniel Theis,24.6,9.6,3.9,7.2,0.8,2.3,1.1,1.7,1.4,4.0,5.5,1.7,1.0,0.9,2.6
Danilo Gallinari,24.0,13.3,4.0,9.3,2.0,5.0,3.2,3.4,0.3,3.8,4.1,1.5,0.8,0.2,2.1
Danny Green,28.0,9.5,3.2,7.9,2.5,6.3,0.4,0.6,0.8,3.0,3.8,1.7,1.0,0.8,1.8
Dante Exum,19.4,3.8,1.7,4.3,0.3,1.8,0.2,0.3,0.3,2.5,2.8,2.2,1.2,0.3,1.5
Danuel House Jr.,25.9,8.8,3.1,7.6,1.5,4.3,1.1,1.8,0.5,3.2,3.7,1.9,1.0,0.4,1.9
Dario Saric,17.4,8.7,3.1,6.8,0.9,2.7,1.7,2.0,0.9,2.9,3.8,1.3,1.1,0.1,1.9
Darius Bazley,31.2,13.7,5.0,12.5,1.5,5.2,2.3,3.2,0.9,6.3,7.2,1.8,2.2,0.5,1.1
Darius Garland,33.1,17.4,6.7,14.9,1.9,4.9,2.1,2.4,0.4,2.0,2.4,6.1,3.0,0.1,2.0
Darius Miller,10.9,4.1,1.2,2.7,0.9,2.3,0.7,0.7,0.1,1.2,1.3,1.2,0.4,0.3,0.7
David Nwaba,22.6,9.2,3.5,7.3,0.6,2.1,1.6,2.3,1.3,2.6,3.9,1.0,0.6,0.7,2.0
Davis Bertans,25.7,11.5,3.4,8.4,3.0,7.5,1.8,2.0,0.3,2.6,2.9,0.9,0.6,0.2,2.4
De'Aaron Fox,35.1,25.2,9.1,19.1,1.8,5.5,5.2,7.2,0.6,2.9,3.5,7.2,3.0,0.5,2.9
De'Andre Hunter,29.5,15.0,5.2,10.8,1.3,4.1,3.2,3.7,0.7,4.0,4.8,1.9,1.3,0.5,2.6
De'Anthony Melton,20.1,9.1,3.3,7.6,1.7,4.1,0.8,1.0,0.6,2.5,3.1,2.5,1.3,0.6,1.6
DeAndre Jordan,21.9,7.5,3.3,4.4,0.0,0.0,0.8,1.6,2.1,5.4,7.5,1.6,1.5,1.1,2.0
DeAndre' Bembry,19.1,5.7,2.3,4.5,0.3,1.0,0.9,1.3,0.6,2.2,2.9,2.1,1.4,0.4,1.7
DeMar DeRozan,33.7,21.6,7.5,15.1,0.3,1.2,6.3,7.2,0.7,3.6,4.2,6.9,2.0,0.2,2.1
DeMarcus Cousins,17.4,8.9,3.2,7.4,1.1,3.3,1.4,2.0,1.3,5.1,6.4,1.9,1.6,0.6,2.6
Dean Wade,19.2,6.0,2.1,4.9,1.2,3.4,0.5,0.6,0.6,2.8,3.4,1.2,0.5,0.3,1.2
Deandre Ayton,30.6,14.4,6.2,10.0,0.1,0.3,1.9,2.5,3.3,7.2,10.5,1.4,1.5,1.2,2.8
Deividas Sirvydis,6.7,2.1,0.7,2.0,0.5,1.4,0.2,0.3,0.0,1.5,1.5,0.3,0.3,0.0,0.5
Dejounte Murray,31.9,15.7,6.6,14.5,0.9,3.0,1.6,2.0,0.9,6.2,7.1,5.4,1.7,0.1,2.0
Delon Wright,27.7,10.2,3.8,8.2,1.0,2.7,1.6,2.0,1.0,3.2,4.3,4.4,1.3,0.5,1.2
Deni Avdija,23.3,6.3,2.4,5.8,1.0,3.1,0.5,0.8,0.4,4.4,4.9,1.2,0.6,0.3,2.6
Dennis Schroder,32.1,15.4,5.4,12.5,1.2,3.5,3.4,4.0,0.5,3.0,3.5,5.8,2.7,0.2,2.6
Dennis Smith Jr.,18.3,6.7,2.5,6.3,0.8,2.5,0.8,1.1,0.5,1.9,2.4,3.3,1.1,0.6,1.6
Denzel Valentine,16.7,6.5,2.5,6.7,1.3,3.9,0.3,0.3,0.4,2.8,3.2,1.7,0.7,0.1,1.1
Derrick Favors,15.3,5.4,2.3,3.6,0.0,0.0,0.9,1.2,2.0,3.5,5.5,0.6,0.5,1.0,2.1
Derrick Jones Jr.,22.7,6.8,2.5,5.2,0.7,2.3,1.0,1.6,1.3,2.2,3.5,0.8,0.6,0.9,2.2
Derrick Rose,25.6,14.7,5.7,12.2,1.0,2.6,2.2,2.5,0.4,2.2,2.6,4.2,1.6,0.4,1.1
Derrick White,29.5,15.4,5.2,12.6,2.3,6.8,2.7,3.2,0.4,2.6,3.0,3.5,1.3,1.0,2.5
Desmond Bane,22.3,9.2,3.4,7.3,1.7,4.0,0.6,0.7,0.5,2.6,3.1,1.7,0.9,0.2,1.8
Devin Booker,33.9,25.6,9.3,19.2,1.9,5.5,5.1,5.9,0.5,3.7,4.2,4.3,3.1,0.2,2.7
Devin Cannady,9.3,4.3,1.4,3.5,0.8,2.0,0.8,0.9,0.0,0.6,0.6,0.1,0.3,0.1,1.1
Devin Vassell,17.0,5.5,2.0,4.9,0.8,2.4,0.7,0.8,0.4,2.4,2.8,0.9,0.4,0.3,1.4
Devon Dotson,4.6,2.1,1.0,1.9,0.1,0.6,0.0,0.0,0.2,0.3,0.5,0.6,0.0,0.0,0.3
Devontae Cacok,4.9,2.0,0.9,1.5,0.0,0.0,0.3,0.6,0.6,1.0,1.6,0.1,0.3,0.2,0.4
Devonte' Graham,30.2,14.8,4.6,12.2,3.3,8.7,2.4,2.9,0.4,2.3,2.7,5.4,1.5,0.1,1.4
Dewayne Dedmon,13.2,7.1,2.9,4.1,0.1,0.3,1.3,1.7,1.8,3.6,5.4,0.8,0.8,0.4,2.3
Didi Louzada,18.8,2.7,1.0,4.3,0.7,2.7,0.0,0.0,0.3,0.7,1.0,1.0,1.0,0.0,1.7
Dillon Brooks,29.8,17.2,6.4,15.4,1.9,5.6,2.4,2.9,0.8,2.1,2.9,2.3,1.8,0.4,3.5
Domantas Sabonis,36.0,20.3,7.8,14.6,0.8,2.6,3.9,5.3,2.4,9.5,12.0,6.7,3.4,0.5,3.3
Donovan Mitchell,33.4,26.4,9.0,20.6,3.4,8.7,5.0,6.0,0.9,3.5,4.4,5.2,2.8,0.3,2.2
Donta Hall,13.8,5.6,1.9,2.7,0.0,0.0,1.8,2.6,1.8,2.9,4.8,0.8,0.6,0.8,1.4
Donte DiVincenzo,27.5,10.4,3.8,9.1,2.0,5.2,0.8,1.1,1.2,4.5,5.8,3.1,1.4,0.2,1.7
Dorian Finney-Smith,32.0,9.8,3.7,7.8,2.0,5.0,0.5,0.7,1.6,3.8,5.4,1.7,0.8,0.4,2.3
Doug McDermott,24.5,13.6,5.4,10.1,1.7,4.3,1.2,1.5,0.9,2.4,3.3,1.3,0.8,0.1,1.8
Draymond Green,31.5,7.0,2.7,6.0,0.5,2.0,1.1,1.4,0.9,6.2,7.1,8.9,3.0,0.8,3.1
Drew Eubanks,14.0,5.8,2.1,3.8,0.0,0.0,1.4,2.0,1.4,3.1,4.5,0.8,0.8,0.9,1.6
Duncan Robinson,31.4,13.1,4.4,10.0,3.5,8.5,0.9,1.0,0.1,3.4,3.5,1.8,1.1,0.3,2.5
Dwayne Bacon,25.7,10.9,4.1,10.1,0.8,2.9,2.0,2.4,0.4,2.7,3.1,1.3,0.6,0.1,1.4
Dwight Howard,17.3,7.0,2.6,4.4,0.1,0.3,1.8,3.0,2.8,5.7,8.4,0.9,1.6,0.9,2.9
Dwight Powell,16.6,5.9,2.1,3.3,0.1,0.4,1.7,2.1,1.4,2.7,4.0,1.1,0.7,0.5,2.3
Dylan Windler,16.5,5.2,1.8,4.2,0.8,2.5,0.7,0.9,0.6,2.8,3.5,1.1,1.0,0.4,1.2
E'Twaun Moore,14.4,4.9,2.0,4.5,0.4,1.3,0.4,0.5,0.5,1.1,1.7,1.5,0.9,0.2,1.2
Ed Davis,13.0,2.1,0.8,1.9,0.0,0.0,0.4,0.5,2.0,3.0,5.0,0.9,0.3,0.6,2.4
Edmond Sumner,16.2,7.5,2.8,5.3,0.7,1.7,1.3,1.6,0.3,1.4,1.8,0.9,1.0,0.2,1.7
Elfrid Payton,23.6,10.1,4.3,9.9,0.4,1.6,1.2,1.7,1.0,2.4,3.4,3.2,1.6,0.1,1.8
Elijah Bryant,31.6,16.0,6.0,13.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,3.0,4.0,1.0,4.0
Elijah Hughes,3.5,1.7,0.6,1.7,0.4,1.3,0.2,0.2,0.1,0.4,0.5,0.3,0.3,0.1,0.1
Enes Kanter,24.4,11.2,4.7,7.8,0.0,0.1,1.8,2.3,3.9,7.1,11.0,1.2,1.1,0.7,2.3
Eric Bledsoe,29.7,12.2,4.3,10.3,1.7,5.0,1.9,2.7,0.4,3.0,3.4,3.8,1.6,0.3,1.6
Eric Gordon,29.2,17.8,5.9,13.6,2.6,7.8,3.5,4.2,0.3,1.9,2.1,2.6,1.9,0.5,1.6
Eric Paschall,17.4,9.5,3.7,7.5,0.5,1.4,1.7,2.4,0.7,2.5,3.2,1.3,1.1,0.2,1.7
Ersan Ilyasova,8.7,3.8,1.2,3.2,1.1,2.4,0.3,0.3,0.4,1.3,1.7,0.2,0.5,0.2,1.7
Evan Fournier,30.0,17.1,5.9,12.9,2.8,6.7,2.6,3.3,0.2,2.8,3.0,3.4,1.7,0.5,2.3
Facundo Campazzo,21.9,6.1,1.8,4.8,1.2,3.3,1.2,1.4,0.3,1.7,2.1,3.6,1.1,0.2,2.0
Frank Jackson,18.5,9.8,3.4,7.3,1.5,3.8,1.5,1.9,0.4,1.8,2.2,0.9,0.9,0.0,1.3
Frank Kaminsky,15.2,6.6,2.6,5.5,0.7,1.8,0.8,1.3,0.8,3.2,4.0,1.7,0.5,0.4,1.5
Frank Mason,19.8,6.3,2.3,6.0,0.5,1.3,1.3,1.8,0.8,2.3,3.0,3.0,1.3,0.0,1.8
Frank Ntilikina,9.8,2.7,0.9,2.4,0.7,1.5,0.2,0.5,0.2,0.8,0.9,0.6,0.3,0.1,1.4
Fred VanVleet,36.5,19.6,6.5,16.7,3.3,9.2,3.3,3.7,0.6,3.6,4.2,6.3,1.8,0.7,2.3
Freddie Gillespie,19.6,5.6,2.2,4.2,0.0,0.0,1.2,1.7,2.1,2.8,4.9,0.5,0.6,1.0,2.2
Furkan Korkmaz,19.3,9.1,3.1,7.7,1.8,4.9,1.1,1.5,0.3,1.7,2.1,1.5,0.8,0.2,1.2
Gabe Vincent,13.1,4.8,1.8,4.7,0.9,3.0,0.4,0.5,0.2,0.9,1.1,1.3,0.7,0.0,1.6
Gabriel Deck,21.2,8.4,3.2,6.7,0.2,1.5,1.8,2.2,1.6,2.4,4.0,2.4,0.6,0.0,0.9
Garrett Temple,27.3,7.6,2.8,6.8,1.2,3.6,0.7,0.9,0.5,2.3,2.9,2.2,1.0,0.5,2.3
Garrison Mathews,16.2,5.5,1.5,3.7,1.2,3.1,1.3,1.5,0.3,1.1,1.4,0.4,0.2,0.1,1.7
Gary Clark,16.8,3.1,1.0,3.4,0.8,2.8,0.2,0.3,0.8,2.1,2.9,0.8,0.4,0.2,0.9
Gary Harris,27.7,9.9,3.5,8.8,1.2,3.6,1.6,2.0,0.5,1.5,2.0,2.0,0.9,0.3,1.8
Gary Payton II,4.0,2.5,1.0,1.3,0.2,0.4,0.3,0.4,0.2,0.9,1.1,0.1,0.1,0.1,0.8
Gary Trent Jr.,31.1,15.3,5.5,13.5,2.8,7.4,1.4,1.8,0.5,2.2,2.6,1.4,0.7,0.2,1.6
George Hill,22.4,8.7,3.2,6.6,1.0,2.7,1.3,1.7,0.5,1.5,2.0,2.4,1.0,0.2,1.0
Georges Niang,16.0,6.9,2.5,5.6,1.7,4.1,0.3,0.3,0.4,2.1,2.4,0.8,0.7,0.1,1.6
Giannis Antetokounmpo,33.0,28.1,10.3,18.0,1.1,3.6,6.5,9.5,1.6,9.4,11.0,5.9,3.4,1.2,2.8
Glenn Robinson III,16.1,5.3,1.8,4.3,0.7,1.9,0.9,1.0,0.5,1.5,2.0,0.9,0.5,0.1,1.0
Goga Bitadze,12.5,5.1,1.8,4.3,0.4,1.8,1.0,1.4,1.3,2.0,3.3,0.8,0.4,1.3,2.1
Goran Dragic,26.7,13.4,4.8,11.1,1.8,4.9,2.0,2.4,0.5,2.9,3.4,4.4,2.4,0.2,2.3
Gordon Hayward,34.0,19.6,7.1,15.0,1.9,4.7,3.5,4.2,0.8,5.0,5.9,4.1,2.1,0.3,1.7
Gorgui Dieng,14.5,6.8,2.2,4.3,0.8,1.8,1.5,1.8,1.1,2.6,3.7,1.3,0.8,0.4,1.5
Grant Riller,3.9,2.6,1.1,1.7,0.3,0.6,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.0
Grant Williams,18.1,4.7,1.7,3.9,0.8,2.0,0.5,0.8,0.8,2.1,2.8,1.0,0.9,0.4,2.6
Grayson Allen,25.2,10.6,3.5,8.3,2.1,5.5,1.6,1.8,0.4,2.8,3.2,2.2,1.0,0.2,1.4
Greg Whittington,3.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamidou Diallo,23.6,11.6,4.3,9.0,0.5,1.6,2.5,3.8,1.1,4.1,5.2,1.9,1.5,0.5,2.6
Harrison Barnes,36.2,16.1,5.5,11.1,1.7,4.4,3.4,4.1,1.1,5.5,6.6,3.5,1.6,0.2,1.3
Harry Giles III,9.2,2.8,1.1,2.6,0.2,0.6,0.4,0.7,0.8,2.7,3.5,0.8,0.5,0.3,1.4
Hassan Whiteside,15.2,8.1,3.5,6.2,0.0,0.0,1.1,2.2,1.7,4.3,6.0,0.6,1.1,1.3,2.0
Henry Ellenson,19.2,7.5,2.5,7.0,1.0,4.5,1.5,2.0,1.5,4.5,6.0,2.5,0.0,0.0,3.5
Ignas Brazdeikis,19.1,7.0,2.7,6.4,0.8,2.2,0.8,1.1,0.8,2.6,3.5,1.3,0.9,0.2,1.7
Iman Shumpert,5.5,1.0,0.5,2.0,0.0,1.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
