Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Immanuel Quickley,19.4,11.4,3.6,9.1,1.8,4.7,2.4,2.7,0.4,1.8,2.1,2.0,0.9,0.2,1.8
Isaac Bonga,10.8,2.0,0.8,2.0,0.3,1.2,0.1,0.2,0.5,1.2,1.7,0.6,0.6,0.2,1.6
Isaac Okoro,32.4,9.6,3.5,8.3,0.9,3.2,1.7,2.3,1.0,2.1,3.1,1.9,1.3,0.4,2.8
Isaiah Hartenstein,12.1,5.1,2.0,3.7,0.0,0.1,1.0,1.5,1.4,2.5,3.9,1.2,1.0,0.8,2.3
Isaiah Joe,9.3,3.7,1.2,3.2,1.0,2.6,0.4,0.6,0.1,0.7,0.9,0.5,0.3,0.1,0.8
Isaiah Roby,23.4,8.7,3.4,7.0,0.5,1.8,1.4,1.9,1.5,4.1,5.6,1.8,1.9,0.6,2.7
Isaiah Stewart,21.4,7.9,3.3,6.0,0.3,0.9,0.9,1.4,2.3,4.3,6.7,0.9,1.0,1.3,2.7
Isaiah Thomas,16.1,7.7,3.0,9.0,1.0,4.0,0.7,0.7,0.3,1.0,1.3,1.7,2.0,0.0,1.0
Ish Smith,21.0,6.7,2.9,6.8,0.4,1.1,0.4,0.8,0.5,2.9,3.4,3.9,0.9,0.3,1.4
Ivica Zubac,22.3,9.0,3.6,5.5,0.0,0.1,1.9,2.4,2.6,4.6,7.2,1.3,1.1,0.9,2.6
JJ Redick,16.4,7.4,2.4,6.1,1.5,4.0,1.1,1.2,0.1,1.4,1.5,1.2,0.8,0.1,1.1
Ja Morant,32.6,19.1,6.8,15.2,1.2,3.8,4.3,5.9,0.9,3.1,4.0,7.4,3.2,0.2,1.4
JaKarr Sampson,10.9,4.6,1.9,3.9,0.1,0.5,0.7,1.0,0.9,1.7,2.7,0.1,0.5,0.5,1.8
JaMychal Green,19.3,8.1,3.0,6.4,1.4,3.4,0.8,1.0,1.5,3.3,4.8,0.9,0.9,0.4,2.5
JaVale McGee,14.7,7.3,3.1,6.1,0.1,0.5,1.0,1.5,1.7,3.5,5.2,0.8,1.3,1.2,2.6
Jabari Parker,12.7,5.5,2.3,4.2,0.2,0.8,0.8,1.0,0.8,2.5,3.2,0.8,0.8,0.4,1.0
Jaden McDaniels,24.0,6.8,2.6,5.8,1.1,3.1,0.4,0.7,0.8,2.9,3.7,1.1,0.7,1.0,2.7
Jae Crowder,27.5,10.1,3.3,8.2,2.5,6.3,1.0,1.3,0.5,4.2,4.7,2.1,0.9,0.5,2.1
Jae'Sean Tate,29.2,11.3,4.5,8.9,0.9,2.8,1.5,2.1,1.9,3.5,5.3,2.5,1.4,0.5,3.2
Jahlil Okafor,12.9,5.4,2.3,3.8,0.1,0.3,0.6,0.9,0.9,1.6,2.4,0.5,0.8,0.2,1.4
Jahmi'us Ramsey,7.3,3.1,1.2,2.9,0.4,1.5,0.4,0.4,0.2,0.6,0.8,0.5,0.2,0.1,0.6
Jake Layman,13.9,5.1,2.0,4.1,0.5,1.7,0.6,0.8,0.3,1.2,1.5,0.6,0.6,0.4,1.0
Jakob Poeltl,26.7,8.6,3.8,6.2,0.0,0.0,0.9,1.8,3.2,4.8,7.9,1.9,1.2,1.8,2.5
Jalen Brunson,25.0,12.6,4.8,9.2,1.2,2.9,1.8,2.2,0.4,3.0,3.4,3.5,1.2,0.0,1.6
Jalen Harris,13.2,7.4,2.8,5.5,1.3,2.8,0.5,0.7,0.2,1.2,1.4,1.3,1.1,0.0,1.2
Jalen Lecque,3.0,1.3,0.3,2.3,0.0,0.3,0.8,0.8,0.5,0.8,1.3,0.5,0.0,0.0,0.0
Jalen McDaniels,19.2,7.4,2.8,6.0,0.7,2.2,1.0,1.4,1.0,2.6,3.6,1.1,1.0,0.4,2.0
Jalen Smith,5.8,2.0,0.8,1.9,0.1,0.6,0.2,0.3,0.3,1.1,1.4,0.1,0.3,0.1,0.6
Jamal Murray,35.5,21.2,7.9,16.5,2.7,6.6,2.8,3.2,0.8,3.3,4.0,4.8,2.3,0.3,2.0
James Ennis III,24.1,8.4,2.8,5.9,1.1,2.5,1.7,2.1,1.0,3.0,4.0,1.5,0.9,0.2,2.0
James Harden,36.6,24.6,7.8,16.7,2.8,7.6,6.3,7.3,0.8,7.1,7.9,10.8,4.0,0.8,2.3
James Johnson,20.5,7.2,2.9,6.4,0.6,2.4,0.9,1.5,0.6,2.8,3.5,1.9,1.1,0.8,2.4
James Nunnally,5.3,1.7,0.6,1.4,0.4,1.3,0.1,0.2,0.2,0.8,1.0,0.3,0.2,0.0,0.1
James Wiseman,21.4,11.5,4.9,9.4,0.3,1.0,1.4,2.2,1.4,4.4,5.8,0.7,1.5,0.9,3.1
Jared Dudley,6.7,0.5,0.2,0.8,0.2,0.5,0.0,0.0,0.3,1.4,1.8,0.4,0.2,0.1,0.6
Jared Harper,2.0,0.4,0.0,0.5,0.0,0.1,0.4,0.5,0.0,0.3,0.3,0.1,0.4,0.0,0.1
Jaren Jackson Jr.,23.5,14.4,4.8,11.4,1.5,5.5,3.2,3.8,1.5,4.1,5.6,1.1,1.4,1.6,3.8
Jarred Vanderbilt,17.8,5.4,2.2,3.7,0.0,0.1,0.9,1.6,1.8,3.9,5.8,1.2,0.8,0.7,1.9
Jarrell Brantley,4.9,2.3,0.9,1.9,0.4,1.0,0.1,0.1,0.3,0.6,1.0,0.5,0.3,0.1,0.6
Jarrett Allen,29.6,12.8,4.7,7.7,0.1,0.3,3.2,4.6,3.1,6.9,10.0,1.7,1.6,1.4,1.5
Jarrett Culver,14.7,5.3,2.0,4.9,0.4,1.6,0.9,1.4,1.0,2.1,3.1,0.7,0.8,0.3,1.7
Javonte Green,11.6,3.6,1.3,2.5,0.2,0.7,0.7,1.0,0.6,1.1,1.7,0.4,0.5,0.1,1.1
Jaxson Hayes,16.1,7.5,2.9,4.7,0.1,0.2,1.6,2.0,1.5,2.8,4.3,0.6,0.7,0.6,1.7
Jay Scrubb,21.0,8.8,3.5,9.0,0.5,2.3,1.3,1.3,0.5,3.0,3.5,0.3,1.8,0.0,1.3
Jaylen Adams,2.6,0.3,0.1,1.1,0.0,0.3,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1
Jaylen Brown,34.5,24.7,9.3,19.2,2.8,7.1,3.3,4.3,1.2,4.8,6.0,3.4,2.7,0.6,2.9
Jaylen Hoard,16.8,6.1,2.3,4.6,0.0,0.6,1.5,2.2,1.1,2.3,3.4,1.3,0.9,0.3,1.0
Jaylen Nowell,18.1,9.0,3.4,8.0,1.2,3.6,1.1,1.3,0.5,1.8,2.3,1.5,0.7,0.3,1.7
Jayson Tatum,35.8,26.4,9.5,20.6,2.9,7.6,4.6,5.3,0.8,6.6,7.4,4.3,2.7,0.5,1.9
Jeff Green,27.0,11.0,3.8,7.8,1.5,3.7,1.8,2.4,0.5,3.4,3.9,1.6,0.8,0.4,1.8
Jeff Teague,17.3,6.7,2.2,5.2,0.7,1.5,1.6,1.9,0.3,1.3,1.6,2.4,1.2,0.2,1.0
Jerami Grant,33.9,22.3,7.4,17.3,2.1,6.1,5.4,6.4,0.6,4.0,4.6,2.8,2.0,1.1,2.3
Jeremiah Martin,8.4,2.4,1.0,3.7,0.3,1.3,0.1,0.6,0.2,0.6,0.8,0.4,0.7,0.2,0.1
Jeremy Lamb,21.3,10.1,3.3,7.7,1.4,3.6,2.0,2.1,0.7,2.9,3.6,1.5,0.6,0.6,2.0
Jerome Robinson,17.9,4.9,1.6,5.6,0.6,2.5,0.9,1.2,0.2,2.0,2.2,1.5,1.1,0.4,1.8
Jevon Carter,11.9,4.1,1.6,3.7,0.9,2.5,0.1,0.1,0.3,1.3,1.5,1.2,0.3,0.2,0.9
Jimmy Butler,33.6,21.5,7.0,14.2,0.5,2.0,6.9,8.0,1.8,5.1,6.9,7.1,2.1,0.3,1.4
Joe Harris,31.0,14.1,5.2,10.2,3.1,6.4,0.7,0.9,0.6,3.0,3.6,1.9,0.9,0.2,2.0
Joe Ingles,27.9,12.1,4.1,8.4,2.7,6.1,1.1,1.3,0.4,3.2,3.6,4.7,1.7,0.2,1.8
Joel Embiid,31.1,28.5,9.0,17.6,1.1,3.0,9.2,10.7,2.2,8.4,10.6,2.8,3.1,1.4,2.4
John Collins,29.3,17.6,6.8,12.2,1.3,3.3,2.7,3.2,1.9,5.5,7.4,1.2,1.3,1.0,3.1
John Konchar,13.4,4.3,1.6,3.2,0.5,1.3,0.6,0.7,0.8,2.2,3.0,1.1,0.4,0.2,0.9
John Wall,32.2,20.6,7.3,18.2,2.0,6.2,4.0,5.3,0.4,2.8,3.2,6.9,3.5,0.8,1.2
Jonas Valanciunas,28.3,17.1,7.1,12.0,0.3,0.9,2.5,3.3,4.1,8.4,12.5,1.8,1.6,0.9,2.9
Jontay Porter,4.9,2.0,0.7,1.4,0.3,0.7,0.3,0.5,0.4,0.9,1.3,0.1,0.6,0.1,1.1
Jordan Bell,13.6,2.5,1.2,3.7,0.0,0.3,0.2,0.3,1.2,2.8,4.0,1.2,0.7,0.8,1.2
Jordan Bone,14.0,4.0,1.6,3.9,0.7,2.3,0.0,0.0,0.3,1.4,1.7,1.3,0.2,0.0,0.8
Jordan Clarkson,26.7,18.4,6.7,15.8,3.1,8.8,1.9,2.1,0.7,3.3,4.0,2.5,1.7,0.1,1.6
Jordan McLaughlin,18.4,5.0,2.0,4.7,0.6,1.8,0.5,0.6,0.4,1.7,2.1,3.8,1.0,0.1,0.9
Jordan Nwora,9.1,5.7,2.1,4.5,0.9,2.1,0.6,0.8,0.3,1.7,2.0,0.2,0.8,0.3,0.7
Jordan Poole,19.4,12.0,4.0,9.3,1.9,5.4,2.1,2.3,0.3,1.5,1.8,1.9,1.0,0.2,1.7
Josh Green,11.4,2.6,1.1,2.4,0.1,0.6,0.3,0.6,0.7,1.3,2.0,0.7,0.4,0.1,0.9
Josh Hall,16.0,4.1,1.4,4.7,0.2,1.8,1.0,2.1,0.3,2.5,2.8,1.3,1.2,0.0,1.8
Josh Hart,28.7,9.2,3.2,7.3,1.3,4.1,1.5,1.9,1.1,6.9,8.0,2.3,1.0,0.3,2.4
Josh Jackson,25.2,13.4,4.8,11.4,1.2,4.1,2.6,3.5,0.9,3.2,4.1,2.3,2.3,0.8,2.9
Josh Okogie,20.3,5.4,1.7,4.3,0.5,1.8,1.4,1.8,1.1,1.6,2.6,1.1,0.7,0.5,2.1
Josh Richardson,30.3,12.1,4.5,10.5,1.5,4.5,1.7,1.8,0.9,2.4,3.3,2.6,1.3,0.4,2.2
Jrue Holiday,32.3,17.7,7.0,13.9,1.9,4.8,1.8,2.3,1.2,3.3,4.5,6.1,2.2,0.6,1.7
Juan Toscano-Anderson,20.9,5.7,2.3,3.9,0.7,1.7,0.4,0.6,0.5,3.9,4.4,2.8,1.2,0.5,2.1
Juancho Hernangomez,17.3,7.2,2.5,5.8,1.1,3.2,1.2,1.9,0.9,3.1,3.9,0.7,0.5,0.1,1.0
Julius Randle,37.6,24.1,8.5,18.6,2.3,5.5,4.9,6.0,1.2,9.0,10.2,6.0,3.4,0.3,3.2
Justin Holiday,30.3,10.5,3.6,8.7,2.4,6.3,0.9,1.2,0.4,3.1,3.6,1.7,0.8,0.6,1.9
Justin Jackson,17.0,7.2,2.6,6.5,1.1,3.4,0.9,1.1,0.5,1.8,2.3,1.5,0.9,0.1,0.9
Justin James,8.6,3.9,1.4,3.1,0.4,1.1,0.6,1.0,0.3,0.6,0.8,0.6,0.4,0.1,0.6
Justin Patton,19.0,5.4,2.2,5.4,0.7,2.6,0.2,0.3,1.1,2.7,3.8,1.1,0.3,1.1,2.6
Justin Robinson,9.7,2.3,0.8,2.3,0.4,1.6,0.3,0.6,0.1,0.7,0.8,1.0,0.2,0.0,1.1
Justise Winslow,19.5,6.8,2.8,8.1,0.4,2.1,0.8,1.3,0.7,3.8,4.5,1.9,1.4,0.5,1.8
Jusuf Nurkic,23.8,11.5,4.6,9.0,0.3,0.8,1.9,3.1,2.3,6.6,9.0,3.4,2.0,1.1,2.8
Juwan Morgan,5.1,1.2,0.5,1.0,0.1,0.4,0.1,0.2,0.3,0.7,1.0,0.3,0.1,0.0,0.7
KZ Okpala,12.1,2.5,1.0,2.6,0.3,1.4,0.2,0.4,0.6,1.3,1.8,0.5,0.4,0.3,1.6
Karim Mane,8.8,1.1,0.3,1.3,0.1,0.2,0.4,0.5,0.1,1.3,1.4,0.4,0.3,0.2,1.0
Karl-Anthony Towns,33.8,24.8,8.5,17.5,2.4,6.3,5.3,6.2,2.7,7.9,10.6,4.5,3.2,1.1,3.7
Kawhi Leonard,34.1,24.8,8.9,17.5,1.9,4.9,5.0,5.7,1.1,5.4,6.5,5.2,2.0,0.4,1.6
Keita Bates-Diop,8.2,2.6,1.0,2.2,0.2,0.6,0.5,0.7,0.3,1.3,1.6,0.4,0.2,0.2,0.4
Kelan Martin,9.2,4.5,1.8,3.9,0.7,1.7,0.3,0.3,0.5,1.7,2.2,0.5,0.5,0.3,1.0
Keldon Johnson,28.5,12.8,4.9,10.2,0.9,2.6,2.1,2.8,1.3,4.6,6.0,1.8,1.1,0.3,2.1
Keljin Blevins,4.4,0.7,0.3,1.2,0.1,0.5,0.0,0.0,0.2,0.4,0.6,0.2,0.3,0.0,0.5
Kelly Olynyk,28.5,13.5,4.8,10.0,1.8,5.3,2.1,2.5,1.2,5.7,7.0,2.9,1.8,0.6,3.0
Kelly Oubre Jr.,30.7,15.4,5.8,13.2,1.6,5.2,2.2,3.2,1.5,4.5,6.0,1.3,1.3,0.8,2.2
Kemba Walker,31.8,19.3,6.6,15.7,3.0,8.2,3.1,3.5,0.4,3.6,4.0,4.9,2.0,0.3,1.4
Kendrick Nunn,29.5,14.6,5.7,11.8,2.2,5.7,1.0,1.1,0.4,2.8,3.2,2.6,1.4,0.3,1.9
Kenrich Williams,21.6,8.0,3.3,6.2,0.8,1.8,0.5,1.0,1.3,2.9,4.1,2.3,1.2,0.3,2.2
Kent Bazemore,19.9,7.2,2.6,5.9,1.1,2.7,0.8,1.2,0.4,3.0,3.4,1.6,1.2,0.5,2.4
Kentavious Caldwell-Pope,28.4,9.7,3.3,7.6,1.8,4.4,1.4,1.7,0.4,2.3,2.7,1.9,1.0,0.4,1.7
Kenyon Martin Jr.,23.7,9.3,3.6,7.1,0.8,2.1,1.3,1.9,1.6,3.8,5.4,1.1,0.8,0.9,2.0
Kevin Durant,33.1,26.9,9.3,17.2,2.4,5.4,6.0,6.8,0.4,6.7,7.1,5.6,3.4,1.3,2.0
Kevin Huerter,30.8,11.9,4.6,10.6,2.0,5.6,0.7,0.9,0.6,2.8,3.3,3.5,1.1,0.3,2.4
Kevin Knox II,11.1,3.9,1.3,3.4,0.8,2.1,0.4,0.5,0.2,1.2,1.5,0.5,0.4,0.1,0.9
Kevin Love,24.9,12.2,4.1,10.1,2.3,6.2,1.7,2.0,0.7,6.8,7.4,2.5,1.5,0.1,1.0
Kevin Porter Jr.,32.1,16.6,6.0,14.1,1.9,6.2,2.7,3.6,0.8,3.0,3.8,6.3,3.5,0.3,2.3
Kevon Looney,19.0,4.1,1.8,3.2,0.1,0.3,0.5,0.8,1.9,3.4,5.3,2.0,0.6,0.4,2.2
Khem Birch,22.8,7.2,2.8,5.7,0.2,0.8,1.4,1.9,2.6,3.2,5.8,1.3,0.7,0.7,1.7
Khris Middleton,33.4,20.4,7.5,15.8,2.2,5.4,3.1,3.5,0.8,5.2,6.0,5.4,2.6,0.1,2.4
Khyri Thomas,30.6,16.4,6.4,13.2,1.8,5.4,1.8,1.8,1.4,2.2,3.6,5.0,1.2,1.2,1.6
Killian Hayes,25.8,6.8,2.7,7.7,0.8,2.8,0.5,0.7,0.2,2.4,2.7,5.3,3.2,0.4,2.2
Killian Tillie,10.1,3.2,1.1,3.2,0.6,1.8,0.5,0.6,0.3,1.0,1.3,0.4,0.1,0.4,1.1
Kira Lewis Jr.,16.7,6.4,2.4,6.2,0.7,2.2,0.8,0.9,0.2,1.1,1.3,2.3,0.6,0.2,1.6
Kostas Antetokounmpo,3.7,0.8,0.2,0.7,0.0,0.0,0.4,0.9,0.3,1.0,1.3,0.1,0.7,0.3,0.5
Kris Dunn,11.4,1.3,0.3,3.0,0.0,0.5,0.8,1.0,0.0,1.5,1.5,0.5,0.8,0.5,2.5
Kristaps Porzingis,30.9,20.1,7.6,15.9,2.3,6.0,2.7,3.2,1.9,7.0,8.9,1.6,1.2,1.3,2.7
Kyle Anderson,27.4,12.4,4.5,9.5,1.4,3.8,2.1,2.7,0.8,5.0,5.7,3.6,1.2,0.8,1.7
Kyle Guy,7.6,2.8,0.9,2.8,0.4,1.5,0.5,0.6,0.2,1.0,1.1,1.0,0.4,0.0,0.6
Kyle Kuzma,28.7,12.9,4.9,11.1,2.0,5.6,1.0,1.4,1.6,4.5,6.1,1.9,1.7,0.6,1.8
Kyle Lowry,34.8,17.2,5.7,13.0,2.8,7.2,3.0,3.5,0.8,4.6,5.4,7.3,2.7,0.3,3.1
Kyrie Irving,34.9,26.9,10.2,20.1,2.8,7.0,3.7,4.0,1.0,3.8,4.8,6.0,2.4,0.7,2.6
LaMarcus Aldridge,25.9,13.5,5.4,11.4,1.2,3.1,1.6,1.8,0.7,3.8,4.5,1.9,1.0,1.1,1.8
LaMelo Ball,28.8,15.7,5.7,13.2,1.8,5.1,2.5,3.2,1.2,4.7,5.9,6.1,2.8,0.4,2.7
Lamar Stevens,12.5,4.1,1.6,3.4,0.1,0.6,0.9,1.3,0.6,1.8,2.4,0.6,0.6,0.3,1.3
Landry Shamet,23.0,9.3,3.0,7.5,2.1,5.5,1.1,1.3,0.2,1.7,1.8,1.6,0.8,0.2,1.5
Langston Galloway,10.9,4.8,1.7,3.7,0.9,2.1,0.6,0.6,0.2,0.9,1.1,0.7,0.3,0.0,0.6
Larry Nance Jr.,31.2,9.3,3.7,7.8,1.2,3.3,0.9,1.4,1.5,5.2,6.7,3.1,1.6,0.5,2.1
Lauri Markkanen,25.8,13.6,4.9,10.2,2.3,5.8,1.5,1.8,0.7,4.6,5.3,0.9,1.0,0.3,1.5
LeBron James,33.4,25.0,9.4,18.3,2.3,6.3,4.0,5.7,0.6,7.0,7.7,7.8,3.7,0.6,1.6
Lonnie Walker IV,25.4,11.2,4.3,10.2,1.7,4.7,1.0,1.2,0.2,2.4,2.6,1.7,1.1,0.3,1.7
Lonzo Ball,31.8,14.6,5.3,12.7,3.1,8.3,0.9,1.2,0.6,4.2,4.8,5.7,2.2,0.6,1.9
Lou Williams,21.6,11.3,4.0,9.8,1.0,2.6,2.3,2.6,0.3,1.8,2.1,3.4,1.6,0.1,0.9
Louis King,14.2,7.3,2.8,5.7,0.7,1.8,1.0,1.0,0.8,2.2,3.0,1.5,0.7,0.5,1.5
Luguentz Dort,29.7,14.0,4.8,12.3,2.2,6.3,2.3,3.2,0.7,2.9,3.6,1.7,1.5,0.4,2.6
Luka Doncic,34.3,27.7,9.8,20.5,2.9,8.3,5.2,7.1,0.8,7.2,8.0,8.6,4.3,0.5,2.3
Luka Samanic,9.3,3.7,1.4,3.2,0.4,1.3,0.5,0.9,0.5,1.6,2.1,0.5,0.6,0.2,1.3
Luke Kennard,19.6,8.3,3.1,6.6,1.6,3.6,0.4,0.5,0.2,2.3,2.6,1.7,0.8,0.1,1.4
Luke Kornet,11.2,3.4,1.4,3.3,0.5,1.9,0.1,0.2,0.5,1.7,2.2,0.8,0.2,1.0,0.6
Malachi Flynn,19.7,7.5,2.7,7.2,1.1,3.6,1.0,1.2,0.2,2.3,2.5,2.9,0.9,0.1,1.4
Malcolm Brogdon,34.5,21.2,7.9,17.5,2.6,6.7,2.7,3.2,1.0,4.2,5.3,5.9,2.1,0.3,2.0
Malik Beasley,32.8,19.6,7.1,16.2,3.5,8.7,1.8,2.2,0.8,3.6,4.4,2.4,1.6,0.2,1.7
Malik Fitts,3.6,1.0,0.3,1.0,0.3,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Malik Monk,20.9,11.7,4.1,9.5,2.0,5.0,1.4,1.7,0.3,2.1,2.4,2.1,1.3,0.1,1.1
Mamadi Diakite,10.1,3.1,1.1,2.9,0.1,0.6,0.8,1.0,0.6,1.9,2.4,0.6,0.2,0.4,1.1
Marc Gasol,19.1,5.0,1.7,3.7,1.0,2.3,0.7,1.0,0.7,3.4,4.1,2.1,1.0,1.1,2.2
Marcus Morris Sr.,26.3,13.4,4.8,10.2,2.5,5.2,1.3,1.6,0.6,3.5,4.1,1.0,1.0,0.3,2.1
Marcus Smart,32.9,13.1,4.2,10.6,1.9,5.9,2.7,3.4,0.8,2.7,3.5,5.7,2.0,0.5,2.6
Markelle Fultz,26.9,12.9,5.1,13.0,0.5,2.0,2.1,2.4,0.6,2.5,3.1,5.4,2.3,0.3,2.3
Markieff Morris,19.7,6.7,2.5,6.2,1.1,3.4,0.6,0.8,0.8,3.6,4.4,1.2,0.9,0.3,1.7
Markus Howard,5.5,2.8,1.1,2.9,0.5,1.8,0.2,0.2,0.0,0.5,0.6,0.5,0.5,0.0,0.6
Marques Bolden,4.8,1.2,0.2,0.5,0.0,0.0,0.8,1.3,0.5,0.5,1.0,0.0,0.3,0.3,0.0
Marquese Chriss,13.4,6.5,2.5,7.0,0.5,2.5,1.0,2.0,1.5,5.0,6.5,1.0,1.0,1.0,1.5
Marvin Bagley III,25.9,14.1,5.7,11.4,0.9,2.5,1.8,3.1,2.5,4.9,7.4,1.0,1.4,0.5,2.3
Mason Jones,10.5,5.3,1.6,3.8,0.8,2.1,1.3,2.0,0.2,1.5,1.7,1.3,0.9,0.0,0.8
Mason Plumlee,26.8,10.4,4.2,6.8,0.0,0.1,2.0,3.0,2.6,6.7,9.3,3.6,1.9,0.9,3.3
Matisse Thybulle,20.0,3.9,1.6,3.7,0.7,2.2,0.1,0.3,0.5,1.4,1.9,1.0,0.5,1.1,2.0
Matt Thomas,7.3,3.1,1.1,2.8,0.6,1.8,0.3,0.3,0.2,0.8,1.0,0.4,0.3,0.0,0.4
Matthew Dellavedova,17.2,2.8,1.1,4.3,0.3,1.9,0.3,0.3,0.5,1.4,1.8,4.5,0.5,0.1,1.6
Maurice Harkless,20.9,5.2,1.9,4.5,0.6,2.3,0.9,1.2,0.4,2.1,2.4,1.2,0.6,0.5,2.3
Max Strus,13.0,6.1,2.2,4.8,1.3,3.8,0.4,0.6,0.1,0.9,1.1,0.6,0.2,0.1,1.1
Maxi Kleber,26.8,7.1,2.3,5.5,1.7,4.2,0.7,0.7,0.9,4.3,5.2,1.4,0.6,0.7,2.1
Meyers Leonard,9.8,3.3,1.0,2.3,1.0,2.3,0.3,0.7,0.0,2.3,2.3,0.7,0.7,0.0,1.7
Mfiondu Kabengele,7.2,2.4,0.8,2.3,0.3,1.3,0.4,0.5,0.3,1.2,1.5,0.4,0.4,0.3,0.9
Michael Carter-Williams,25.8,8.8,3.4,8.7,0.5,2.0,1.6,2.6,1.3,3.2,4.5,4.2,2.2,0.5,2.6
Michael Porter Jr.,31.3,19.0,7.3,13.4,2.8,6.3,1.7,2.2,1.5,5.8,7.3,1.1,1.3,0.9,2.1
Mikal Bridges,32.6,13.5,5.0,9.3,1.9,4.4,1.5,1.8,1.1,3.2,4.3,2.1,0.8,0.9,1.6
Mike Conley,29.4,16.2,5.6,12.5,2.7,6.6,2.4,2.8,0.7,2.8,3.5,6.0,1.9,0.2,1.9
Mike James,18.2,7.7,2.6,7.1,0.8,2.4,1.6,2.1,0.2,2.2,2.5,4.2,1.5,0.1,0.8
Mike Muscala,18.4,9.7,3.4,7.6,1.9,5.3,0.9,1.0,0.5,3.2,3.8,0.8,0.6,0.3,1.5
Mike Scott,16.7,4.2,1.5,4.1,1.0,3.0,0.2,0.2,0.2,2.1,2.4,0.8,0.4,0.3,1.4
Miles Bridges,29.3,12.7,4.7,9.4,1.8,4.4,1.5,1.7,1.2,4.8,6.0,2.2,1.6,0.8,2.2
Mitchell Robinson,27.5,8.3,3.7,5.7,0.0,0.0,0.8,1.7,3.6,4.5,8.1,0.5,0.8,1.5,2.8
Miye Oni,9.6,1.9,0.6,1.8,0.6,1.6,0.1,0.1,0.4,1.1,1.6,0.5,0.3,0.1,1.1
Mo Bamba,15.8,8.0,3.1,6.5,0.8,2.6,1.0,1.4,1.7,4.1,5.8,0.8,0.8,1.3,1.9
Monte Morris,25.5,10.2,4.0,8.2,1.1,2.9,1.2,1.6,0.2,1.8,2.0,3.2,0.7,0.3,1.0
Montrezl Harrell,22.9,13.5,5.4,8.7,0.0,0.1,2.6,3.7,2.3,3.9,6.2,1.1,1.1,0.7,1.9
Moritz Wagner,16.0,6.9,2.3,5.1,0.7,2.0,1.6,1.9,0.6,2.6,3.2,1.1,1.0,0.4,2.4
Moses Brown,21.4,8.6,3.4,6.2,0.0,0.0,1.8,2.9,3.6,5.3,8.9,0.2,1.0,1.1,2.2
Mychal Mulder,12.8,5.6,2.0,4.4,1.4,3.6,0.2,0.4,0.1,0.9,1.0,0.4,0.3,0.2,0.9
Myles Turner,31.0,12.6,4.4,9.2,1.5,4.4,2.4,3.0,1.3,5.2,6.5,1.0,1.4,3.4,3.5
Naji Marshall,21.9,7.7,2.6,6.5,0.9,2.6,1.7,2.3,0.5,4.2,4.6,2.8,1.2,0.3,1.8
Nassir Little,13.3,4.6,1.6,3.5,0.6,1.7,0.8,0.9,0.7,2.0,2.7,0.5,0.4,0.3,1.1
Nate Darling,3.7,1.3,0.3,1.0,0.3,1.0,0.4,0.4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
Nate Hinton,4.4,2.0,0.7,2.0,0.2,0.9,0.3,0.5,0.0,0.4,0.4,0.4,0.2,0.1,0.4
Nathan Knight,8.4,3.8,1.1,3.0,0.2,1.0,1.3,1.7,0.8,1.4,2.2,0.2,0.5,0.3,0.7
Naz Reid,19.2,11.2,4.3,8.3,0.9,2.5,1.6,2.4,1.2,3.4,4.6,1.0,1.0,1.1,2.6
Nemanja Bjelica,16.1,6.5,2.4,5.3,0.7,2.3,1.0,1.4,0.8,2.6,3.4,1.9,0.9,0.1,1.8
Nerlens Noel,24.2,5.1,2.1,3.5,0.0,0.0,0.8,1.1,2.2,4.1,6.4,0.7,1.0,2.2,2.8
Nic Claxton,18.6,6.6,2.8,4.5,0.0,0.2,1.0,2.0,1.3,3.8,5.2,0.9,0.6,1.3,2.1
Nick Richards,3.5,0.8,0.2,0.5,0.0,0.1,0.4,0.6,0.2,0.4,0.6,0.1,0.2,0.0,0.4
Nickeil Alexander-Walker,21.9,11.0,4.2,10.0,1.7,4.8,1.0,1.4,0.3,2.8,3.1,2.2,1.5,0.5,1.9
Nico Mannion,12.1,4.1,1.3,3.8,0.7,2.0,0.8,0.9,0.2,1.3,1.5,2.3,1.0,0.0,1.0
Nicolas Batum,27.4,8.1,2.9,6.1,1.6,4.1,0.7,0.9,0.7,4.0,4.7,2.2,0.8,0.6,1.5
Nicolo Melli,12.6,3.0,1.0,3.1,0.5,1.9,0.4,0.6,0.6,2.1,2.7,1.0,0.3,0.1,1.3
Nikola Jokic,34.6,26.4,10.2,18.0,1.3,3.3,4.8,5.5,2.8,8.0,10.8,8.3,3.1,0.7,2.7
Nikola Vucevic,33.5,23.4,9.5,19.9,2.5,6.3,1.9,2.2,2.1,9.6,11.7,3.8,1.8,0.7,2.0
Noah Vonleh,2.7,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.3,0.3,0.3,0.5,0.0,0.5
Norman Powell,32.0,18.6,6.3,13.3,2.5,6.0,3.4,3.9,0.6,2.5,3.1,1.9,1.7,0.3,2.3
