Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Jabari Bird,8.8,3.0,1.2,2.0,0.2,0.5,0.5,1.0,0.5,1.0,1.5,0.6,0.6,0.1,0.5
Jabari Parker,24.0,12.6,5.2,10.7,1.0,2.6,1.3,1.7,1.4,3.5,4.9,1.9,1.5,0.3,1.6
Jack Cooley,12.5,5.7,1.9,3.9,0.0,0.0,2.0,2.7,2.0,2.3,4.3,0.9,0.4,0.0,1.9
Jacob Pullen,2.0,0.7,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Jacob Wiley,6.7,0.8,0.2,0.8,0.2,0.4,0.2,0.4,0.4,1.8,2.2,0.4,0.0,0.0,0.8
Jae Crowder,26.1,9.7,3.4,8.4,1.4,4.3,1.5,1.9,0.7,2.7,3.4,1.2,0.9,0.3,2.3
Jahlil Okafor,12.6,6.3,2.8,4.9,0.0,0.1,0.8,1.0,0.8,2.3,3.0,0.4,0.8,0.6,1.8
Jake Layman,4.6,1.0,0.4,1.3,0.1,0.6,0.1,0.1,0.1,0.3,0.5,0.3,0.1,0.1,0.4
Jakob Poeltl,18.6,6.9,3.1,4.7,0.0,0.0,0.7,1.2,2.0,2.8,4.8,0.7,1.0,1.2,2.6
Jalen Jones,11.3,4.6,1.6,4.3,0.6,1.6,0.8,1.2,0.8,1.6,2.4,0.3,0.4,0.1,1.4
Jamal Crawford,20.7,10.3,3.9,9.3,1.3,3.9,1.3,1.4,0.3,1.0,1.2,2.3,1.2,0.1,1.1
Jamal Murray,31.7,16.7,5.9,13.1,2.0,5.4,2.8,3.1,1.0,2.7,3.7,3.4,2.1,0.3,2.1
Jameel Warney,9.0,5.7,2.3,4.0,0.0,0.0,1.0,1.7,1.3,1.7,3.0,0.0,0.3,0.0,0.7
Jameer Nelson,20.3,4.9,1.9,4.9,0.8,2.5,0.3,0.4,0.3,1.8,2.1,3.6,1.3,0.1,1.6
Jamel Artis,18.6,5.1,2.1,5.3,0.5,1.9,0.5,0.8,0.3,2.3,2.5,1.2,0.5,0.2,0.7
James Ennis III,22.3,7.1,2.5,5.3,0.7,2.1,1.3,1.6,1.0,2.1,3.1,1.0,0.8,0.3,1.9
James Harden,35.4,30.4,9.0,20.1,3.7,10.0,8.7,10.1,0.6,4.8,5.4,8.8,4.4,0.7,2.3
James Johnson,26.6,10.8,4.2,8.4,0.8,2.5,1.5,2.2,0.8,4.1,4.9,3.8,1.9,0.7,2.6
James Michael McAdoo,6.0,2.7,0.7,2.3,0.7,2.3,0.7,0.7,0.0,0.7,0.7,0.0,0.3,0.3,0.3
James Webb III,12.0,1.6,0.6,2.4,0.4,1.9,0.0,0.0,0.8,1.6,2.4,0.4,0.4,0.0,1.0
James Young,10.2,2.8,0.8,2.3,0.5,1.7,0.7,1.0,0.0,0.3,0.3,0.3,0.2,0.0,0.7
Jamil Wilson,18.3,7.0,2.5,5.4,1.8,4.2,0.1,0.3,0.2,1.9,2.1,0.7,0.5,0.5,2.3
Jared Dudley,14.3,3.2,1.0,2.5,0.6,1.7,0.6,0.7,0.2,1.8,2.0,1.6,0.6,0.2,1.8
Jarell Eddie,2.9,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
Jarell Martin,22.7,7.7,3.0,6.8,0.5,1.3,1.2,1.6,1.3,3.0,4.4,1.0,1.2,0.7,2.9
Jarrett Allen,20.0,8.2,3.3,5.5,0.1,0.2,1.6,2.0,2.0,3.4,5.4,0.7,1.1,1.2,2.0
Jarrett Jack,25.0,7.5,3.0,7.1,0.4,1.4,1.0,1.2,0.4,2.7,3.1,5.6,1.9,0.1,1.6
Jason Smith,8.6,3.4,1.4,3.5,0.1,1.0,0.6,0.6,0.5,1.1,1.6,0.4,0.5,0.4,1.3
Jason Terry,16.0,3.3,1.2,3.0,0.8,2.3,0.2,0.2,0.1,0.8,0.9,1.2,0.5,0.3,1.0
Jawun Evans,16.2,4.8,1.9,5.3,0.3,1.1,0.8,1.0,0.2,1.6,1.8,2.1,0.9,0.1,2.0
Jaylen Brown,30.7,14.5,5.3,11.5,1.7,4.4,2.1,3.3,0.9,4.0,4.9,1.6,1.8,0.4,2.6
Jaylen Morris,16.4,4.7,2.2,5.3,0.3,1.7,0.0,0.0,0.3,2.3,2.7,1.2,1.0,0.2,0.3
Jayson Tatum,30.5,13.9,5.0,10.4,1.3,3.0,2.7,3.2,0.6,4.4,5.0,1.6,1.4,0.7,2.1
Jeff Green,23.4,10.8,3.8,7.9,0.7,2.2,2.6,3.0,0.8,2.4,3.2,1.3,1.0,0.4,1.9
Jeff Teague,33.0,14.2,5.1,11.3,1.2,3.3,2.9,3.4,0.3,2.6,3.0,7.0,2.5,0.3,2.4
Jeff Withey,3.9,1.5,0.6,1.6,0.2,1.0,0.1,0.2,0.1,0.9,1.0,0.0,0.2,0.3,0.3
Jerami Grant,20.3,8.4,3.0,5.6,0.4,1.4,2.0,3.0,1.1,2.9,3.9,0.7,0.7,1.0,1.9
Jeremy Evans,5.4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Jeremy Lamb,24.6,12.9,4.8,10.4,1.2,3.2,2.2,2.6,0.6,3.4,4.1,2.3,1.2,0.4,1.7
Jeremy Lin,25.2,18.0,5.0,12.0,1.0,2.0,7.0,7.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0
Jerian Grant,22.8,8.4,2.8,6.8,0.8,2.5,1.9,2.5,0.4,1.9,2.3,4.6,1.2,0.1,1.8
Jerryd Bayless,23.7,7.9,2.8,6.7,1.4,3.7,0.9,1.1,0.4,1.7,2.1,1.4,1.2,0.2,2.3
Jimmy Butler,36.7,22.2,7.4,15.6,1.2,3.4,6.2,7.2,1.3,4.0,5.3,4.9,1.8,0.4,1.3
Joakim Noah,5.7,1.7,0.7,1.4,0.0,0.0,0.3,0.6,0.9,1.1,2.0,0.6,0.6,0.3,0.7
Jodie Meeks,14.5,6.3,2.0,5.1,0.9,2.7,1.3,1.5,0.2,1.4,1.6,0.9,0.5,0.1,0.7
Joe Harris,25.3,10.8,3.9,8.0,1.9,4.6,1.1,1.3,0.7,2.7,3.3,1.6,1.2,0.3,2.0
Joe Ingles,31.4,11.5,4.1,8.8,2.5,5.7,0.8,1.0,0.3,3.9,4.2,4.8,1.9,0.2,2.2
Joe Johnson,21.9,6.8,2.7,6.5,0.7,2.6,0.7,0.8,0.3,2.9,3.1,1.5,0.9,0.1,1.2
Joe Young,10.5,3.9,1.5,3.5,0.5,1.2,0.4,0.5,0.2,1.0,1.2,0.7,0.5,0.0,0.7
Joel Bolomboy,6.3,1.5,0.5,1.0,0.0,0.2,0.5,1.0,1.0,0.7,1.7,0.0,0.3,0.0,0.5
Joel Embiid,30.4,22.9,8.1,16.8,1.0,3.4,5.7,7.4,2.3,8.7,11.0,3.2,3.7,1.8,3.3
Joffrey Lauvergne,9.7,4.1,1.8,3.5,0.0,0.1,0.5,0.9,1.1,2.0,3.1,0.7,0.6,0.1,0.8
John Collins,24.1,10.5,4.2,7.4,0.2,0.6,1.8,2.5,2.4,4.9,7.3,1.3,1.4,1.1,2.9
John Henson,25.9,8.8,3.8,6.6,0.0,0.1,1.2,2.1,2.0,4.8,6.8,1.5,1.1,1.4,2.7
John Holland,7.3,2.3,0.7,2.5,0.5,1.5,0.4,0.5,0.3,0.8,1.0,0.2,0.3,0.1,0.4
John Wall,34.4,19.4,6.8,16.3,1.5,4.1,4.3,5.9,0.5,3.1,3.7,9.6,3.9,1.1,2.0
Johnathan Motley,16.0,8.7,3.6,6.8,0.1,0.5,1.4,2.5,1.3,3.2,4.5,0.6,0.8,0.2,1.6
Johnny O'Bryant III,10.5,4.8,1.9,4.8,0.4,1.2,0.6,0.7,0.8,1.8,2.6,0.4,0.4,0.2,1.3
Jon Leuer,17.1,5.4,1.9,4.5,0.0,0.4,1.6,1.9,0.9,3.1,4.0,0.6,0.9,0.4,2.0
Jonas Jerebko,15.3,5.8,2.1,4.6,0.9,2.1,0.6,0.8,0.7,2.6,3.3,0.6,0.4,0.2,1.7
Jonas Valanciunas,22.4,12.7,5.1,8.9,0.4,1.0,2.2,2.7,2.4,6.2,8.6,1.1,1.5,0.9,2.5
Jonathan Gibson,10.0,8.5,3.5,5.8,1.5,3.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.0,1.3
Jonathan Isaac,19.8,5.4,2.0,5.4,0.6,1.7,0.7,0.9,0.6,3.1,3.7,0.7,1.0,1.1,1.8
Jonathon Simmons,29.4,13.9,5.1,11.0,1.0,3.0,2.7,3.5,0.9,2.6,3.5,2.5,2.1,0.2,2.5
Jordan Bell,14.2,4.6,2.0,3.2,0.0,0.1,0.5,0.8,1.1,2.6,3.6,1.8,0.9,1.0,1.6
Jordan Clarkson,23.3,13.9,5.3,11.8,1.4,3.9,1.9,2.3,0.7,2.0,2.7,2.7,1.6,0.1,1.3
Jordan Crawford,10.7,6.6,2.4,5.4,1.6,2.8,0.2,0.2,0.4,0.4,0.8,2.6,1.0,0.2,1.4
Jordan Mickey,12.4,4.0,1.7,3.6,0.1,0.7,0.6,0.8,0.8,2.7,3.5,0.4,0.8,0.4,1.6
Jose Calderon,16.0,4.5,1.6,3.2,0.8,1.7,0.4,0.5,0.2,1.2,1.5,2.1,0.7,0.0,1.4
Josh Gray,17.3,6.4,2.2,8.2,0.6,2.6,1.4,2.2,0.4,1.6,2.0,2.4,1.4,0.4,1.6
Josh Hart,23.2,7.9,2.8,6.0,1.2,3.1,1.0,1.5,0.7,3.5,4.2,1.3,0.7,0.3,1.7
Josh Huestis,14.2,2.3,0.9,2.6,0.5,1.7,0.1,0.3,0.6,1.7,2.3,0.3,0.4,0.6,1.2
Josh Jackson,25.4,13.1,5.1,12.1,0.7,2.8,2.3,3.6,1.2,3.3,4.6,1.5,1.9,0.5,2.8
Josh Magette,12.0,2.6,0.8,2.6,0.4,1.2,0.4,0.4,0.1,0.9,1.1,3.2,0.5,0.1,0.9
Josh McRoberts,2.9,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Josh Richardson,33.2,12.9,4.9,10.9,1.6,4.1,1.5,1.8,0.9,2.7,3.5,2.9,1.7,0.9,2.5
Josh Smith,3.9,0.7,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.3,1.3,0.0,0.0,0.0,1.0
Jrue Holiday,36.1,19.0,7.6,15.4,1.5,4.4,2.3,2.9,0.8,3.7,4.5,6.0,2.6,0.8,2.5
Juancho Hernangomez,11.1,3.3,1.2,3.0,0.6,2.0,0.4,0.5,0.7,1.4,2.2,0.5,0.4,0.1,1.0
Julius Randle,26.7,16.1,6.1,11.0,0.1,0.5,3.7,5.2,2.2,5.8,8.0,2.6,2.6,0.5,3.3
Julyan Stone,7.6,0.8,0.3,0.6,0.3,0.6,0.0,0.1,0.0,1.2,1.3,1.1,0.3,0.1,0.9
Justin Anderson,13.7,6.2,2.3,5.3,0.9,2.7,0.7,1.0,0.7,1.8,2.4,0.7,0.4,0.2,1.4
Justin Holiday,31.5,12.2,4.0,10.9,2.2,6.2,1.9,2.3,0.4,3.6,4.0,2.1,1.3,0.4,1.9
Justin Jackson,22.2,6.7,2.7,6.2,0.8,2.7,0.4,0.5,0.4,2.4,2.8,1.1,0.6,0.2,1.2
Justin Patton,3.7,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justise Winslow,24.7,7.8,3.0,7.2,0.7,1.9,1.0,1.5,0.9,4.5,5.4,2.2,1.1,0.5,2.1
Jusuf Nurkic,26.4,14.3,6.1,12.0,0.0,0.1,2.2,3.5,2.4,6.6,9.0,1.8,2.3,1.4,3.1
Kadeem Allen,6.0,1.1,0.3,1.2,0.0,0.6,0.4,0.5,0.2,0.4,0.6,0.7,0.5,0.1,0.8
Karl-Anthony Towns,35.6,21.3,7.8,14.3,1.5,3.5,4.2,4.9,2.9,9.4,12.3,2.4,1.9,1.4,3.5
Kawhi Leonard,23.3,16.2,5.8,12.3,1.2,3.9,3.4,4.2,0.7,4.0,4.7,2.3,1.8,1.0,1.0
Kay Felder,8.7,3.6,1.3,4.4,0.3,1.2,0.7,0.8,0.2,0.9,1.1,1.3,1.0,0.1,0.7
Kelly Olynyk,23.4,11.5,4.2,8.4,1.4,3.7,1.8,2.3,1.2,4.5,5.7,2.7,1.9,0.5,2.9
Kelly Oubre Jr.,27.5,11.8,3.9,9.8,1.6,4.6,2.4,2.9,0.7,3.8,4.5,1.2,1.1,0.4,2.9
Kemba Walker,34.2,22.1,7.4,17.0,2.9,7.5,4.5,5.3,0.4,2.7,3.1,5.6,2.2,0.3,1.2
Kendrick Perkins,14.5,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
Kenneth Faried,14.4,5.9,2.4,4.6,0.0,0.0,1.1,1.6,2.1,2.7,4.8,0.6,0.7,0.4,1.6
Kent Bazemore,27.5,12.9,4.4,10.4,1.7,4.2,2.5,3.1,0.4,3.4,3.8,3.5,2.4,0.7,2.3
Kentavious Caldwell-Pope,33.2,13.4,4.6,10.8,2.1,5.6,2.1,2.6,0.8,4.4,5.2,2.2,1.3,0.2,2.0
Kevin Durant,34.2,26.4,9.3,18.0,2.5,6.1,5.3,5.9,0.5,6.4,6.8,5.4,3.0,1.8,2.0
Kevin Love,28.0,17.6,5.7,12.4,2.3,5.6,4.0,4.5,1.7,7.5,9.3,1.7,1.5,0.4,2.0
Kevon Looney,13.8,4.0,1.7,2.9,0.0,0.1,0.6,1.2,1.3,2.0,3.3,0.6,0.5,0.8,1.6
Khem Birch,13.8,4.2,1.6,3.0,0.0,0.0,1.0,1.5,1.7,2.6,4.3,0.8,0.5,0.5,1.3
Khris Middleton,36.4,20.1,7.2,15.5,1.8,5.0,3.9,4.4,0.5,4.7,5.2,4.0,2.3,0.3,3.3
Klay Thompson,34.3,20.0,7.9,16.1,3.1,7.1,1.1,1.3,0.4,3.4,3.8,2.5,1.8,0.5,1.6
Kobi Simmons,20.1,6.1,2.5,5.9,0.3,1.2,0.8,0.8,0.4,1.1,1.6,2.1,1.4,0.2,1.9
Kosta Koufos,19.6,6.7,3.1,5.5,0.0,0.0,0.5,1.0,2.1,4.5,6.6,1.2,0.7,0.5,2.1
Kris Dunn,29.3,13.4,5.5,12.8,0.8,2.6,1.6,2.2,0.5,3.8,4.3,6.0,2.9,0.5,3.3
Kristaps Porzingis,32.4,22.7,8.1,18.5,1.9,4.8,4.5,5.7,1.3,5.3,6.6,1.2,1.9,2.4,2.9
Kyle Anderson,26.7,7.9,3.1,5.9,0.3,0.8,1.4,2.0,1.1,4.2,5.4,2.7,1.3,0.8,1.5
Kyle Collinsworth,15.0,3.2,1.2,3.1,0.1,0.5,0.7,1.3,1.0,2.3,3.3,1.8,0.8,0.3,1.4
Kyle Korver,21.6,9.2,3.0,6.6,2.2,5.2,0.9,1.0,0.1,2.1,2.3,1.2,0.8,0.4,1.8
Kyle Kuzma,31.2,16.1,6.1,13.5,2.1,5.6,1.9,2.7,1.1,5.1,6.3,1.8,1.8,0.4,2.1
Kyle Lowry,32.2,16.2,5.2,12.1,3.1,7.6,2.9,3.3,0.8,4.7,5.6,6.9,2.3,0.2,2.5
Kyle O'Quinn,18.0,7.1,2.9,5.0,0.1,0.2,1.3,1.6,1.6,4.5,6.1,2.1,1.3,1.3,2.5
Kyle Singler,4.9,1.9,0.6,1.8,0.2,0.4,0.6,1.1,0.1,0.8,0.8,0.2,0.3,0.0,0.3
Kyrie Irving,32.2,24.4,8.9,18.1,2.8,6.8,3.9,4.4,0.6,3.2,3.8,5.1,2.3,0.3,2.0
LaMarcus Aldridge,33.4,23.1,9.2,18.0,0.4,1.2,4.5,5.3,3.3,5.2,8.5,2.0,1.5,1.2,2.1
Lance Stephenson,22.6,9.2,3.7,8.6,0.8,2.8,1.0,1.5,0.8,4.4,5.2,2.9,1.6,0.2,2.2
Lance Thomas,18.5,4.1,1.4,3.7,0.7,1.7,0.6,0.7,0.6,1.8,2.4,0.6,0.6,0.2,1.8
Langston Galloway,14.9,6.2,2.2,5.9,1.3,3.8,0.6,0.7,0.2,1.4,1.6,1.0,0.3,0.1,0.7
Larry Drew II,7.0,1.7,0.7,2.4,0.3,0.9,0.0,0.0,0.3,0.0,0.3,1.0,0.3,0.0,0.6
Larry Nance Jr.,21.5,8.7,3.6,6.3,0.0,0.2,1.4,2.1,2.4,4.4,6.8,1.2,0.8,0.6,2.6
Lauri Markkanen,29.7,15.2,5.5,12.7,2.1,5.9,2.1,2.4,1.2,6.3,7.5,1.2,1.2,0.6,1.5
LeBron James,36.9,27.5,10.5,19.3,1.8,5.0,4.7,6.5,1.2,7.5,8.6,9.1,4.2,0.9,1.7
London Perrantes,4.7,0.5,0.1,0.9,0.0,0.2,0.2,0.4,0.1,0.2,0.3,0.4,0.1,0.1,0.4
Lonzo Ball,34.2,10.2,3.9,10.8,1.7,5.7,0.6,1.4,1.3,5.6,6.9,7.2,2.6,0.8,2.3
Lorenzo Brown,9.9,2.3,1.0,2.4,0.1,0.9,0.1,0.1,0.1,1.0,1.1,0.9,0.2,0.0,0.5
Lou Williams,32.8,22.6,7.4,16.9,2.4,6.6,5.5,6.2,0.5,2.0,2.5,5.3,3.0,0.2,1.3
Luc Mbah a Moute,25.6,7.5,2.7,5.7,1.0,2.8,1.1,1.6,0.4,2.7,3.0,0.9,1.1,0.4,1.6
Lucas Nogueira,8.5,2.5,1.0,1.6,0.1,0.4,0.4,0.6,0.4,1.4,1.8,0.4,0.3,0.9,1.0
Luis Montero,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Luke Babbitt,14.3,5.2,1.8,4.3,1.2,3.1,0.3,0.4,0.1,1.8,1.9,0.6,0.4,0.1,1.1
Luke Kennard,20.0,7.6,2.8,6.4,1.1,2.7,0.9,1.0,0.3,2.1,2.4,1.7,0.9,0.2,1.2
Luke Kornet,16.3,6.7,2.5,6.3,1.4,4.0,0.4,0.6,0.6,2.7,3.2,1.3,0.6,0.8,1.4
Luol Deng,13.1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malachi Richardson,12.4,3.4,1.2,3.5,0.5,1.5,0.7,0.8,0.2,1.1,1.3,0.5,0.4,0.0,1.0
Malcolm Brogdon,29.9,13.0,5.1,10.5,1.3,3.4,1.6,1.8,0.5,2.8,3.3,3.2,1.4,0.3,2.7
Malcolm Delaney,18.8,6.3,2.0,5.3,0.9,2.3,1.4,1.7,0.2,1.7,1.9,3.0,1.2,0.1,1.5
Malcolm Miller,8.4,2.5,0.9,1.9,0.5,1.4,0.3,0.3,0.3,0.7,1.0,0.2,0.3,0.1,0.7
Malik Beasley,9.4,3.2,1.2,2.9,0.5,1.3,0.4,0.5,0.2,0.9,1.1,0.5,0.4,0.1,0.6
Malik Monk,13.5,6.7,2.4,6.7,1.3,3.9,0.5,0.6,0.1,0.9,1.0,1.4,0.8,0.1,1.0
Mangok Mathiang,5.0,2.0,1.0,1.8,0.0,0.0,0.0,0.3,0.8,1.8,2.5,0.0,0.0,0.0,1.3
Manu Ginobili,20.0,8.9,3.1,7.1,1.0,3.0,1.7,2.0,0.3,1.9,2.2,2.5,1.6,0.2,1.9
MarShon Brooks,27.5,20.1,7.3,14.6,2.7,4.6,2.9,3.3,1.1,1.9,3.0,3.6,2.3,0.4,0.9
Marc Gasol,33.0,17.2,5.9,14.2,1.5,4.4,3.8,4.6,1.1,7.0,8.1,4.2,2.7,1.4,2.5
Marcin Gortat,25.3,8.4,3.5,6.8,0.0,0.0,1.3,2.0,2.2,5.4,7.6,1.8,1.2,0.7,2.1
Marco Belinelli,24.3,12.1,4.2,9.6,1.9,4.9,1.9,2.0,0.3,1.6,1.9,1.9,1.2,0.2,1.1
Marcus Georges-Hunt,5.3,1.4,0.5,1.1,0.1,0.4,0.3,0.5,0.2,0.2,0.4,0.2,0.1,0.0,0.8
Marcus Morris Sr.,26.7,13.6,4.9,11.3,1.6,4.3,2.3,2.9,0.8,4.6,5.4,1.3,1.2,0.2,1.9
Marcus Paige,5.6,2.4,0.8,2.8,0.4,1.6,0.4,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0
Marcus Smart,29.9,10.2,3.5,9.5,1.4,4.6,1.8,2.5,0.8,2.7,3.5,4.8,2.4,0.4,2.5
Mario Chalmers,21.5,7.7,2.5,6.7,0.8,2.9,1.8,2.1,0.2,2.2,2.4,3.0,1.8,0.2,2.7
Mario Hezonja,22.1,9.6,3.6,8.2,1.2,3.6,1.1,1.4,0.5,3.2,3.7,1.4,1.1,0.4,1.8
Markel Brown,7.9,1.3,0.5,1.8,0.3,1.3,0.0,0.0,0.3,1.0,1.3,0.5,0.5,0.0,1.5
Markelle Fultz,18.1,7.1,3.2,7.9,0.0,0.1,0.7,1.5,0.8,2.3,3.1,3.8,1.2,0.3,1.6
Markieff Morris,27.0,11.5,4.5,9.4,1.0,2.8,1.4,1.8,1.0,4.6,5.6,1.9,1.7,0.5,3.0
Marquese Chriss,21.2,7.7,2.8,6.6,0.8,2.6,1.3,2.2,1.1,4.4,5.5,1.2,1.5,1.0,2.8
Marquis Teague,24.6,3.7,1.3,5.3,0.3,1.3,0.7,1.7,0.3,1.7,2.0,4.3,1.0,0.0,1.7
Marreese Speights,13.0,7.7,2.7,6.7,1.7,4.5,0.8,1.1,0.4,2.2,2.6,0.8,0.8,0.4,2.0
Marshall Plumlee,6.5,1.8,0.1,0.4,0.0,0.0,1.5,2.0,0.5,1.6,2.1,0.3,0.4,0.1,1.3
Marvin Williams,25.7,9.5,3.3,7.2,1.6,3.9,1.3,1.6,0.9,3.8,4.7,1.2,0.8,0.5,1.5
Mason Plumlee,19.5,7.1,3.0,5.0,0.0,0.0,1.1,2.4,1.8,3.6,5.4,1.9,1.4,1.1,2.5
Matt Costello,8.1,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.5,0.3,0.5,1.8
Matt Williams Jr.,3.8,1.7,0.7,2.0,0.3,1.7,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3
Matthew Dellavedova,18.7,4.3,1.4,4.0,0.8,2.1,0.7,0.7,0.4,1.3,1.7,3.8,1.3,0.0,1.8
Maurice Harkless,21.4,6.5,2.5,5.0,0.8,2.0,0.7,1.0,0.8,2.0,2.7,0.9,0.7,0.7,1.7
Maxi Kleber,16.8,5.4,2.1,4.3,0.6,1.8,0.6,0.8,1.0,2.3,3.3,0.7,0.4,0.7,1.6
Meyers Leonard,7.7,3.4,1.4,2.4,0.3,0.8,0.3,0.3,0.4,1.8,2.1,0.5,0.3,0.0,1.1
Michael Beasley,22.3,13.2,5.5,10.9,0.5,1.2,1.7,2.1,1.3,4.3,5.6,1.7,1.9,0.6,2.0
Michael Carter-Williams,16.1,4.6,1.5,4.4,0.3,1.1,1.4,1.7,0.7,1.9,2.7,2.2,1.0,0.4,1.9
Michael Kidd-Gilchrist,25.0,9.2,3.8,7.6,0.0,0.0,1.6,2.3,1.1,2.9,4.1,1.0,0.7,0.4,1.9
Mike Conley,31.1,17.1,5.3,14.0,2.0,6.4,4.4,5.5,0.0,2.3,2.3,4.1,1.5,0.3,2.0
Mike James,19.1,9.3,3.4,8.9,0.7,2.7,1.8,2.3,0.4,2.1,2.5,3.5,1.4,0.2,1.3
Mike Muscala,20.0,7.6,2.7,5.9,1.2,3.2,1.1,1.2,1.1,3.3,4.3,1.0,0.8,0.5,1.5
Mike Scott,18.5,8.8,3.6,6.9,0.9,2.1,0.7,1.0,0.7,2.6,3.3,1.1,1.0,0.1,1.9
Miles Plumlee,16.7,4.3,1.9,3.3,0.0,0.0,0.5,1.1,1.4,2.7,4.1,0.8,1.1,0.5,1.4
Milos Teodosic,25.2,9.5,3.4,8.0,2.0,5.2,0.9,1.0,0.4,2.4,2.8,4.6,2.2,0.1,2.3
Milton Doyle,12.5,3.4,1.3,4.7,0.4,2.3,0.4,0.8,0.3,1.5,1.8,1.0,0.2,0.2,1.3
Mindaugas Kuzminskas,1.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirza Teletovic,15.9,7.1,2.5,5.7,2.1,4.5,0.0,0.0,0.3,2.0,2.3,1.0,0.7,0.1,1.4
Monte Morris,8.4,3.3,1.3,2.0,0.0,0.3,0.7,0.7,0.0,0.7,0.7,2.3,0.3,0.0,0.3
Montrezl Harrell,17.0,11.0,4.6,7.2,0.0,0.1,1.8,2.9,1.4,2.7,4.0,1.0,0.9,0.7,1.9
Myke Henry,18.9,5.4,2.1,5.5,1.0,2.9,0.3,0.5,0.5,1.4,1.9,1.1,1.0,0.3,1.4
Myles Turner,28.2,12.7,4.7,9.8,0.9,2.4,2.5,3.2,1.4,5.0,6.4,1.3,1.5,1.8,2.9
Nate Wolters,3.8,0.4,0.2,1.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.2
Naz Mitrou-Long,0.5,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nemanja Bjelica,20.5,6.8,2.6,5.5,1.1,2.7,0.5,0.7,0.8,3.3,4.1,1.3,0.8,0.2,2.1
Nene,14.6,6.5,2.6,4.6,0.0,0.0,1.3,2.1,1.0,2.3,3.4,0.9,0.7,0.3,2.4
Nerlens Noel,15.7,4.4,1.8,3.5,0.0,0.0,0.7,0.9,1.6,4.0,5.6,0.7,0.9,0.7,2.0
Nick Collison,5.0,2.1,0.9,1.3,0.0,0.0,0.3,0.9,0.5,0.9,1.3,0.3,0.5,0.0,0.5
Nick Young,17.4,7.3,2.5,6.1,1.5,4.1,0.7,0.8,0.3,1.3,1.6,0.5,0.5,0.1,1.3
Nicolas Batum,31.0,11.6,4.2,10.2,1.4,4.3,1.7,2.0,0.9,3.9,4.8,5.5,2.0,0.4,1.1
Nicolas Brussino,2.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0
Nigel Hayes,13.6,3.0,1.2,3.7,0.4,1.8,0.1,0.3,0.4,2.0,2.4,0.7,0.2,0.3,0.9
Nik Stauskas,12.8,4.4,1.5,3.8,1.0,2.4,0.5,0.7,0.1,1.5,1.6,1.0,0.6,0.1,0.6
Nikola Jokic,32.6,18.5,6.7,13.5,1.5,3.7,3.5,4.2,2.6,8.1,10.7,6.1,2.8,0.8,2.8
Nikola Mirotic,27.2,15.6,5.6,12.4,2.5,6.5,2.0,2.5,1.1,6.3,7.4,1.5,1.1,0.7,2.0
Nikola Vucevic,29.5,16.5,7.0,14.7,1.1,3.6,1.4,1.6,1.8,7.4,9.2,3.4,1.9,1.1,2.5
Noah Vonleh,16.2,4.9,1.9,4.3,0.4,1.2,0.7,1.1,1.3,4.5,5.8,0.6,0.6,0.3,1.3
Norman Powell,15.2,5.5,2.1,5.3,0.8,2.7,0.5,0.6,0.2,1.5,1.7,1.3,0.9,0.2,1.6
OG Anunoby,20.0,5.9,2.2,4.7,1.0,2.7,0.5,0.8,0.6,1.9,2.5,0.7,0.6,0.2,1.8
Okaro White,13.3,3.3,1.2,2.7,0.7,1.8,0.3,0.5,0.5,1.3,1.8,0.3,0.2,0.2,1.0
Omari Johnson,18.8,5.5,2.3,5.3,1.0,3.0,0.0,0.0,1.0,1.8,2.8,1.8,0.8,0.0,1.5
